"tips","max_crep","Order","Family","Genus"
"Aepeomys_reigi","nocturnal","Rodentia","Cricetidae","Aepeomys"
"Aepyceros_melampus","diurnal","Artiodactyla","Bovidae","Aepyceros"
"Aepyprymnus_rufescens","nocturnal","Diprotodontia","Potoroidae","Aepyprymnus"
"Aeretes_melanopterus","nocturnal","Rodentia","Sciuridae","Aeretes"
"Aeromys_tephromelas","nocturnal","Rodentia","Sciuridae","Aeromys"
"Aeromys_thomasi","nocturnal","Rodentia","Sciuridae","Aeromys"
"Aethalops_aequalis","nocturnal","Chiroptera","Pteropodidae","Aethalops"
"Aethalops_alecto","nocturnal","Chiroptera","Pteropodidae","Aethalops"
"Aethomys_bocagei","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_chrysophilus","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_granti","nocturnal","Primates",NA,NA
"Aethomys_hindei","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_ineptus","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_kaiseri","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_namaquensis","nocturnal","Primates",NA,NA
"Aethomys_nyikae","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_silindensis","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_stannarius","nocturnal","Rodentia","Muridae","Aethomys"
"Aethomys_thomasi","nocturnal","Rodentia","Muridae","Aethomys"
"Ailuropoda_melanoleuca","cathemeral","Carnivora","Ursidae","Ailuropoda"
"Ailurops_melanotis","nocturnal","Diprotodontia","Phalangeridae","Ailurops"
"Ailurops_ursinus","cathemeral","Diprotodontia","Phalangeridae","Ailurops"
"Ailurus_fulgens","diurnal","Carnivora","Ailuridae","Ailurus"
"Akodon_albiventer","diurnal","Rodentia","Cricetidae","Akodon"
"Akodon_azarae","cathemeral","Rodentia","Cricetidae","Akodon"
"Akodon_boliviensis","cathemeral","Rodentia","Cricetidae","Akodon"
"Akodon_cursor","nocturnal","Rodentia","Cricetidae","Akodon"
"Akodon_dayi","nocturnal","Rodentia","Cricetidae","Akodon"
"Akodon_iniscatus","diurnal","Rodentia","Cricetidae","Akodon"
"Akodon_lutescens","diurnal","Rodentia","Cricetidae","Akodon"
"Akodon_molinae","nocturnal","Rodentia","Cricetidae","Akodon"
"Akodon_montensis","nocturnal","Rodentia","Cricetidae","Akodon"
"Akodon_simulator","nocturnal","Rodentia","Cricetidae","Akodon"
"Akodon_spegazzinii","nocturnal","Rodentia","Cricetidae","Akodon"
"Akodon_varius","cathemeral","Rodentia","Cricetidae","Akodon"
"Alcelaphus_buselaphus","diurnal","Artiodactyla","Bovidae","Alcelaphus"
"Alces_alces","diurnal","Artiodactyla","Cervidae","Alces"
"Alces_americanus","crepuscular","Artiodactyla","Cervidae","Alces"
"Alionycteris_paucidentata","nocturnal","Chiroptera","Pteropodidae","Alionycteris"
"Allactaga_balikunica","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_bullata","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_elater","nocturnal","Primates",NA,NA
"Allactaga_euphratica","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_firouzi","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_hotsoni","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_major","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_severtzovi","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_sibirica","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_tetradactyla","nocturnal","Primates",NA,NA
"Allactaga_vinogradovi","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactaga_williamsi","nocturnal","Rodentia","Dipodidae","Allactaga"
"Allactodipus_bobrinskii","nocturnal","Rodentia","Dipodidae","Allactodipus"
"Allenopithecus_nigroviridis","diurnal","Primates","Cercopithecidae","Allenopithecus"
"Allocebus_trichotis","nocturnal","Primates","Cheirogaleidae","Allocebus"
"Allocricetulus_curtatus","nocturnal","Rodentia","Cricetidae","Allocricetulus"
"Allocricetulus_eversmanni","nocturnal","Rodentia","Cricetidae","Allocricetulus"
"Alopex_lagopus","nocturnal","Primates",NA,NA
"Alouatta_arctoidea","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_belzebul","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_caraya","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_discolor","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_guariba","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_juara","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_macconnelli","diurnal","Primates",NA,NA
"Alouatta_nigerrima","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_palliata","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_pigra","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_puruensis","diurnal","Primates",NA,NA
"Alouatta_sara","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_seniculus","diurnal","Primates","Atelidae","Alouatta"
"Alouatta_ululata","diurnal","Primates","Atelidae","Alouatta"
"Alticola_argentatus","diurnal","Rodentia","Cricetidae","Alticola"
"Alticola_barakshin","diurnal","Rodentia","Cricetidae","Alticola"
"Alticola_roylei","diurnal","Rodentia","Cricetidae","Alticola"
"Alticola_semicanus","nocturnal","Rodentia","Cricetidae","Alticola"
"Alticola_stoliczkanus","nocturnal","Rodentia","Cricetidae","Alticola"
"Alticola_strelzowi","diurnal","Rodentia","Cricetidae","Alticola"
"Ametrida_centurio","nocturnal","Chiroptera","Phyllostomidae","Ametrida"
"Ammodorcas_clarkei","diurnal","Artiodactyla","Bovidae","Ammodorcas"
"Ammospermophilus_harrisii","diurnal","Rodentia","Sciuridae","Ammospermophilus"
"Ammospermophilus_interpres","diurnal","Rodentia","Sciuridae","Ammospermophilus"
"Ammospermophilus_leucurus","diurnal","Rodentia","Sciuridae","Ammospermophilus"
"Ammospermophilus_nelsoni","diurnal","Rodentia","Sciuridae","Ammospermophilus"
"Ammotragus_lervia","diurnal","Artiodactyla","Bovidae","Ammotragus"
"Amorphochilus_schnablii","nocturnal","Chiroptera","Furipteridae","Amorphochilus"
"Anathana_ellioti","diurnal","Scandentia","Tupaiidae","Anathana"
"Andalgalomys_olrogi","nocturnal","Rodentia","Cricetidae","Andalgalomys"
"Andinomys_edax","nocturnal","Rodentia","Cricetidae","Andinomys"
"Anomalurus_beecrofti","nocturnal","Rodentia","Anomaluridae","Anomalurus"
"Anomalurus_derbianus","nocturnal","Rodentia","Anomaluridae","Anomalurus"
"Anomalurus_pelii","nocturnal","Rodentia","Anomaluridae","Anomalurus"
"Anomalurus_pusillus","nocturnal","Rodentia","Anomaluridae","Anomalurus"
"Anonymomys_mindorensis","nocturnal","Rodentia","Muridae","Anonymomys"
"Anotomys_leander","nocturnal","Rodentia","Cricetidae","Anotomys"
"Anoura_caudifer","nocturnal","Chiroptera","Phyllostomidae","Anoura"
"Anoura_cultrata","nocturnal","Chiroptera","Phyllostomidae","Anoura"
"Anoura_fistulata","nocturnal","Chiroptera","Phyllostomidae","Anoura"
"Anoura_geoffroyi","nocturnal","Chiroptera","Phyllostomidae","Anoura"
"Anoura_latidens","nocturnal","Chiroptera","Phyllostomidae","Anoura"
"Anoura_luismanueli","nocturnal","Chiroptera","Phyllostomidae","Anoura"
"Antechinomys_laniger","nocturnal","Dasyuromorphia","Dasyuridae","Antechinomys"
"Antechinus_adustus","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_agilis","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_bellus","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_flavipes","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_godmani","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_leo","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_minimus","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_stuartii","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_subtropicus","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Antechinus_swainsonii","nocturnal","Dasyuromorphia","Dasyuridae","Antechinus"
"Anthops_ornatus","nocturnal","Chiroptera","Hipposideridae","Anthops"
"Antidorcas_marsupialis","cathemeral","Artiodactyla","Bovidae","Antidorcas"
"Antilocapra_americana","cathemeral","Artiodactyla","Antilocapridae","Antilocapra"
"Antilope_cervicapra","diurnal","Artiodactyla","Bovidae","Antilope"
"Antrozous_pallidus","nocturnal","Chiroptera","Vespertilionidae","Antrozous"
"Aonyx_capensis","nocturnal","Carnivora","Mustelidae","Aonyx"
"Aonyx_cinerea","diurnal","Primates",NA,NA
"Aonyx_congicus","nocturnal","Primates",NA,NA
"Aotus_azarae","nocturnal","Primates","Aotidae","Aotus"
"Aotus_brumbacki","nocturnal","Primates","Aotidae","Aotus"
"Aotus_griseimembra","nocturnal","Primates","Aotidae","Aotus"
"Aotus_jorgehernandezi","nocturnal","Primates","Aotidae","Aotus"
"Aotus_lemurinus","nocturnal","Primates","Aotidae","Aotus"
"Aotus_miconax","nocturnal","Primates","Aotidae","Aotus"
"Aotus_nancymaae","nocturnal","Primates","Aotidae","Aotus"
"Aotus_nigriceps","nocturnal","Primates","Aotidae","Aotus"
"Aotus_trivirgatus","nocturnal","Primates","Aotidae","Aotus"
"Aotus_vociferans","nocturnal","Primates","Aotidae","Aotus"
"Aotus_zonalis","nocturnal","Primates","Aotidae","Aotus"
"Aplodontia_rufa","cathemeral","Rodentia","Aplodontiidae","Aplodontia"
"Apodemus_agrarius","diurnal","Rodentia","Muridae","Apodemus"
"Apodemus_argenteus","nocturnal","Rodentia","Muridae","Apodemus"
"Apodemus_chevrieri","diurnal","Rodentia","Muridae","Apodemus"
"Apodemus_flavicollis","nocturnal","Rodentia","Muridae","Apodemus"
"Apodemus_mystacinus","nocturnal","Rodentia","Muridae","Apodemus"
"Apodemus_rusiges","nocturnal","Rodentia","Muridae","Apodemus"
"Apodemus_semotus","nocturnal","Rodentia","Muridae","Apodemus"
"Apodemus_speciosus","nocturnal","Rodentia","Muridae","Apodemus"
"Apodemus_sylvaticus","nocturnal","Rodentia","Muridae","Apodemus"
"Apodemus_witherbyi","nocturnal","Rodentia","Muridae","Apodemus"
"Apomys_abrae","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_camiguinensis","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_datae","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_gracilirostris","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_hylocetes","nocturnal","Primates",NA,NA
"Apomys_insignis","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_littoralis","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_microdon","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_musculus","nocturnal","Rodentia","Muridae","Apomys"
"Apomys_sacobianus","nocturnal","Rodentia","Muridae","Apomys"
"Aproteles_bulmerae","nocturnal","Chiroptera","Pteropodidae","Aproteles"
"Arabitragus_jayakari","cathemeral","Artiodactyla","Bovidae","Arabitragus"
"Arborimus_albipes","nocturnal","Rodentia","Cricetidae","Arborimus"
"Arborimus_longicaudus","nocturnal","Rodentia","Cricetidae","Arborimus"
"Arborimus_pomo","nocturnal","Rodentia","Cricetidae","Arborimus"
"Archboldomys_kalinga","diurnal","Primates",NA,NA
"Archboldomys_luzonensis","diurnal","Rodentia","Muridae","Archboldomys"
"Archboldomys_musseri","diurnal","Primates",NA,NA
"Arctictis_binturong","nocturnal","Carnivora","Viverridae","Arctictis"
"Arctocebus_aureus","nocturnal","Primates","Lorisidae","Arctocebus"
"Arctocebus_calabarensis","nocturnal","Primates","Lorisidae","Arctocebus"
"Arctogalidia_trivirgata","nocturnal","Carnivora","Viverridae","Arctogalidia"
"Arctonyx_collaris","nocturnal","Carnivora","Mustelidae","Arctonyx"
"Ardops_nichollsi","nocturnal","Chiroptera","Phyllostomidae","Ardops"
"Arielulus_aureocollaris","nocturnal","Chiroptera","Vespertilionidae","Arielulus"
"Arielulus_circumdatus","nocturnal","Chiroptera","Vespertilionidae","Arielulus"
"Arielulus_cuprosus","nocturnal","Chiroptera","Vespertilionidae","Arielulus"
"Arielulus_societatis","nocturnal","Chiroptera","Vespertilionidae","Arielulus"
"Arielulus_torquatus","nocturnal","Chiroptera","Vespertilionidae","Arielulus"
"Ariteus_flavescens","nocturnal","Chiroptera","Phyllostomidae","Ariteus"
"Artibeus_amplus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_anderseni","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_aztecus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_cinereus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_concolor","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_fimbriatus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_fraterculus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_glaucus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_gnomus","nocturnal","Primates",NA,NA
"Artibeus_hirsutus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_incomitatus","nocturnal","Primates",NA,NA
"Artibeus_inopinatus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_jamaicensis","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_lituratus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_obscurus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_phaeotis","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_planirostris","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_rosenbergii","nocturnal","Primates",NA,NA
"Artibeus_toltecus","nocturnal","Chiroptera","Phyllostomidae","Artibeus"
"Artibeus_watsoni","nocturnal","Primates",NA,NA
"Arvicanthis_abyssinicus","cathemeral","Rodentia","Muridae","Arvicanthis"
"Arvicanthis_ansorgei","cathemeral","Rodentia","Muridae","Arvicanthis"
"Arvicanthis_blicki","cathemeral","Rodentia","Muridae","Arvicanthis"
"Arvicanthis_nairobae","cathemeral","Rodentia","Muridae","Arvicanthis"
"Arvicanthis_neumanni","cathemeral","Rodentia","Muridae","Arvicanthis"
"Arvicanthis_niloticus","cathemeral","Rodentia","Muridae","Arvicanthis"
"Arvicanthis_rufinus","cathemeral","Rodentia","Muridae","Arvicanthis"
"Arvicola_amphibius","cathemeral","Rodentia","Cricetidae","Arvicola"
"Arvicola_sapidus","cathemeral","Rodentia","Cricetidae","Arvicola"
"Arvicola_scherman","cathemeral","Rodentia","Cricetidae","Arvicola"
"Asellia_patrizii","nocturnal","Chiroptera","Hipposideridae","Asellia"
"Asellia_tridens","nocturnal","Chiroptera","Hipposideridae","Asellia"
"Aselliscus_stoliczkanus","nocturnal","Chiroptera","Hipposideridae","Aselliscus"
"Aselliscus_tricuspidatus","nocturnal","Chiroptera","Hipposideridae","Aselliscus"
"Atelerix_albiventris","nocturnal","Eulipotyphla","Erinaceidae","Atelerix"
"Atelerix_algirus","nocturnal","Eulipotyphla","Erinaceidae","Atelerix"
"Atelerix_frontalis","nocturnal","Eulipotyphla","Erinaceidae","Atelerix"
"Atelerix_sclateri","nocturnal","Eulipotyphla","Erinaceidae","Atelerix"
"Ateles_belzebuth","diurnal","Primates","Atelidae","Ateles"
"Ateles_chamek","diurnal","Primates",NA,NA
"Ateles_fusciceps","diurnal","Primates","Atelidae","Ateles"
"Ateles_geoffroyi","diurnal","Primates","Atelidae","Ateles"
"Ateles_hybridus","diurnal","Primates","Atelidae","Ateles"
"Ateles_marginatus","diurnal","Primates","Atelidae","Ateles"
"Ateles_paniscus","diurnal","Primates","Atelidae","Ateles"
"Atelocynus_microtis","diurnal","Carnivora","Canidae","Atelocynus"
"Atherurus_africanus","nocturnal","Rodentia","Hystricidae","Atherurus"
"Atherurus_macrourus","nocturnal","Rodentia","Hystricidae","Atherurus"
"Atilax_paludinosus","nocturnal","Carnivora","Herpestidae","Atilax"
"Atlantoxerus_getulus","diurnal","Rodentia","Sciuridae","Atlantoxerus"
"Auliscomys_boliviensis","diurnal","Rodentia","Cricetidae","Auliscomys"
"Auliscomys_pictus","cathemeral","Rodentia","Cricetidae","Auliscomys"
"Auliscomys_sublimis","nocturnal","Rodentia","Cricetidae","Auliscomys"
"Avahi_betsileo","nocturnal","Primates","Indriidae","Avahi"
"Avahi_cleesei","nocturnal","Primates","Indriidae","Avahi"
"Avahi_laniger","nocturnal","Primates","Indriidae","Avahi"
"Avahi_meridionalis","nocturnal","Primates","Indriidae","Avahi"
"Avahi_occidentalis","nocturnal","Primates","Indriidae","Avahi"
"Avahi_peyrierasi","nocturnal","Primates","Indriidae","Avahi"
"Avahi_ramanantsoavanai","nocturnal","Primates",NA,NA
"Avahi_unicolor","nocturnal","Primates","Indriidae","Avahi"
"Axis_axis","crepuscular","Artiodactyla","Cervidae","Axis"
"Axis_calamianensis","diurnal","Artiodactyla","Cervidae","Axis"
"Axis_kuhlii","nocturnal","Artiodactyla","Cervidae","Axis"
"Axis_porcinus","crepuscular","Artiodactyla","Cervidae","Axis"
"Babyrousa_babyrussa","diurnal","Artiodactyla","Suidae","Babyrousa"
"Babyrousa_celebensis","diurnal","Artiodactyla","Suidae","Babyrousa"
"Babyrousa_togeanensis","diurnal","Artiodactyla","Suidae","Babyrousa"
"Baiomys_musculus","diurnal","Rodentia","Cricetidae","Baiomys"
"Baiomys_taylori","crepuscular","Rodentia","Cricetidae","Baiomys"
"Balantiopteryx_infusca","nocturnal","Chiroptera","Emballonuridae","Balantiopteryx"
"Balantiopteryx_io","nocturnal","Chiroptera","Emballonuridae","Balantiopteryx"
"Balantiopteryx_plicata","nocturnal","Chiroptera","Emballonuridae","Balantiopteryx"
"Balionycteris_maculata","nocturnal","Chiroptera","Pteropodidae","Balionycteris"
"Bandicota_bengalensis","nocturnal","Rodentia","Muridae","Bandicota"
"Bandicota_indica","nocturnal","Rodentia","Muridae","Bandicota"
"Bandicota_savilei","nocturnal","Rodentia","Muridae","Bandicota"
"Barbastella_barbastellus","nocturnal","Chiroptera","Vespertilionidae","Barbastella"
"Barbastella_leucomelas","nocturnal","Chiroptera","Vespertilionidae","Barbastella"
"Bassaricyon_alleni","nocturnal","Carnivora","Procyonidae","Bassaricyon"
"Bassaricyon_beddardi","nocturnal","Carnivora","Procyonidae","Bassaricyon"
"Bassaricyon_gabbii","nocturnal","Carnivora","Procyonidae","Bassaricyon"
"Bassaricyon_gabbii","nocturnal","Carnivora","Procyonidae","Bassaricyon"
"Bassaricyon_gabbii","nocturnal","Carnivora","Procyonidae","Bassaricyon"
"Bassaricyon_lasius","nocturnal","Primates",NA,NA
"Bassaricyon_pauli","nocturnal","Primates",NA,NA
"Bassariscus_astutus","nocturnal","Carnivora","Procyonidae","Bassariscus"
"Bassariscus_sumichrasti","nocturnal","Carnivora","Procyonidae","Bassariscus"
"Batomys_dentatus","nocturnal","Rodentia","Muridae","Batomys"
"Batomys_granti","nocturnal","Rodentia","Muridae","Batomys"
"Batomys_russatus","nocturnal","Rodentia","Muridae","Batomys"
"Batomys_salomonseni","nocturnal","Rodentia","Muridae","Batomys"
"Bauerus_dubiaquercus","nocturnal","Primates",NA,NA
"Bdeogale_crassicauda","nocturnal","Carnivora","Herpestidae","Bdeogale"
"Bdeogale_jacksoni","nocturnal","Carnivora","Herpestidae","Bdeogale"
"Bdeogale_nigripes","nocturnal","Carnivora","Herpestidae","Bdeogale"
"Bdeogale_omnivora","nocturnal","Primates",NA,NA
"Beamys_hindei","nocturnal","Rodentia","Nesomyidae","Beamys"
"Beatragus_hunteri","crepuscular","Artiodactyla","Bovidae","Beatragus"
"Belomys_pearsonii","nocturnal","Rodentia","Sciuridae","Belomys"
"Berylmys_berdmorei","nocturnal","Rodentia","Muridae","Berylmys"
"Berylmys_bowersi","nocturnal","Rodentia","Muridae","Berylmys"
"Berylmys_mackenziei","nocturnal","Rodentia","Muridae","Berylmys"
"Berylmys_manipulus","nocturnal","Rodentia","Muridae","Berylmys"
"Bettongia_gaimardi","nocturnal","Diprotodontia","Potoroidae","Bettongia"
"Bettongia_lesueur","nocturnal","Diprotodontia","Potoroidae","Bettongia"
"Bettongia_penicillata","nocturnal","Diprotodontia","Potoroidae","Bettongia"
"Bettongia_tropica","nocturnal","Diprotodontia","Potoroidae","Bettongia"
"Bibimys_chacoensis","nocturnal","Rodentia","Cricetidae","Bibimys"
"Bibimys_labiosus","nocturnal","Rodentia","Cricetidae","Bibimys"
"Bibimys_torresi","nocturnal","Rodentia","Cricetidae","Bibimys"
"Bison_bison","cathemeral","Artiodactyla","Bovidae","Bison"
"Bison_bonasus","cathemeral","Artiodactyla","Bovidae","Bison"
"Biswamoyopterus_biswasi","nocturnal","Rodentia","Sciuridae","Biswamoyopterus"
"Blanfordimys_afghanus","diurnal","Rodentia","Cricetidae","Blanfordimys"
"Blanfordimys_bucharensis","diurnal","Rodentia","Cricetidae","Blanfordimys"
"Blarina_brevicauda","cathemeral","Eulipotyphla","Soricidae","Blarina"
"Blarina_carolinensis","cathemeral","Eulipotyphla","Soricidae","Blarina"
"Blarina_hylophaga","cathemeral","Eulipotyphla","Soricidae","Blarina"
"Blastocerus_dichotomus","diurnal","Artiodactyla","Cervidae","Blastocerus"
"Bos_gaurus","nocturnal","Artiodactyla","Bovidae","Bos"
"Bos_javanicus","cathemeral","Artiodactyla","Bovidae","Bos"
"Bos_mutus","diurnal","Artiodactyla","Bovidae","Bos"
"Bos_sauveli","nocturnal","Artiodactyla","Bovidae","Bos"
"Boselaphus_tragocamelus","crepuscular","Artiodactyla","Bovidae","Boselaphus"
"Brachylagus_idahoensis","crepuscular","Lagomorpha","Leporidae","Brachylagus"
"Brachyphylla_cavernarum","nocturnal","Chiroptera","Phyllostomidae","Brachyphylla"
"Brachyphylla_nana","nocturnal","Chiroptera","Phyllostomidae","Brachyphylla"
"Brachytarsomys_albicauda","nocturnal","Rodentia","Nesomyidae","Brachytarsomys"
"Brachytarsomys_villosa","nocturnal","Rodentia","Nesomyidae","Brachytarsomys"
"Brachyteles_arachnoides","diurnal","Primates","Atelidae","Brachyteles"
"Brachyteles_hypoxanthus","diurnal","Primates","Atelidae","Brachyteles"
"Brachyuromys_betsileoensis","cathemeral","Rodentia","Nesomyidae","Brachyuromys"
"Brachyuromys_ramirohitra","cathemeral","Rodentia","Nesomyidae","Brachyuromys"
"Bradypus_pygmaeus","cathemeral","Pilosa","Bradypodidae","Bradypus"
"Bradypus_torquatus","cathemeral","Pilosa","Bradypodidae","Bradypus"
"Bradypus_tridactylus","diurnal","Pilosa","Bradypodidae","Bradypus"
"Bradypus_variegatus","cathemeral","Pilosa","Bradypodidae","Bradypus"
"Bubalus_arnee","cathemeral","Primates",NA,NA
"Bubalus_depressicornis","cathemeral","Artiodactyla","Bovidae","Bubalus"
"Bubalus_mindorensis","cathemeral","Artiodactyla","Bovidae","Bubalus"
"Bubalus_quarlesi","cathemeral","Artiodactyla","Bovidae","Bubalus"
"Budorcas_taxicolor","diurnal","Artiodactyla","Bovidae","Budorcas"
"Bullimus_bagobus","nocturnal","Rodentia","Muridae","Bullimus"
"Bullimus_gamay","nocturnal","Rodentia","Muridae","Bullimus"
"Bullimus_luzonicus","nocturnal","Rodentia","Muridae","Bullimus"
"Bunolagus_monticularis","nocturnal","Lagomorpha","Leporidae","Bunolagus"
"Burramys_parvus","nocturnal","Diprotodontia","Burramyidae","Burramys"
"Cabassous_centralis","nocturnal","Cingulata","Chlamyphoridae","Cabassous"
"Cabassous_chacoensis","nocturnal","Cingulata","Chlamyphoridae","Cabassous"
"Cabassous_tatouay","nocturnal","Cingulata","Chlamyphoridae","Cabassous"
"Cabassous_unicinctus","nocturnal","Cingulata","Chlamyphoridae","Cabassous"
"Cacajao_ayresi","diurnal","Primates","Pitheciidae","Cacajao"
"Cacajao_calvus","diurnal","Primates","Pitheciidae","Cacajao"
"Cacajao_hosomi","diurnal","Primates","Pitheciidae","Cacajao"
"Cacajao_melanocephalus","diurnal","Primates","Pitheciidae","Cacajao"
"Caenolestes_caniventer","nocturnal","Paucituberculata","Caenolestidae","Caenolestes"
"Caenolestes_condorensis","nocturnal","Paucituberculata","Caenolestidae","Caenolestes"
"Caenolestes_convelatus","nocturnal","Paucituberculata","Caenolestidae","Caenolestes"
"Caenolestes_fuliginosus","nocturnal","Paucituberculata","Caenolestidae","Caenolestes"
"Callibella_humilis","diurnal","Primates",NA,NA
"Callicebus_aureipalatii","diurnal","Primates",NA,NA
"Callicebus_baptista","diurnal","Primates",NA,NA
"Callicebus_barbarabrownae","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_bernhardi","diurnal","Primates",NA,NA
"Callicebus_brunneus","diurnal","Primates",NA,NA
"Callicebus_caligatus","diurnal","Primates",NA,NA
"Callicebus_cinerascens","diurnal","Primates",NA,NA
"Callicebus_coimbrai","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_cupreus","diurnal","Primates",NA,NA
"Callicebus_discolor","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_donacophilus","diurnal","Primates",NA,NA
"Callicebus_dubius","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_hoffmannsi","diurnal","Primates",NA,NA
"Callicebus_lucifer","diurnal","Primates",NA,NA
"Callicebus_lugens","diurnal","Primates",NA,NA
"Callicebus_medemi","diurnal","Primates",NA,NA
"Callicebus_melanochir","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_modestus","diurnal","Primates",NA,NA
"Callicebus_moloch","diurnal","Primates",NA,NA
"Callicebus_nigrifrons","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_oenanthe","diurnal","Primates",NA,NA
"Callicebus_olallae","diurnal","Primates",NA,NA
"Callicebus_ornatus","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_pallescens","diurnal","Primates",NA,NA
"Callicebus_personatus","diurnal","Primates","Pitheciidae","Callicebus"
"Callicebus_purinus","diurnal","Primates",NA,NA
"Callicebus_regulus","diurnal","Primates",NA,NA
"Callicebus_stephennashi","diurnal","Primates",NA,NA
"Callicebus_torquatus","diurnal","Primates",NA,NA
"Callimico_goeldii","diurnal","Primates","Cebidae","Callimico"
"Callistomys_pictus","nocturnal","Rodentia","Echimyidae","Callistomys"
"Callithrix_aurita","diurnal","Primates","Cebidae","Callithrix"
"Callithrix_flaviceps","diurnal","Primates","Cebidae","Callithrix"
"Callithrix_geoffroyi","diurnal","Primates","Cebidae","Callithrix"
"Callithrix_jacchus","diurnal","Primates","Cebidae","Callithrix"
"Callithrix_kuhlii","diurnal","Primates","Cebidae","Callithrix"
"Callithrix_penicillata","diurnal","Primates","Cebidae","Callithrix"
"Callosciurus_adamsi","diurnal","Rodentia","Sciuridae","Callosciurus"
"Callosciurus_albescens","diurnal","Primates",NA,NA
"Callosciurus_baluensis","diurnal","Rodentia","Sciuridae","Callosciurus"
"Callosciurus_caniceps","diurnal","Rodentia","Sciuridae","Callosciurus"
"Callosciurus_erythraeus","diurnal","Rodentia","Sciuridae","Callosciurus"
"Callosciurus_finlaysonii","diurnal","Rodentia","Sciuridae","Callosciurus"
"Callosciurus_inornatus","diurnal","Rodentia","Sciuridae","Callosciurus"
"Callosciurus_melanogaster","diurnal","Rodentia","Sciuridae","Callosciurus"
"Callosciurus_nigrovittatus","diurnal","Rodentia","Sciuridae","Callosciurus"
