"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel2","diel_confidence","genome","NEW"
"1417","coryphopterus hyalinus","Coryphopterus hyalinus",FALSE,740170,FALSE,"",1,"Coryphopterus_hyalinus","Coryphopterus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1418","coryphopterus lipernes","Coryphopterus lipernes",FALSE,740167,FALSE,"",1,"Coryphopterus_lipernes","Coryphopterus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1419","coryphopterus nicholsi","Rhinogobiops nicholsii",FALSE,494025,TRUE,"",1,"Rhinogobiops_nicholsii","Rhinogobiops","Gobiidae","Gobiiformes","diurnal","diurnal",3,"",""
"1420","coryphopterus personatus","Coryphopterus personatus",FALSE,740192,FALSE,"",1,"Coryphopterus_personatus","Coryphopterus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1421","coryphopterus punctipectophorus","Coryphopterus punctipectophorus",FALSE,740189,FALSE,"",1,"Coryphopterus_punctipectophorus","Coryphopterus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1422","coryphopterus thrix","Coryphopterus thrix",FALSE,784336,FALSE,"",1,"Coryphopterus_thrix","Coryphopterus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1423","coryphopterus tortugae","Coryphopterus tortugae",FALSE,924965,FALSE,"",2,"Coryphopterus_tortugae","Coryphopterus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1424","coryphopterus urospilus","Coryphopterus urospilus",FALSE,267513,FALSE,"",1,"Coryphopterus_urospilus","Coryphopterus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1425","corythoichthys haematopterus","Corythoichthys haematopterus",FALSE,106879,FALSE,"",1,"Corythoichthys_haematopterus","Corythoichthys","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1426","corythoichthys intestinalis","Corythoichthys intestinalis",FALSE,445219,FALSE,"",1,"Corythoichthys_intestinalis","Corythoichthys","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1427","cosmocampus albirostris","Cosmocampus albirostris",FALSE,422862,FALSE,"",1,"Cosmocampus_albirostris","Cosmocampus","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"",""
"1428","cosmocampus arctus","Cosmocampus arctus",FALSE,3642164,FALSE,"",1,"Cosmocampus_arctus","Cosmocampus","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"",""
"1429","cosmocampus brachycephalus","Cosmocampus brachycephalus",FALSE,3642171,FALSE,"",1,"Cosmocampus_brachycephalus","Cosmocampus","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"",""
"1430","cosmocampus elucens","Cosmocampus elucens",FALSE,179250,FALSE,"",1,"Cosmocampus_elucens","Cosmocampus","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"",""
"1431","cosmocampus heraldi","Cosmocampus heraldi",FALSE,3642160,FALSE,"",1,"Cosmocampus_heraldi","Cosmocampus","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"",""
"1432","cosmocampus hildebrandi","Cosmocampus hildebrandi",FALSE,3642163,FALSE,"",1,"Cosmocampus_hildebrandi","Cosmocampus","Syngnathidae","Syngnathiformes","diurnal","diurnal",1,"",""
"1433","cottoclinus canops","Cottoclinus canops",FALSE,3639355,FALSE,"",1,"Cottoclinus_canops","Cottoclinus","Labrisomidae","Blenniiformes","diurnal","diurnal",1,"",""
"1434","cottus aleuticus","Cottus aleuticus",FALSE,996493,FALSE,"",1,"Cottus_aleuticus","Cottus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",1,"",""
"1435","cottus asper","Cottus asper",FALSE,996489,FALSE,"",1,"Cottus_asper","Cottus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",1,"",""
"1436","cottus bairdii","Cottus bairdii",FALSE,466855,FALSE,"",1,"Cottus_bairdii","Cottus","Cottidae","Perciformes/Cottoidei","crepuscular/nocturnal","crepuscular",4,"",""
"1437","cottus carolinae","Cottus carolinae",FALSE,466859,FALSE,"",1,"Cottus_carolinae","Cottus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",3,"",""
"1438","cottus cognatus","Cottus cognatus",FALSE,993337,FALSE,"",1,"Cottus_cognatus","Cottus","Cottidae","Perciformes/Cottoidei","diurnal","diurnal",4,"",""
"1439","cottus extensus","Cottus extensus",FALSE,1003694,FALSE,"",1,"Cottus_extensus","Cottus","Cottidae","Perciformes/Cottoidei","diurnal","diurnal",3,"",""
"1440","cottus gobio","Cottus gobio",FALSE,564546,FALSE,"",1,"Cottus_gobio","Cottus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",5,"",""
"1441","cottus nozawae","Cottus nozawae",FALSE,313244,FALSE,"",1,"Cottus_nozawae","Cottus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",3,"",""
"1442","cottus poecilopus","Cottus poecilopus",FALSE,276175,FALSE,"",1,"Cottus_poecilopus","Cottus","Cottidae","Perciformes/Cottoidei","unclear","unknown",5,"",""
"1443","cottus pollux","Cottus pollux",FALSE,1000752,FALSE,"",1,"Cottus_pollux","Cottus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",4,"","HIGHER_CONF"
"1444","cottus ricei","Cottus ricei",FALSE,578963,FALSE,"",1,"Cottus_ricei","Cottus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1445","couesius plumbeus","Couesius plumbeus",FALSE,583945,FALSE,"",1,"Couesius_plumbeus","Couesius","Leuciscidae","Cypriniformes","crepuscular/diurnal","crepuscular",5,"",""
"1446","crapatalus arenarius","Lesueurina platycephala",FALSE,986347,TRUE,"",1,"Lesueurina_platycephala","Lesueurina","Leptoscopidae","Acropomatiformes","nocturnal","nocturnal",2,"",""
"1447","craterocephalus stercusmuscarum","Craterocephalus stercusmuscarum",FALSE,33245,FALSE,"",1,"Craterocephalus_stercusmuscarum","Craterocephalus","Atherinidae","Atheriniformes","diurnal","diurnal",5,"",""
"1448","creagrutus bolivari","Creagrutus bolivari",FALSE,3625009,FALSE,"",1,"Creagrutus_bolivari","Creagrutus","Characidae","Characiformes","diurnal","diurnal",1,"",""
"1449","creagrutus meridionalis","Creagrutus meridionalis",FALSE,348322,FALSE,"",1,"Creagrutus_meridionalis","Creagrutus","Characidae","Characiformes","diurnal","diurnal",4,"","NEW_SPECIES"
"1450","creagrutus phasma","Creagrutus phasma",FALSE,3625050,FALSE,"",1,"Creagrutus_phasma","Creagrutus","Characidae","Characiformes","nocturnal","nocturnal",2,"",""
"1451","crenicara punctulatum","Crenicara punctulatum",FALSE,461830,FALSE,"",1,"Crenicara_punctulatum","Crenicara","Cichlidae","Cichliformes","diurnal","diurnal",4,"","NEW_SPECIES"
"1452","crenichthys baileyi","Crenichthys baileyi",FALSE,134574,FALSE,"",1,"Crenichthys_baileyi","Crenichthys","Goodeidae","Cyprinodontiformes","diurnal","diurnal",3,"","LOWER_CONF"
"1453","crenicichla acutirostris","Crenicichla acutirostris",FALSE,34317,FALSE,"",1,"Crenicichla_acutirostris","Crenicichla","Cichlidae","Cichliformes","diurnal","diurnal",3,"",""
"1454","crenicichla frenata","Crenicichla frenata",FALSE,943378,FALSE,"",1,"Crenicichla_frenata","Crenicichla","Cichlidae","Cichliformes","diurnal","diurnal",2,"",""
"1455","crenicichla johanna","Crenicichla johanna",FALSE,3636404,FALSE,"",1,"Crenicichla_johanna","Crenicichla","Cichlidae","Cichliformes","crepuscular/diurnal","crepuscular",4,"","HIGHER_CONF"
"1456","crenicichla lacustris","Crenicichla lacustris",FALSE,312764,FALSE,"",1,"Crenicichla_lacustris","Crenicichla","Cichlidae","Cichliformes","diurnal","diurnal",2,"",""
"1457","crenicichla lepidota","Crenicichla lepidota",FALSE,47378,FALSE,"",1,"Crenicichla_lepidota","Crenicichla","Cichlidae","Cichliformes","diurnal","diurnal",3,"",""
"1458","crenicichla notophthalmus","Crenicichla notophthalmus",FALSE,926834,FALSE,"",1,"Crenicichla_notophthalmus","Crenicichla","Cichlidae","Cichliformes","diurnal","diurnal",3,"",""
"1459","crenicichla percna","Crenicichla percna",FALSE,3636395,FALSE,"",1,"Crenicichla_percna","Crenicichla","Cichlidae","Cichliformes","diurnal","diurnal",3,"",""
"1460","crenicichla saxatilis","Crenicichla saxatilis",FALSE,952962,FALSE,"",1,"Crenicichla_saxatilis","Crenicichla","Cichlidae","Cichliformes","crepuscular/diurnal","crepuscular",4,"","HIGHER_CONF"
"1461","crenidens crenidens","Crenidens crenidens",FALSE,219667,FALSE,"",1,"Crenidens_crenidens","Crenidens","Sparidae","Eupercaria/misc","diurnal","diurnal",3,"",""
"1462","crenilabrus melops","Symphodus melops",FALSE,553191,TRUE,"sibling_higher",1,"Symphodus_melops","Symphodus","Labridae","Eupercaria/misc","diurnal","diurnal",3,"",""
"1463","crenimugil crenilabis","Crenimugil crenilabis",FALSE,917917,FALSE,"",1,"Crenimugil_crenilabis","Crenimugil","Mugilidae","Mugiliformes","diurnal","diurnal",3,"",""
"1464","crenuchus spilurus","Crenuchus spilurus",FALSE,278618,FALSE,"",1,"Crenuchus_spilurus","Crenuchus","Crenuchidae","Characiformes","diurnal","diurnal",4,"","HIGHER_CONF"
"1465","cristiceps australis","Cristiceps australis",FALSE,936873,FALSE,"",1,"Cristiceps_australis","Cristiceps","Clinidae","Blenniiformes","unclear","unknown",2,"","NEW_SPECIES"
"1466","crocodilichthys gracilis","Crocodilichthys gracilis",FALSE,405151,FALSE,"",1,"Crocodilichthys_gracilis","Crocodilichthys","Tripterygiidae","Blenniiformes","diurnal","diurnal",1,"",""
"1467","cromileptes altivelis","Cromileptes altivelis",FALSE,1008449,FALSE,"",1,"Cromileptes_altivelis","Cromileptes","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",2,"Zuzanna",""
"1468","crossoloricaria variegata","Crossoloricaria variegata",FALSE,3622669,FALSE,"",1,"Crossoloricaria_variegata","Crossoloricaria","Loricariidae","Siluriformes","nocturnal","nocturnal",2,"",""
"1469","crossosalarias macrospilus","Crossosalarias macrospilus",FALSE,3639633,FALSE,"",1,"Crossosalarias_macrospilus","Crossosalarias","Blenniidae","Blenniiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1470","cryptocentrus fasciatus","Cryptocentrus fasciatus",FALSE,3637268,FALSE,"",2,"Cryptocentrus_fasciatus","Cryptocentrus","Gobiidae","Gobiiformes","diurnal","diurnal",2,"",""
"1471","cryptocentrus strigilliceps","Cryptocentrus strigilliceps",FALSE,673614,FALSE,"",1,"Cryptocentrus_strigilliceps","Cryptocentrus","Gobiidae","Gobiiformes","diurnal","diurnal",2,"",""
"1472","cryptopsilotris batrachodes","Cryptopsilotris batrachodes",FALSE,721226,FALSE,"",1,"Cryptopsilotris_batrachodes","Cryptopsilotris","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1473","cryptotomus roseus","Cryptotomus roseus",FALSE,321483,FALSE,"",1,"Cryptotomus_roseus","Cryptotomus","Scaridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1474","cryptotrema corallinum","Cryptotrema corallinum",FALSE,3639353,FALSE,"",1,"Cryptotrema_corallinum","Cryptotrema","Labrisomidae","Blenniiformes","diurnal","diurnal",1,"",""
"1475","crystallaria asprella","Crystallaria asprella",FALSE,340836,FALSE,"",1,"Crystallaria_asprella","Crystallaria","Percidae","Perciformes/Percoidei","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1476","crystallaria cincotta","Crystallaria cincotta",FALSE,12409,FALSE,"",1,"Crystallaria_cincotta","Crystallaria","Percidae","Perciformes/Percoidei","nocturnal","nocturnal",4,"","NEW_SPECIES"
"1477","crystallichthys mirabilis","Crystallichthys mirabilis",FALSE,3631823,FALSE,"",1,"Crystallichthys_mirabilis","Crystallichthys","Liparidae","Perciformes/Cottoidei","nocturnal","nocturnal",2,"",""
"1478","crystallogobius linearis","Crystallogobius linearis",FALSE,209116,FALSE,"",1,"Crystallogobius_linearis","Crystallogobius","Gobiidae","Gobiiformes","crepuscular/nocturnal","crepuscular",2,"","NEW_SPECIES"
"1479","ctenobrycon hauxwellianus","Ctenobrycon hauxwellianus",FALSE,894161,FALSE,"",1,"Ctenobrycon_hauxwellianus","Ctenobrycon","Characidae","Characiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1480","ctenochaetus binotatus","Ctenochaetus binotatus",FALSE,250276,FALSE,"",1,"Ctenochaetus_binotatus","Ctenochaetus","Acanthuridae","Acanthuriformes","diurnal","diurnal",2,"",""
"1481","ctenochaetus cyanocheilus","Ctenochaetus cyanocheilus",FALSE,47507,FALSE,"",1,"Ctenochaetus_cyanocheilus","Ctenochaetus","Acanthuridae","Acanthuriformes","diurnal","diurnal",2,"",""
"1482","ctenochaetus hawaiiensis","Ctenochaetus hawaiiensis",FALSE,560566,FALSE,"",1,"Ctenochaetus_hawaiiensis","Ctenochaetus","Acanthuridae","Acanthuriformes","diurnal","diurnal",2,"",""
"1483","ctenochaetus marginatus","Ctenochaetus marginatus",FALSE,939743,FALSE,"",1,"Ctenochaetus_marginatus","Ctenochaetus","Acanthuridae","Acanthuriformes","diurnal","diurnal",2,"",""
"1484","ctenochaetus striatus","Ctenochaetus striatus",FALSE,467303,FALSE,"",1,"Ctenochaetus_striatus","Ctenochaetus","Acanthuridae","Acanthuriformes","crepuscular/diurnal","crepuscular",4,"","HIGHER_CONF"
"1485","ctenochaetus strigosus","Ctenochaetus strigosus",FALSE,917242,FALSE,"",1,"Ctenochaetus_strigosus","Ctenochaetus","Acanthuridae","Acanthuriformes","diurnal","diurnal",2,"",""
"1486","ctenochaetus tominiensis","Ctenochaetus tominiensis",FALSE,3638941,FALSE,"",1,"Ctenochaetus_tominiensis","Ctenochaetus","Acanthuridae","Acanthuriformes","diurnal","diurnal",2,"",""
"1487","ctenochromis horei","Ctenochromis horei",FALSE,888039,FALSE,"",1,"Ctenochromis_horei","Ctenochromis","Cichlidae","Cichliformes","diurnal","diurnal",5,"",""
"1488","ctenogobiops mitodes","Ctenogobiops mitodes",FALSE,842297,FALSE,"",1,"Ctenogobiops_mitodes","Ctenogobiops","Gobiidae","Gobiiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1489","ctenogobiops pomastictus","Ctenogobiops pomastictus",FALSE,3637385,FALSE,"",1,"Ctenogobiops_pomastictus","Ctenogobiops","Gobiidae","Gobiiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1490","ctenogobius boleosoma","Ctenogobius boleosoma",FALSE,763961,FALSE,"",1,"Ctenogobius_boleosoma","Ctenogobius","Gobiidae","Gobiiformes","nocturnal","nocturnal",2,"","HIGHER_CONF"
"1491","ctenogobius saepepallens","Ctenogobius saepepallens",FALSE,978497,FALSE,"",1,"Ctenogobius_saepepallens","Ctenogobius","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1492","ctenogobius smaragdus","Ctenogobius smaragdus",FALSE,970823,FALSE,"",1,"Ctenogobius_smaragdus","Ctenogobius","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1493","ctenolabrus rupestris","Ctenolabrus rupestris",FALSE,553193,FALSE,"",1,"Ctenolabrus_rupestris","Ctenolabrus","Labridae","Eupercaria/misc","crepuscular/diurnal","crepuscular",3,"",""
"1494","ctenolucius hujeta","Ctenolucius hujeta",FALSE,990661,FALSE,"",1,"Ctenolucius_hujeta","Ctenolucius","Ctenoluciidae","Characiformes","diurnal","diurnal",2,"",""
"1495","ctenopharyngodon idella","Ctenopharyngodon idella",FALSE,1005936,FALSE,"",1,"Ctenopharyngodon_idella","Ctenopharyngodon","Xenocyprididae","Cypriniformes","crepuscular/diurnal","crepuscular",4,"",""
"1496","cualac tessellatus","Cualac tessellatus",FALSE,389738,FALSE,"",1,"Cualac_tessellatus","Cualac","Cyprinodontidae","Cyprinodontiformes","diurnal","diurnal",2,"",""
"1497","culter alburnus","Culter alburnus",FALSE,344195,FALSE,"",1,"Culter_alburnus","Culter","Xenocyprididae","Cypriniformes","crepuscular/nocturnal","crepuscular",3,"GCA 009869775.1","NEW_SPECIES"
"1498","curimata cyprinoides","Curimata cyprinoides",FALSE,3624560,FALSE,"",1,"Curimata_cyprinoides","Curimata","Curimatidae","Characiformes","diurnal","diurnal",2,"",""
"1499","curimata mivartii","Curimata mivartii",FALSE,3624566,FALSE,"",1,"Curimata_mivartii","Curimata","Curimatidae","Characiformes","unclear","unknown",2,"",""
"1500","curimata spilura","Cyphocharax spilurus",FALSE,3624529,TRUE,"",1,"Cyphocharax_spilurus","Cyphocharax","Curimatidae","Characiformes","diurnal","diurnal",3,"",""
"1501","curimata vittata","Curimata vittata",FALSE,3624561,FALSE,"",1,"Curimata_vittata","Curimata","Curimatidae","Characiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1502","curimatella dorsalis","Curimatella dorsalis",FALSE,568950,FALSE,"",1,"Curimatella_dorsalis","Curimatella","Curimatidae","Characiformes","diurnal","diurnal",2,"",""
"1503","curimatopsis crypticus","Curimatopsis crypticus",FALSE,3624553,FALSE,"",1,"Curimatopsis_crypticus",NA,NA,NA,"crepuscular/diurnal","crepuscular",4,"","NEW_SPECIES"
"1505","cyathopharynx furcifer","Cyathopharynx furcifer",FALSE,330794,FALSE,"",1,"Cyathopharynx_furcifer","Cyathopharynx","Cichlidae","Cichliformes","diurnal","diurnal",4,"","NEW_SPECIES"
"1506","cycleptus meridionalis","Cycleptus meridionalis",FALSE,485684,FALSE,"",1,"Cycleptus_meridionalis","Cycleptus","Catostomidae","Cypriniformes","diurnal","diurnal",4,"","NEW_SPECIES"
"1507","cyclichthys spilostylus","Cyclichthys spilostylus",FALSE,537924,FALSE,"",1,"Cyclichthys_spilostylus","Cyclichthys","Diodontidae","Tetraodontiformes","crepuscular/nocturnal","crepuscular",1,"",""
"1509","cyclocheilichthys apogon","Anematichthys apogon",FALSE,328162,TRUE,"",1,"Anematichthys_apogon",NA,NA,NA,"nocturnal","nocturnal",2,"",""
"1510","cyclopterus lumpus","Cyclopterus lumpus",FALSE,237344,FALSE,"",1,"Cyclopterus_lumpus","Cyclopterus","Cyclopteridae","Perciformes/Cottoidei","crepuscular/diurnal","crepuscular",5,"ENSEMBL",""
"1511","cyclothone acclinidens","Cyclothone acclinidens",FALSE,127375,FALSE,"",1,"Cyclothone_acclinidens","Cyclothone","Gonostomatidae","Stomiiformes","diurnal","diurnal",3,"","NEW_SPECIES"
"1512","cyclothone braueri","Cyclothone braueri",FALSE,127387,FALSE,"",1,"Cyclothone_braueri","Cyclothone","Gonostomatidae","Stomiiformes","unclear","unknown",3,"","NEW_SPECIES"
"1513","cymatogaster aggregata","Cymatogaster aggregata",FALSE,493362,FALSE,"incertae_sedis_inherited",1,"Cymatogaster_aggregata","Cymatogaster","Embiotocidae","Ovalentaria/misc","nocturnal","nocturnal",3,"",""
"1514","cynoglossus abbreviatus","Cynoglossus abbreviatus",FALSE,648322,FALSE,"",1,"Cynoglossus_abbreviatus","Cynoglossus","Cynoglossidae","Pleuronectiformes","nocturnal","nocturnal",2,"",""
"1515","cynoglossus bilineatus","Cynoglossus bilineatus",FALSE,100805,FALSE,"",1,"Cynoglossus_bilineatus","Cynoglossus","Cynoglossidae","Pleuronectiformes","unclear/nocturnal","nocturnal",3,"",""
"1516","cynoglossus brevis","Cynoglossus puncticeps",FALSE,100788,TRUE,"",1,"Cynoglossus_puncticeps","Cynoglossus","Cynoglossidae","Pleuronectiformes","nocturnal","nocturnal",3,"",""
"1517","cynoglossus gracilis","Cynoglossus gracilis",FALSE,3640579,FALSE,"",1,"Cynoglossus_gracilis","Cynoglossus","Cynoglossidae","Pleuronectiformes","nocturnal","nocturnal",2,"",""
"1518","cynoglossus joyneri","Cynoglossus joyneri",FALSE,151328,FALSE,"",1,"Cynoglossus_joyneri","Cynoglossus","Cynoglossidae","Pleuronectiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1519","cynoglossus macrolepidotus","Cynoglossus macrolepidotus",FALSE,3640587,FALSE,"",1,"Cynoglossus_macrolepidotus","Cynoglossus","Cynoglossidae","Pleuronectiformes","diurnal","diurnal",3,"",""
"1521","cynoglossus semilaevis","Cynoglossus semilaevis",FALSE,906506,FALSE,"",1,"Cynoglossus_semilaevis","Cynoglossus","Cynoglossidae","Pleuronectiformes","nocturnal","nocturnal",2,"ENSEMBL, GCF 000523025.1",""
"1522","cynoscion acoupa","Cynoscion acoupa",FALSE,937914,FALSE,"",1,"Cynoscion_acoupa","Cynoscion","Sciaenidae","Eupercaria/misc","nocturnal","nocturnal",3,"",""
"1523","cynoscion arenarius","Cynoscion arenarius",FALSE,854147,FALSE,"",1,"Cynoscion_arenarius","Cynoscion","Sciaenidae","Eupercaria/misc","nocturnal","nocturnal",3,"","HIGHER_CONF"
"1524","cynoscion nebulosus","Cynoscion nebulosus",FALSE,186252,FALSE,"",1,"Cynoscion_nebulosus","Cynoscion","Sciaenidae","Eupercaria/misc","crepuscular/nocturnal","crepuscular",3,"",""
"1525","cynoscion regalis","Cynoscion regalis",FALSE,625589,FALSE,"",1,"Cynoscion_regalis","Cynoscion","Sciaenidae","Eupercaria/misc","crepuscular/nocturnal","crepuscular",5,"",""
"1526","cynotilapia afra","Cynotilapia afra",FALSE,132192,FALSE,"",1,"Cynotilapia_afra","Cynotilapia","Cichlidae","Cichliformes","diurnal","diurnal",3,"","NEW_SPECIES"
"1527","cypho purpurascens","Cypho purpurascens",FALSE,1043107,FALSE,"incertae_sedis_inherited",1,"Cypho_purpurascens","Cypho","Pseudochromidae","Ovalentaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"1528","cyphocharax festivus","Cyphocharax festivus",FALSE,3624546,FALSE,"",1,"Cyphocharax_festivus","Cyphocharax","Curimatidae","Characiformes","nocturnal","nocturnal",2,"",""
"1529","cyphocharax gilbert","Cyphocharax gilbert",FALSE,713110,FALSE,"",1,"Cyphocharax_gilbert","Cyphocharax","Curimatidae","Characiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1530","cyphocharax leucostictus","Cyphocharax leucostictus",FALSE,3624520,FALSE,"",1,"Cyphocharax_leucostictus","Cyphocharax","Curimatidae","Characiformes","nocturnal","nocturnal",2,"",""
"1531","cyphocharax magdalenae","Cyphocharax magdalenae",FALSE,573667,FALSE,"",1,"Cyphocharax_magdalenae","Cyphocharax","Curimatidae","Characiformes","unclear","unknown",2,"",""
"1532","cyphocharax notatus","Cyphocharax notatus",FALSE,3624538,FALSE,"",1,"Cyphocharax_notatus","Cyphocharax","Curimatidae","Characiformes","nocturnal","nocturnal",2,"",""
"1533","cyphocharax santacatarinae","Cyphocharax santacatarinae",FALSE,3624533,FALSE,"",1,"Cyphocharax_santacatarinae","Cyphocharax","Curimatidae","Characiformes","diurnal","diurnal",2,"",""
"1534","cyphocharax stilbolepis","Cyphocharax stilbolepis",FALSE,3624541,FALSE,"",1,"Cyphocharax_stilbolepis","Cyphocharax","Curimatidae","Characiformes","crepuscular","crepuscular",2,"",""
"1535","cyphomyrus discorhynchus","Cyphomyrus discorhynchus",FALSE,349817,FALSE,"",1,"Cyphomyrus_discorhynchus","Cyphomyrus","Mormyridae","Osteoglossiformes","nocturnal","nocturnal",5,"",""
"1536","cyphotilapia frontosa","Cyphotilapia frontosa",FALSE,430334,FALSE,"",1,"Cyphotilapia_frontosa","Cyphotilapia","Cichlidae","Cichliformes","nocturnal","nocturnal",5,"",""
"1537","cyprichromis coloratus","Cyprichromis coloratus",FALSE,262067,FALSE,"",1,"Cyprichromis_coloratus","Cyprichromis","Cichlidae","Cichliformes","diurnal","diurnal",5,"",""
"1538","cyprichromis leptosoma","Cyprichromis leptosoma",FALSE,429285,FALSE,"",1,"Cyprichromis_leptosoma","Cyprichromis","Cichlidae","Cichliformes","diurnal","diurnal",5,"",""
"1539","cyprinella lutrensis","Cyprinella lutrensis",FALSE,351753,FALSE,"",1,"Cyprinella_lutrensis","Cyprinella","Leuciscidae","Cypriniformes","crepuscular/nocturnal","crepuscular",2,"",""
"1540","cyprinella spiloptera","Cyprinella spiloptera",FALSE,373838,FALSE,"",1,"Cyprinella_spiloptera","Cyprinella","Leuciscidae","Cypriniformes","diurnal","diurnal",3,"","NEW_SPECIES"
"1541","cyprinocirrhites polyactis","Cyprinocirrhites polyactis",FALSE,725438,FALSE,"",1,"Cyprinocirrhites_polyactis","Cyprinocirrhites","Cirrhitidae","Centrarchiformes","diurnal","diurnal",2,"",""
"1542","cyprinodon diabolis","Cyprinodon diabolis",FALSE,33248,FALSE,"",1,"Cyprinodon_diabolis","Cyprinodon","Cyprinodontidae","Cyprinodontiformes","diurnal","diurnal",4,"",""
"1543","cyprinodon macularius","Cyprinodon macularius",FALSE,33235,FALSE,"",1,"Cyprinodon_macularius","Cyprinodon","Cyprinodontidae","Cyprinodontiformes","diurnal","diurnal",4,"",""
"1544","cyprinodon nevadensis","Cyprinodon nevadensis",FALSE,617460,FALSE,"",1,"Cyprinodon_nevadensis","Cyprinodon","Cyprinodontidae","Cyprinodontiformes","crepuscular/diurnal","crepuscular",4,"",""
"1545","cyprinus carpio","Cyprinus carpio",FALSE,429083,FALSE,"",1,"Cyprinus_carpio","Cyprinus","Cyprinidae","Cypriniformes","diurnal","diurnal",5,"ENSEMBL, GCF 000951615.1","HIGHER_CONF"
"1547","cypselurus opisthopus","Cypselurus opisthopus",FALSE,3641237,FALSE,"",1,"Cypselurus_opisthopus","Cypselurus","Exocoetidae","Beloniformes","diurnal","diurnal",4,"",""
"1548","cyrtocara eucinostomus","Mchenga eucinostomus",FALSE,42530,TRUE,"",1,"Mchenga_eucinostomus","Mchenga","Cichlidae","Cichliformes","diurnal","diurnal",4,"","NEW_SPECIES"
"1549","cyttopsis rosea","Cyttopsis rosea",FALSE,331284,FALSE,"",1,"Cyttopsis_rosea","Cyttopsis","Parazenidae","Zeiformes","unclear","unknown",3,"GCA 900302355.1",""
"1550","dactylagnus mundus","Dactylagnus mundus",FALSE,3638992,FALSE,"",1,"Dactylagnus_mundus","Dactylagnus","Dactyloscopidae","Blenniiformes","nocturnal","nocturnal",4,"",""
"1551","dactylophora nigricans","Dactylophora nigricans",FALSE,355189,FALSE,"",1,"Dactylophora_nigricans","Dactylophora","Latridae","Centrarchiformes","diurnal","diurnal",2,"",""
"1552","dactyloptena orientalis","Dactyloptena orientalis",FALSE,560560,FALSE,"",1,"Dactyloptena_orientalis","Dactyloptena","Dactylopteridae","Dactylopteriformes","nocturnal","nocturnal",2,"",""
"1553","dactylopterus volitans","Dactylopterus volitans",FALSE,183857,FALSE,"",1,"Dactylopterus_volitans","Dactylopterus","Dactylopteridae","Dactylopteriformes","crepuscular/nocturnal","crepuscular",2,"","HIGHER_CONF"
"1555","dactyloscopus boehlkei","Dactyloscopus boehlkei",FALSE,3638963,FALSE,"",1,"Dactyloscopus_boehlkei","Dactyloscopus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"1556","dactyloscopus comptus","Dactyloscopus comptus",FALSE,3638960,FALSE,"",1,"Dactyloscopus_comptus","Dactyloscopus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"1557","dactyloscopus foraminosus","Dactyloscopus foraminosus",FALSE,909102,FALSE,"",1,"Dactyloscopus_foraminosus","Dactyloscopus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
"1558","dactyloscopus pectoralis","Dactyloscopus pectoralis",FALSE,936878,FALSE,"",1,"Dactyloscopus_pectoralis","Dactyloscopus","Dactyloscopidae","Blenniiformes","diurnal","diurnal",1,"",""
