"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel2","diel_confidence","genome","NEW"
"2657","hyporthodus flavolimbatus","Hyporthodus flavolimbatus",FALSE,534140,FALSE,"",1,"Hyporthodus_flavolimbatus","Hyporthodus","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",1,"",""
"2658","hyporthodus mystacinus","Hyporthodus mystacinus",FALSE,64590,FALSE,"",1,"Hyporthodus_mystacinus","Hyporthodus","Serranidae","Perciformes/Serranoidei","unclear","unknown",1,"",""
"2659","hyporthodus nigritus","Hyporthodus nigritus",FALSE,64616,FALSE,"",1,"Hyporthodus_nigritus","Hyporthodus","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",1,"",""
"2660","hyporthodus niphobles","Hyporthodus niphobles",FALSE,64623,FALSE,"",1,"Hyporthodus_niphobles","Hyporthodus","Serranidae","Perciformes/Serranoidei","nocturnal","nocturnal",1,"",""
"2661","hyporthodus niveatus","Hyporthodus niveatus",FALSE,64606,FALSE,"",1,"Hyporthodus_niveatus","Hyporthodus","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",1,"",""
"2662","hypostomus basilisko","Hypostomus basilisko",FALSE,7652806,FALSE,"",1,"Hypostomus_basilisko","Hypostomus","Loricariidae","Siluriformes","nocturnal","nocturnal",4,"","NEW_SPECIES"
"2663","hypostomus commersoni","Hypostomus commersoni",FALSE,567603,FALSE,"",1,"Hypostomus_commersoni","Hypostomus","Loricariidae","Siluriformes","unclear","unknown",2,"",""
"2664","hypostomus emarginatus","Aphanotorulus emarginatus",FALSE,698179,TRUE,"",1,"Aphanotorulus_emarginatus",NA,NA,NA,"nocturnal","nocturnal",3,"",""
"2666","hypostomus garmani","Hypostomus garmani",FALSE,3622836,FALSE,"",1,"Hypostomus_garmani","Hypostomus","Loricariidae","Siluriformes","nocturnal","nocturnal",4,"","NEW_SPECIES"
"2667","hypostomus hondae","Hypostomus hondae",FALSE,1028603,FALSE,"",1,"Hypostomus_hondae","Hypostomus","Loricariidae","Siluriformes","nocturnal","nocturnal",2,"",""
"2668","hypostomus margaritifer","Hypostomus margaritifer",FALSE,319732,FALSE,"",1,"Hypostomus_margaritifer","Hypostomus","Loricariidae","Siluriformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"2669","hypostomus perdido","Hypostomus perdido",FALSE,6141719,FALSE,"",1,"Hypostomus_perdido","Hypostomus","Loricariidae","Siluriformes","nocturnal","nocturnal",4,"","NEW_SPECIES"
"2670","hypostomus plecostomus","Hypostomus plecostomus",FALSE,96090,FALSE,"",1,"Hypostomus_plecostomus","Hypostomus","Loricariidae","Siluriformes","nocturnal","nocturnal",3,"",""
"2671","hypostomus tenuicauda","Squaliforma tenuicauda",FALSE,3622932,TRUE,"",1,"Squaliforma_tenuicauda","Squaliforma","Loricariidae","Siluriformes","nocturnal","nocturnal",2,"",""
"2672","hypsagonus quadricornis","Hypsagonus quadricornis",FALSE,880655,FALSE,"",1,"Hypsagonus_quadricornis","Hypsagonus","Agonidae","Perciformes/Cottoidei","diurnal","diurnal",5,"","NEW_SPECIES"
"2673","hypselecara coryphaenoides","Hypselecara coryphaenoides",FALSE,795506,FALSE,"",1,"Hypselecara_coryphaenoides","Hypselecara","Cichlidae","Cichliformes","diurnal","diurnal",3,"",""
"2674","hypseleotris galii","Hypseleotris galii",FALSE,193363,FALSE,"",1,"Hypseleotris_galii","Hypseleotris","Eleotridae","Gobiiformes","diurnal","diurnal",2,"","NEW_SPECIES"
"2675","hypseleotris klunzingeri","Hypseleotris klunzingeri",FALSE,755463,FALSE,"",1,"Hypseleotris_klunzingeri","Hypseleotris","Eleotridae","Gobiiformes","diurnal","diurnal",2,"","NEW_SPECIES"
"2676","hypsoblennius brevipinnis","Hypsoblennius brevipinnis",FALSE,979168,FALSE,"",1,"Hypsoblennius_brevipinnis","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2677","hypsoblennius caulopus","Hypsoblennius caulopus",FALSE,979163,FALSE,"",1,"Hypsoblennius_caulopus","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2678","hypsoblennius exstochilus","Hypsoblennius exstochilus",FALSE,3639467,FALSE,"",1,"Hypsoblennius_exstochilus","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2679","hypsoblennius gentilis","Hypsoblennius gentilis",FALSE,780338,FALSE,"",1,"Hypsoblennius_gentilis","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2680","hypsoblennius gilberti","Hypsoblennius gilberti",FALSE,780333,FALSE,"",1,"Hypsoblennius_gilberti","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2681","hypsoblennius hentz","Hypsoblennius hentz",FALSE,586344,FALSE,"",1,"Hypsoblennius_hentz","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2682","hypsoblennius invemar","Hypsoblennius invemar",FALSE,923767,FALSE,"",1,"Hypsoblennius_invemar","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2683","hypsoblennius ionthas","Hypsoblennius ionthas",FALSE,219199,FALSE,"",1,"Hypsoblennius_ionthas","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2684","hypsoblennius jenkinsi","Hypsoblennius jenkinsi",FALSE,532811,FALSE,"",1,"Hypsoblennius_jenkinsi","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2685","hypsoblennius paytensis","Hypsoblennius paytensis",FALSE,3639461,FALSE,"",1,"Hypsoblennius_paytensis","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2686","hypsoblennius proteus","Hypsoblennius proteus",FALSE,3639462,FALSE,"",1,"Hypsoblennius_proteus","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2687","hypsoblennius striatus","Hypsoblennius striatus",FALSE,3639464,FALSE,"",1,"Hypsoblennius_striatus","Hypsoblennius","Blenniidae","Blenniiformes","diurnal","diurnal",1,"",""
"2688","hypsopsetta guttulata","Hypsopsetta guttulata",FALSE,1077982,FALSE,"",1,"Hypsopsetta_guttulata","Hypsopsetta","Pleuronectidae","Pleuronectiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"2689","hypsurus caryi","Hypsurus caryi",FALSE,550262,FALSE,"incertae_sedis_inherited",1,"Hypsurus_caryi","Hypsurus","Embiotocidae","Ovalentaria/misc","diurnal","diurnal",3,"",""
"2690","hypsypops rubicundus","Hypsypops rubicundus",FALSE,847666,FALSE,"incertae_sedis_inherited",1,"Hypsypops_rubicundus","Hypsypops","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",3,"",""
"2691","icelinus quadriseriatus","Icelinus quadriseriatus",FALSE,547454,FALSE,"",1,"Icelinus_quadriseriatus","Icelinus","Cottidae","Perciformes/Cottoidei","unclear","unknown",2,"","NEW_SPECIES"
"2692","icelus spatula","Icelus spatula",FALSE,268671,FALSE,"",1,"Icelus_spatula","Icelus","Cottidae","Perciformes/Cottoidei","nocturnal","nocturnal",2,"","NEW_SPECIES"
"2693","ichthyapus insularis","Ichthyapus insularis",FALSE,3643254,FALSE,"",1,"Ichthyapus_insularis","Ichthyapus","Ophichthidae","Anguilliformes","diurnal","diurnal",1,"",""
"2694","ichthyapus ophioneus","Ichthyapus ophioneus",FALSE,757148,FALSE,"",1,"Ichthyapus_ophioneus","Ichthyapus","Ophichthidae","Anguilliformes","diurnal","diurnal",1,"",""
"2695","ichthyapus vulturis","Ichthyapus vulturis",FALSE,3643253,FALSE,"",1,"Ichthyapus_vulturis","Ichthyapus","Ophichthidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2696","ichthyomyzon fossor","Ichthyomyzon fossor",FALSE,493468,FALSE,"",1,"Ichthyomyzon_fossor","Ichthyomyzon","Petromyzontidae","Petromyzontiformes","unclear","unknown",3,"","NEW_SPECIES"
"2697","ichthyomyzon hubbsi","Ichthyomyzon greeleyi",FALSE,464198,TRUE,"",1,"Ichthyomyzon_greeleyi","Ichthyomyzon","Petromyzontidae","Petromyzontiformes","unclear","unknown",3,"","NEW_SPECIES"
"2698","ictalurus dugesii","Ictalurus dugesii",FALSE,3624002,FALSE,"",1,"Ictalurus_dugesii","Ictalurus","Ictaluridae","Siluriformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"2699","ictalurus furcatus","Ictalurus furcatus",FALSE,362799,FALSE,"",1,"Ictalurus_furcatus","Ictalurus","Ictaluridae","Siluriformes","nocturnal","nocturnal",2,"",""
"2701","ictalurus mexicanus","Ictalurus mexicanus",FALSE,3624000,FALSE,"",1,"Ictalurus_mexicanus","Ictalurus","Ictaluridae","Siluriformes","nocturnal","nocturnal",2,"",""
"2703","ictalurus punctatus","Ictalurus punctatus",FALSE,701523,FALSE,"",1,"Ictalurus_punctatus","Ictalurus","Ictaluridae","Siluriformes","nocturnal","nocturnal",5,"ENSEMBL, GCA 004006655.2",""
"2704","ictiobus bubalus","Ictiobus bubalus",FALSE,955109,FALSE,"",1,"Ictiobus_bubalus","Ictiobus","Catostomidae","Cypriniformes","unclear/nocturnal","nocturnal",2,"",""
"2705","iguanodectes geisleri","Iguanodectes geisleri",FALSE,514239,FALSE,"",1,"Iguanodectes_geisleri","Iguanodectes","Iguanodectidae","Characiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"2706","iguanodectes rachovii","Iguanodectes rachovii",FALSE,3625584,FALSE,"",1,"Iguanodectes_rachovii","Iguanodectes","Iguanodectidae","Characiformes","diurnal","diurnal",4,"","HIGHER_CONF"
"2707","iheringichthys labrosus","Iheringichthys labrosus",FALSE,575783,FALSE,"",1,"Iheringichthys_labrosus","Iheringichthys","Pimelodidae","Siluriformes","diurnal","diurnal",3,"",""
"2708","iksookimia hugowolfeldi","Iksookimia hugowolfeldi",FALSE,406424,FALSE,"",1,"Iksookimia_hugowolfeldi","Iksookimia","Cobitidae","Cypriniformes","crepuscular/diurnal","crepuscular",4,"","NEW_SPECIES"
"2709","ilisha elongata","Ilisha elongata",FALSE,39737,FALSE,"",1,"Ilisha_elongata","Ilisha","Pristigasteridae","Clupeiformes","nocturnal","nocturnal",3,"",""
"2710","ilisha melastoma","Ilisha melastoma",FALSE,318774,FALSE,"",1,"Ilisha_melastoma","Ilisha","Pristigasteridae","Clupeiformes","diurnal","diurnal",2,"",""
"2711","iluocoetes fimbriatus","Iluocoetes fimbriatus",FALSE,32562,FALSE,"",1,"Iluocoetes_fimbriatus","Iluocoetes","Zoarcidae","Perciformes/Zoarcoidei","diurnal","diurnal",1,"",""
