"Species_name","Order","Suborder","Parvorder","Family","Diel_Pattern","max_crep","max_dinoc","Confidence","tips"
"Dolichotis salinicola","Rodentia","idk","non-cetacean","Caviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Dolichotis_salinicola"
"Dologale dybowskii","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Dologale_dybowskii"
"Dorcatragus megalotis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Dorcatragus_megalotis"
"Dorcopsis atrata","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsis_atrata"
"Dorcopsis atrata","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsis_atrata"
"Dorcopsis hageni","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsis_hageni"
"Dorcopsis luctuosa","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsis_luctuosa"
"Dorcopsis luctuosa","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsis_luctuosa"
"Dorcopsis luctuosa","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsis_luctuosa"
"Dorcopsulus macleayi","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsulus_macleayi"
"Dorcopsulus vanheurni","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsulus_vanheurni"
"Dorcopsulus vanheurni","Diprotodontia","idk","non-cetacean","Macropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dorcopsulus_vanheurni"
"Dremomys lokriah","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Dremomys_lokriah"
"Dremomys rufigenis","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Dremomys_rufigenis"
"Dromiciops gliroides","Microbiotheria","idk","non-cetacean","Microbiotheriidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dromiciops_gliroides"
"Dryomys laniger","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dryomys_laniger"
"Dryomys nitedula","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dryomys_nitedula"
"Dryomys nitedula","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Dryomys_nitedula"
"Echimys chrysurus","Rodentia","idk","non-cetacean","Echimyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echimys_chrysurus"
"Echimys chrysurus","Rodentia","idk","non-cetacean","Echimyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echimys_chrysurus"
"Echinops telfairi","Afrosoricida","idk","non-cetacean","Tenrecidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echinops_telfairi"
"Echinosorex gymnura","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echinosorex_gymnura"
"Echinosorex gymnura","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echinosorex_gymnura"
"Echiothrix leucura","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echiothrix_leucura"
"Echymipera clara","Peramelemorphia","idk","non-cetacean","Peramelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echymipera_clara"
"Echymipera kalubu","Peramelemorphia","idk","non-cetacean","Peramelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echymipera_kalubu"
"Echymipera rufescens","Peramelemorphia","idk","non-cetacean","Peramelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Echymipera_rufescens"
"Eidolon dupreanum","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eidolon_dupreanum"
"Eidolon helvum","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eidolon_helvum"
"Eira barbara","Carnivora","idk","non-cetacean","Mustelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eira_barbara"
"Elephantulus brachyrhynchus","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_brachyrhynchus"
"Elephantulus brachyrhynchus","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_brachyrhynchus"
"Elephantulus edwardii","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_edwardii"
"Elephantulus edwardii","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_edwardii"
"Elephantulus fuscipes","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_fuscipes"
"Elephantulus fuscus","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_fuscus"
"Elephantulus intufi","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_intufi"
"Elephantulus myurus","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_myurus"
"Elephantulus revoili","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_revoili"
"Elephantulus rozeti","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_rozeti"
"Elephantulus rufescens","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_rufescens"
"Elephantulus rufescens","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_rufescens"
"Elephantulus rufescens","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_rufescens"
"Elephantulus rupestris","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Elephantulus_rupestris"
"Elephas maximus","Proboscidea","idk","non-cetacean","Elephantidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Elephas_maximus"
"Elephas maximus","Proboscidea","idk","non-cetacean","Elephantidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Elephas_maximus"
"Eligmodontia typus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eligmodontia_typus"
"Eligmodontia typus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eligmodontia_typus"
"Eliomys melanurus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eliomys_melanurus"
"Eliomys quercinus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eliomys_quercinus"
"Eliomys quercinus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eliomys_quercinus"
"Eliurus minor","Rodentia","idk","non-cetacean","Nesomyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eliurus_minor"
"Eliurus myoxinus","Rodentia","idk","non-cetacean","Nesomyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eliurus_myoxinus"
"Emballonura alecto","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_alecto"
"Emballonura atrata","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_atrata"
"Emballonura atrata","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_atrata"
"Emballonura beccarii","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_beccarii"
"Emballonura dianae","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_dianae"
"Emballonura furax","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_furax"
"Emballonura monticola","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_monticola"
"Emballonura raffrayana","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_raffrayana"
"Emballonura semicaudata","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Emballonura_semicaudata"
"Enhydra lutris","Carnivora","idk","non-cetacean","Mustelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Enhydra_lutris"
"Eoglaucomys fimbriatus","Rodentia","idk","non-cetacean","Sciuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eoglaucomys_fimbriatus"
"Eoglaucomys fimbriatus","Rodentia","idk","non-cetacean","Sciuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eoglaucomys_fimbriatus"
"Epixerus ebii","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Epixerus_ebii"
"Epixerus ebii","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Epixerus_ebii"
"Epixerus ebii","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Epixerus_ebii"
"Epomophorus angolensis","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Epomophorus_angolensis"
"Epomophorus gambianus","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Epomophorus_gambianus"
"Epomophorus wahlbergi","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Epomophorus_wahlbergi"
"Epomops franqueti","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Epomops_franqueti"
"Eptesicus bottae","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eptesicus_bottae"
"Eptesicus brasiliensis","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eptesicus_brasiliensis"
"Eptesicus furinalis","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eptesicus_furinalis"
"Eptesicus fuscus","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eptesicus_fuscus"
"Eptesicus hottentotus","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eptesicus_hottentotus"
"Eptesicus nilssonii","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eptesicus_nilssonii"
"Equus hemionus","Perissodactyla","idk","non-cetacean","Equidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Equus_hemionus"
"Equus hemionus","Perissodactyla","idk","non-cetacean","Equidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Equus_hemionus"
"Equus zebra","Perissodactyla","idk","non-cetacean","Equidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Equus_zebra"
"Erethizon dorsatum","Rodentia","idk","non-cetacean","Erethizontidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Erethizon_dorsatum"
"Erethizon dorsatum","Rodentia","idk","non-cetacean","Erethizontidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Erethizon_dorsatum"
"Erinaceus amurensis","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Erinaceus_amurensis"
"Erinaceus concolor","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Erinaceus_concolor"
"Erinaceus europaeus","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Erinaceus_europaeus"
"Erinaceus europaeus","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Erinaceus_europaeus"
"Erythrocebus patas","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Erythrocebus_patas"
"Erythrocebus patas","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Erythrocebus_patas"
"Euderma maculatum","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Euderma_maculatum"
"Eudorcas thomsonii","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eudorcas_thomsonii"
"Eulemur collaris","Primates","idk","non-cetacean","Lemuridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Eulemur_collaris"
"Eulemur collaris","Primates","idk","non-cetacean","Lemuridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Eulemur_collaris"
"Eulemur coronatus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_coronatus"
"Eulemur coronatus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_coronatus"
"Eulemur coronatus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_coronatus"
"Eulemur fulvus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_fulvus"
"Eulemur fulvus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_fulvus"
"Eulemur fulvus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_fulvus"
"Eulemur macaco","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_macaco"
"Eulemur macaco","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_macaco"
"Eulemur macaco","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_macaco"
"Eulemur mongoz","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_mongoz"
"Eulemur mongoz","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_mongoz"
"Eulemur mongoz","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_mongoz"
"Eulemur mongoz","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_mongoz"
"Eulemur rubriventer","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_rubriventer"
"Eulemur rubriventer","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_rubriventer"
"Eulemur rubriventer","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Eulemur_rubriventer"
"Eulemur rufus","Primates","idk","non-cetacean","Lemuridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Eulemur_rufus"
"Eulemur rufus","Primates","idk","non-cetacean","Lemuridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Eulemur_rufus"
"Eulemur sanfordi","Primates","idk","non-cetacean","Lemuridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Eulemur_sanfordi"
"Eumops auripendulus","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eumops_auripendulus"
"Eumops glaucinus","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eumops_glaucinus"
"Eumops perotis","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eumops_perotis"
"Euoticus elegantulus","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Euoticus_elegantulus"
"Euoticus elegantulus","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Euoticus_elegantulus"
"Euoticus pallidus","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Euoticus_pallidus"
"Eupetaurus cinereus","Rodentia","idk","non-cetacean","Sciuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Eupetaurus_cinereus"
"Euphractus sexcinctus","Cingulata","idk","non-cetacean","Dasypodidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Euphractus_sexcinctus"
"Euphractus sexcinctus","Cingulata","idk","non-cetacean","Dasypodidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Euphractus_sexcinctus"
"Eupleres goudotii","Carnivora","idk","non-cetacean","Eupleridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Eupleres_goudotii"
"Eupleres goudotii","Carnivora","idk","non-cetacean","Eupleridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Eupleres_goudotii"
"Felis chaus","Carnivora","idk","non-cetacean","Felidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Felis_chaus"
"Felis margarita","Carnivora","idk","non-cetacean","Felidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Felis_margarita"
"Felis nigripes","Carnivora","idk","non-cetacean","Felidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Felis_nigripes"
"Felis silvestris","Carnivora","idk","non-cetacean","Felidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Felis_silvestris"
"Felovia vae","Rodentia","idk","non-cetacean","Ctenodactylidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Felovia_vae"
"Felovia vae","Rodentia","idk","non-cetacean","Ctenodactylidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Felovia_vae"
"Fossa fossana","Carnivora","idk","non-cetacean","Eupleridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Fossa_fossana"
"Funambulus palmarum","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Funambulus_palmarum"
"Funambulus pennantii","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Funambulus_pennantii"
"Funisciurus anerythrus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_anerythrus"
"Funisciurus congicus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_congicus"
"Funisciurus congicus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_congicus"
"Funisciurus congicus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_congicus"
"Funisciurus isabella","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_isabella"
"Funisciurus isabella","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_isabella"
"Funisciurus lemniscatus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_lemniscatus"
"Funisciurus lemniscatus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_lemniscatus"
"Funisciurus pyrropus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_pyrropus"
"Funisciurus pyrropus","Rodentia","idk","non-cetacean","Sciuridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Funisciurus_pyrropus"
"Galago gallarum","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galago_gallarum"
"Galago matschiei","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galago_matschiei"
"Galago moholi","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galago_moholi"
"Galago senegalensis","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galago_senegalensis"
"Galago senegalensis","Primates","idk","non-cetacean","Galagidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galago_senegalensis"
"Galea flavidens","Rodentia","idk","non-cetacean","Caviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galea_flavidens"
"Galea musteloides","Rodentia","idk","non-cetacean","Caviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galea_musteloides"
"Galea musteloides","Rodentia","idk","non-cetacean","Caviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galea_musteloides"
"Galea spixii","Rodentia","idk","non-cetacean","Caviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galea_spixii"
"Galemys pyrenaicus","Soricomorpha","idk","non-cetacean","Talpidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galemys_pyrenaicus"
"Galemys pyrenaicus","Soricomorpha","idk","non-cetacean","Talpidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galemys_pyrenaicus"
"Galemys pyrenaicus","Soricomorpha","idk","non-cetacean","Talpidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galemys_pyrenaicus"
"Galictis cuja","Carnivora","idk","non-cetacean","Mustelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galictis_cuja"
"Galictis cuja","Carnivora","idk","non-cetacean","Mustelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galictis_cuja"
"Galictis vittata","Carnivora","idk","non-cetacean","Mustelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galictis_vittata"
"Galictis vittata","Carnivora","idk","non-cetacean","Mustelidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galictis_vittata"
"Galidia elegans","Carnivora","idk","non-cetacean","Eupleridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galidia_elegans"
"Galidia elegans","Carnivora","idk","non-cetacean","Eupleridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Galidia_elegans"
"Galidictis fasciata","Carnivora","idk","non-cetacean","Eupleridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galidictis_fasciata"
"Galidictis fasciata","Carnivora","idk","non-cetacean","Eupleridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galidictis_fasciata"
"Galidictis grandidieri","Carnivora","idk","non-cetacean","Eupleridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galidictis_grandidieri"
"Galidictis grandidieri","Carnivora","idk","non-cetacean","Eupleridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Galidictis_grandidieri"
"Gazella bennettii","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gazella_bennettii"
"Gazella dorcas","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gazella_dorcas"
"Gazella gazella","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Gazella_gazella"
"Gazella gazella","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Gazella_gazella"
"Gazella subgutturosa","Artiodactyla","Ruminantia","non-cetacean","Bovidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Gazella_subgutturosa"
"Gazella subgutturosa","Artiodactyla","Ruminantia","non-cetacean","Bovidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Gazella_subgutturosa"
"Genetta abyssinica","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Genetta_abyssinica"
"Genetta angolensis","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Genetta_angolensis"
"Genetta cristata","Carnivora","idk","non-cetacean","Viverridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Genetta_cristata"
"Genetta genetta","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Genetta_genetta"
"Genetta maculata","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Genetta_maculata"
"Genetta piscivora","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Genetta_piscivora"
"Genetta servalina","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Genetta_servalina"
"Genetta tigrina","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Genetta_tigrina"
"Geocapromys brownii","Rodentia","idk","non-cetacean","Capromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Geocapromys_brownii"
"Geocapromys brownii","Rodentia","idk","non-cetacean","Capromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Geocapromys_brownii"
"Geocapromys ingrahami","Rodentia","idk","non-cetacean","Capromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Geocapromys_ingrahami"
"Geocapromys ingrahami","Rodentia","idk","non-cetacean","Capromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Geocapromys_ingrahami"
"Geogale aurita","Afrosoricida","idk","non-cetacean","Tenrecidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Geogale_aurita"
