"Species_name","Order","Suborder","Parvorder","Family","Diel_Pattern","max_crep","max_dinoc","Confidence","tips"
"Mastacomys fuscus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mastacomys_fuscus"
"Mastomys natalensis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mastomys_natalensis"
"Mastomys natalensis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mastomys_natalensis"
"Mastomys shortridgei","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mastomys_shortridgei"
"Mastomys shortridgei","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mastomys_shortridgei"
"Maxomys inas","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Maxomys_inas"
"Maxomys rajah","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Maxomys_rajah"
"Maxomys surifer","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Maxomys_surifer"
"Maxomys whiteheadi","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Maxomys_whiteheadi"
"Mazama americana","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mazama_americana"
"Mazama americana","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mazama_americana"
"Mazama americana","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mazama_americana"
"Mazama gouazoubira","Artiodactyla","Ruminantia","non-cetacean","Cervidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Mazama_gouazoubira"
"Mazama nana","Artiodactyla","Ruminantia","non-cetacean","Cervidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Mazama_nana"
"Megadendromus nikolausi","Rodentia","idk","non-cetacean","Nesomyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Megadendromus_nikolausi"
"Megaloglossus woermanni","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Megaloglossus_woermanni"
"Melanomys caliginosus","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Melanomys_caliginosus"
"Melasmothrix naso","Rodentia","idk","non-cetacean","Muridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Melasmothrix_naso"
"Melasmothrix naso","Rodentia","idk","non-cetacean","Muridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Melasmothrix_naso"
"Meles anakuma","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Meles_anakuma"
"Meles meles","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Meles_meles"
"Mellivora capensis","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mellivora_capensis"
"Melogale everetti","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melogale_everetti"
"Melogale moschata","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melogale_moschata"
"Melogale orientalis","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melogale_orientalis"
"Melogale orientalis","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melogale_orientalis"
"Melogale personata","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melogale_personata"
"Melomys burtoni","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melomys_burtoni"
"Melomys capensis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melomys_capensis"
"Melomys cervinipes","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melomys_cervinipes"
"Melomys rubicola","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melomys_rubicola"
"Melursus ursinus","Carnivora","idk","non-cetacean","Ursidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Melursus_ursinus"
"Mephitis macroura","Carnivora","idk","non-cetacean","Mephitidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mephitis_macroura"
"Mephitis mephitis","Carnivora","idk","non-cetacean","Mephitidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mephitis_mephitis"
"Mephitis mephitis","Carnivora","idk","non-cetacean","Mephitidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mephitis_mephitis"
"Meriones crassus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Meriones_crassus"
"Meriones crassus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Meriones_crassus"
"Meriones libycus","Rodentia","idk","non-cetacean","Muridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Meriones_libycus"
"Meriones sacramenti","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Meriones_sacramenti"
"Meriones tristrami","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Meriones_tristrami"
"Meriones unguiculatus","Rodentia","idk","non-cetacean","Muridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Meriones_unguiculatus"
"Mesechinus dauuricus","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesechinus_dauuricus"
"Mesechinus hughi","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesechinus_hughi"
"Mesembriomys gouldii","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesembriomys_gouldii"
"Mesembriomys macrurus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesembriomys_macrurus"
"Mesocricetus auratus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesocricetus_auratus"
"Mesocricetus auratus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesocricetus_auratus"
"Mesocricetus newtoni","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesocricetus_newtoni"
"Mesomys hispidus","Rodentia","idk","non-cetacean","Echimyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesomys_hispidus"
"Mesomys hispidus","Rodentia","idk","non-cetacean","Echimyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesomys_hispidus"
"Mesomys leniceps","Rodentia","idk","non-cetacean","Echimyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesomys_leniceps"
"Mesomys stimulax","Rodentia","idk","non-cetacean","Echimyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesomys_stimulax"
"Mesomys stimulax","Rodentia","idk","non-cetacean","Echimyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mesomys_stimulax"
"Metachirus nudicaudatus","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Metachirus_nudicaudatus"
"Metachirus nudicaudatus","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Metachirus_nudicaudatus"
"Micoureus alstoni","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micoureus_alstoni"
"Micoureus constantiae","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micoureus_constantiae"
"Micoureus demerarae","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micoureus_demerarae"
"Micoureus demerarae","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micoureus_demerarae"
"Micoureus paraguayanus","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micoureus_paraguayanus"
"Micoureus regina","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micoureus_regina"
"Microcavia australis","Rodentia","idk","non-cetacean","Caviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microcavia_australis"
"Microcavia australis","Rodentia","idk","non-cetacean","Caviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microcavia_australis"
"Microcebus berthae","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_berthae"
"Microcebus griseorufus","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_griseorufus"
"Microcebus murinus","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_murinus"
"Microcebus murinus","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_murinus"
"Microcebus myoxinus","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_myoxinus"
"Microcebus myoxinus","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_myoxinus"
"Microcebus ravelobensis","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_ravelobensis"
"Microcebus rufus","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_rufus"
"Microcebus rufus","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_rufus"
"Microcebus sambiranensis","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_sambiranensis"
"Microcebus tavaratra","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microcebus_tavaratra"
"Microdillus peeli","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microdillus_peeli"
"Microdipodops megacephalus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microdipodops_megacephalus"
"Microdipodops megacephalus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microdipodops_megacephalus"
"Microdipodops pallidus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microdipodops_pallidus"
"Microdipodops pallidus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microdipodops_pallidus"
"Microgale brevicaudata","Afrosoricida","idk","non-cetacean","Tenrecidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microgale_brevicaudata"
"Microgale longicaudata","Afrosoricida","idk","non-cetacean","Tenrecidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microgale_longicaudata"
"Micromys minutus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micromys_minutus"
"Micronycteris megalotis","Chiroptera","idk","non-cetacean","Phyllostomidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micronycteris_megalotis"
"Microperoryctes papuensis","Peramelemorphia","idk","non-cetacean","Peramelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microperoryctes_papuensis"
"Micropotamogale lamottei","Afrosoricida","idk","non-cetacean","Tenrecidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micropotamogale_lamottei"
"Micropotamogale ruwenzorii","Afrosoricida","idk","non-cetacean","Tenrecidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micropotamogale_ruwenzorii"
"Micropteropus pusillus","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Micropteropus_pusillus"
"Microsciurus alfari","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microsciurus_alfari"
"Microsciurus alfari","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microsciurus_alfari"
"Microsciurus flaviventer","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microsciurus_flaviventer"
"Microsciurus flaviventer","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microsciurus_flaviventer"
"Microsciurus mimulus","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microsciurus_mimulus"
"Microsciurus mimulus","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microsciurus_mimulus"
"Microsciurus santanderensis","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microsciurus_santanderensis"
"Microtus abbreviatus","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microtus_abbreviatus"
"Microtus agrestis","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_agrestis"
"Microtus arvalis","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_arvalis"
"Microtus arvalis","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_arvalis"
"Microtus bavaricus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microtus_bavaricus"
"Microtus breweri","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microtus_breweri"
"Microtus californicus","Rodentia","idk","non-cetacean","Cricetidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Microtus_californicus"
"Microtus chrotorrhinus","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microtus_chrotorrhinus"
"Microtus chrotorrhinus","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microtus_chrotorrhinus"
"Microtus duodecimcostatus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_duodecimcostatus"
"Microtus guatemalensis","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Microtus_guatemalensis"
"Microtus longicaudus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microtus_longicaudus"
"Microtus longicaudus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microtus_longicaudus"
"Microtus mexicanus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_mexicanus"
"Microtus miurus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_miurus"
"Microtus montanus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_montanus"
"Microtus montanus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_montanus"
"Microtus multiplex","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_multiplex"
"Microtus ochrogaster","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_ochrogaster"
"Microtus ochrogaster","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_ochrogaster"
"Microtus oeconomus","Rodentia","idk","non-cetacean","Cricetidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Microtus_oeconomus"
"Microtus oeconomus","Rodentia","idk","non-cetacean","Cricetidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Microtus_oeconomus"
"Microtus pennsylvanicus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_pennsylvanicus"
"Microtus pennsylvanicus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_pennsylvanicus"
"Microtus pinetorum","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_pinetorum"
"Microtus pinetorum","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_pinetorum"
"Microtus pinetorum","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_pinetorum"
"Microtus richardsoni","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microtus_richardsoni"
"Microtus richardsoni","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Microtus_richardsoni"
"Microtus savii","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_savii"
"Microtus subterraneus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_subterraneus"
"Microtus townsendii","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_townsendii"
"Microtus townsendii","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Microtus_townsendii"
"Microtus xanthognathus","Rodentia","idk","non-cetacean","Cricetidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Microtus_xanthognathus"
"Miniopterus australis","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Miniopterus_australis"
"Miniopterus australis","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Miniopterus_australis"
"Miniopterus schreibersii","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Miniopterus_schreibersii"
"Miniopterus schreibersii","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Miniopterus_schreibersii"
"Miopithecus talapoin","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Miopithecus_talapoin"
"Miopithecus talapoin","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Miopithecus_talapoin"
"Mirza coquereli","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mirza_coquereli"
"Mirza coquereli","Primates","idk","non-cetacean","Cheirogaleidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mirza_coquereli"
"Molossus currentium","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Molossus_currentium"
"Molossus molossus","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Molossus_molossus"
"Molossus pretiosus","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Molossus_pretiosus"
"Molossus pretiosus","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Molossus_pretiosus"
"Molossus rufus","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Molossus_rufus"
"Molossus sinaloae","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Molossus_sinaloae"
"Monodelphis adusta","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_adusta"
"Monodelphis americana","Didelphimorphia","idk","non-cetacean","Didelphidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Monodelphis_americana"
"Monodelphis brevicaudata","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_brevicaudata"
"Monodelphis brevicaudata","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_brevicaudata"
"Monodelphis brevicaudata","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_brevicaudata"
"Monodelphis dimidiata","Didelphimorphia","idk","non-cetacean","Didelphidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Monodelphis_dimidiata"
"Monodelphis dimidiata","Didelphimorphia","idk","non-cetacean","Didelphidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Monodelphis_dimidiata"
"Monodelphis dimidiata","Didelphimorphia","idk","non-cetacean","Didelphidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Monodelphis_dimidiata"
"Monodelphis domestica","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_domestica"
"Monodelphis domestica","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_domestica"
"Monodelphis emiliae","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_emiliae"
"Monodelphis iheringi","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_iheringi"
"Monodelphis kunsi","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_kunsi"
"Monodelphis maraxina","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_maraxina"
"Monodelphis osgoodi","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_osgoodi"
"Monodelphis rubida","Didelphimorphia","idk","non-cetacean","Didelphidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Monodelphis_rubida"
"Monodelphis scalops","Didelphimorphia","idk","non-cetacean","Didelphidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Monodelphis_scalops"
"Monodelphis sorex","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_sorex"
"Monodelphis theresa","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_theresa"
"Monodelphis unistriata","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Monodelphis_unistriata"
"Mormoops megalophylla","Chiroptera","idk","non-cetacean","Mormoopidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mormoops_megalophylla"
"Mormopterus beccarii","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mormopterus_beccarii"
"Mormopterus norfolkensis","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mormopterus_norfolkensis"
"Mormopterus planiceps","Chiroptera","idk","non-cetacean","Molossidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mormopterus_planiceps"
"Moschiola meminna","Artiodactyla","Ruminantia","non-cetacean","Tragulidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Moschiola_meminna"
"Moschus berezovskii","Artiodactyla","Ruminantia","non-cetacean","Moschidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Moschus_berezovskii"
"Moschus chrysogaster","Artiodactyla","Ruminantia","non-cetacean","Moschidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Moschus_chrysogaster"
"Moschus fuscus","Artiodactyla","Ruminantia","non-cetacean","Moschidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Moschus_fuscus"
"Moschus moschiferus","Artiodactyla","Ruminantia","non-cetacean","Moschidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Moschus_moschiferus"
"Moschus moschiferus","Artiodactyla","Ruminantia","non-cetacean","Moschidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Moschus_moschiferus"
"Mosia nigrescens","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mosia_nigrescens"
"Mungos gambianus","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Mungos_gambianus"
"Mungos mungo","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Mungos_mungo"
"Mungotictis decemlineata","Carnivora","idk","non-cetacean","Eupleridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Mungotictis_decemlineata"
"Muntiacus atherodes","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Muntiacus_atherodes"
"Muntiacus muntjak","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Muntiacus_muntjak"
"Murexia longicaudata","Dasyuromorphia","idk","non-cetacean","Dasyuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Murexia_longicaudata"
"Murexia longicaudata","Dasyuromorphia","idk","non-cetacean","Dasyuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Murexia_longicaudata"
"Mus indutus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Mus_indutus"
