"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel_confidence","diel2","genome"
"1181","daector schmitti","Daector schmitti",FALSE,3630480,FALSE,"",1,"Daector_schmitti","Daector","Batrachoididae","Batrachoidiformes","nocturnal",1,"nocturnal",""
"1182","danaphos oculatus","Danaphos oculatus",FALSE,206215,FALSE,"",1,"Danaphos_oculatus","Danaphos","Sternoptychidae","Stomiiformes","diurnal",3,"diurnal",""
"1183","danio malabaricus","Devario malabaricus",FALSE,43739,TRUE,"",1,"Devario_malabaricus","Devario","Danionidae","Cypriniformes","crepuscular/diurnal",3,"crepuscular",""
"1184","danio rerio","Danio rerio",FALSE,1005914,FALSE,"",1,"Danio_rerio","Danio","Danionidae","Cypriniformes","diurnal",5,"diurnal","ENSEMBL, GCF 000002035.6"
"1185","danionella translucida","Danionella translucida",FALSE,650881,FALSE,"",1,"Danionella_translucida","Danionella","Danionidae","Cypriniformes","diurnal",3,"diurnal","GCA 007224835.1"
"1186","dascyllus albisella","Dascyllus albisella",FALSE,845469,FALSE,"incertae_sedis_inherited",1,"Dascyllus_albisella","Dascyllus","Pomacentridae","Ovalentaria/misc","diurnal",4,"diurnal",""
"1187","dascyllus aruanus","Dascyllus aruanus",FALSE,49239,FALSE,"incertae_sedis_inherited",1,"Dascyllus_aruanus","Dascyllus","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"1188","dascyllus auripinnis","Dascyllus auripinnis",FALSE,3635578,FALSE,"incertae_sedis_inherited",1,"Dascyllus_auripinnis","Dascyllus","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"1189","dascyllus marginatus","Dascyllus marginatus",FALSE,271147,FALSE,"incertae_sedis_inherited",1,"Dascyllus_marginatus","Dascyllus","Pomacentridae","Ovalentaria/misc","diurnal",5,"diurnal",""
"1190","dascyllus trimaculatus","Dascyllus trimaculatus",FALSE,312258,FALSE,"incertae_sedis_inherited",1,"Dascyllus_trimaculatus","Dascyllus","Pomacentridae","Ovalentaria/misc","diurnal",3,"diurnal",""
"1191","dasyatis americana","Hypanus americanus",FALSE,827416,TRUE,"",1,"Hypanus_americanus","Hypanus","Dasyatidae","Myliobatiformes","nocturnal",5,"nocturnal",""
"1192","dasyatis brevicaudata","Dasyatis brevicaudata",FALSE,178571,FALSE,"sibling_higher",1,"Dasyatis_brevicaudata",NA,NA,NA,"unclear",4,"unknown",""
"1193","dasyatis lata","Dasyatis lata",FALSE,917251,FALSE,"sibling_higher",1,"Dasyatis_lata",NA,NA,NA,"nocturnal",4,"nocturnal",""
"1194","dasyatis matsubarai","Dasyatis matsubarai",FALSE,396786,FALSE,"sibling_higher",1,"Dasyatis_matsubarai",NA,NA,NA,"nocturnal",2,"nocturnal",""
"1195","dasyatis pastinaca","Dasyatis pastinaca",FALSE,849605,FALSE,"sibling_higher",1,"Dasyatis_pastinaca","Dasyatis","Dasyatidae","Myliobatiformes","nocturnal",2,"nocturnal",""
"1196","dasyatis sabina","Dasyatis sabina",FALSE,351766,FALSE,"sibling_higher",1,"Dasyatis_sabina",NA,NA,NA,"crepuscular/nocturnal",4,"crepuscular",""
"1197","dasyloricaria filamentosa","Dasyloricaria filamentosa",FALSE,839748,FALSE,"",1,"Dasyloricaria_filamentosa","Dasyloricaria","Loricariidae","Siluriformes","nocturnal",2,"nocturnal",""
"1198","decapterus macarellus","Decapterus macarellus",FALSE,566186,FALSE,"",1,"Decapterus_macarellus","Decapterus","Carangidae","Carangiformes","diurnal",1,"diurnal",""
"1199","decapterus macrosoma","Decapterus macrosoma",FALSE,350084,FALSE,"",1,"Decapterus_macrosoma","Decapterus","Carangidae","Carangiformes","nocturnal",1,"nocturnal",""
"1200","decapterus punctatus","Decapterus punctatus",FALSE,705034,FALSE,"",1,"Decapterus_punctatus","Decapterus","Carangidae","Carangiformes","crepuscular",3,"crepuscular",""
"1201","decapterus tabl","Decapterus tabl",FALSE,198469,FALSE,"",1,"Decapterus_tabl","Decapterus","Carangidae","Carangiformes","diurnal",1,"diurnal",""
"1202","decodon melasma","Decodon melasma",FALSE,462632,FALSE,"",1,"Decodon_melasma","Decodon","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"1203","decodon puellaris","Decodon puellaris",FALSE,919227,FALSE,"",1,"Decodon_puellaris","Decodon","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"1204","deltentosteus quadrimaculatus","Deltentosteus quadrimaculatus",FALSE,678454,FALSE,"",1,"Deltentosteus_quadrimaculatus","Deltentosteus","Gobiidae","Gobiiformes","diurnal",3,"diurnal",""
"1205","dendrochirus biocellatus","Dendrochirus biocellatus",FALSE,917256,FALSE,"",1,"Dendrochirus_biocellatus","Dendrochirus","Scorpaenidae","Perciformes/Scorpaenoidei","diurnal",2,"diurnal",""
"1206","dendrochirus brachypterus","Dendrochirus brachypterus",FALSE,1075156,FALSE,"",1,"Dendrochirus_brachypterus","Dendrochirus","Scorpaenidae","Perciformes/Scorpaenoidei","diurnal",2,"diurnal",""
"1207","dendrochirus zebra","Dendrochirus zebra",FALSE,1013556,FALSE,"",1,"Dendrochirus_zebra","Dendrochirus","Scorpaenidae","Perciformes/Scorpaenoidei","diurnal",2,"diurnal",""
"1208","dentex angolensis","Dentex angolensis",FALSE,139712,FALSE,"sibling_higher",1,"Dentex_angolensis","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1209","dentex barnardi","Dentex barnardi",FALSE,3634698,FALSE,"sibling_higher",1,"Dentex_barnardi","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1210","dentex canariensis","Dentex canariensis",FALSE,838082,FALSE,"sibling_higher",1,"Dentex_canariensis","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1211","dentex dentex","Dentex dentex",FALSE,759888,FALSE,"sibling_higher",1,"Dentex_dentex","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1212","dentex gibbosus","Dentex gibbosus",FALSE,838079,FALSE,"sibling_higher",1,"Dentex_gibbosus","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1213","dentex hypselosomus","Dentex hypselosomus",FALSE,823824,FALSE,"sibling_higher",1,"Dentex_hypselosomus","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1214","dentex macrophthalmus","Dentex macrophthalmus",FALSE,819083,FALSE,"sibling_higher",1,"Dentex_macrophthalmus","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1215","dentex maroccanus","Dentex maroccanus",FALSE,819077,FALSE,"sibling_higher",1,"Dentex_maroccanus","Dentex","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1216","denticetopsis epa","Denticetopsis epa",FALSE,3624255,FALSE,"",1,"Denticetopsis_epa","Denticetopsis","Cetopsidae","Siluriformes","crepuscular/nocturnal",1,"crepuscular",""
"1217","derilissus altifrons","Derilissus altifrons",FALSE,3638684,FALSE,"",1,"Derilissus_altifrons","Derilissus","Gobiesocidae","Gobiesociformes","diurnal",1,"diurnal",""
"1218","derilissus nanus","Derilissus nanus",FALSE,3638697,FALSE,"",1,"Derilissus_nanus","Derilissus","Gobiesocidae","Gobiesociformes","diurnal",1,"diurnal",""
"1219","dermatolepis dermatolepis","Dermatolepis dermatolepis",FALSE,534156,FALSE,"",1,"Dermatolepis_dermatolepis","Dermatolepis","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1220","dermatolepis inermis","Dermatolepis inermis",FALSE,950945,FALSE,"",1,"Dermatolepis_inermis","Dermatolepis","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1221","deuterodon langei","Deuterodon langei",FALSE,3625360,FALSE,"",1,"Deuterodon_langei","Deuterodon","Characidae","Characiformes","diurnal",2,"diurnal",""
"1222","diademichthys lineatus","Diademichthys lineatus",FALSE,5034,FALSE,"",1,"Diademichthys_lineatus","Diademichthys","Gobiesocidae","Gobiesociformes","diurnal",1,"diurnal",""
"1224","dialommus fuscus","Dialommus fuscus",FALSE,3639279,FALSE,"",1,"Dialommus_fuscus","Dialommus","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"1225","dialommus macrocephalus","Dialommus macrocephalus",FALSE,206351,FALSE,"",1,"Dialommus_macrocephalus","Dialommus","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"1226","diancistrus typhlops","Diancistrus typhlops",FALSE,3630049,FALSE,"",1,"Diancistrus_typhlops","Diancistrus","Dinematichthyidae","Ophidiiformes","nocturnal",2,"nocturnal",""
"1227","dianema longibarbis","Dianema longibarbis",FALSE,961400,FALSE,"",1,"Dianema_longibarbis","Dianema","Callichthyidae","Siluriformes","nocturnal",2,"nocturnal",""
"1228","dianema urostriatum","Dianema urostriatum",FALSE,267133,FALSE,"",1,"Dianema_urostriatum","Dianema","Callichthyidae","Siluriformes","nocturnal",2,"nocturnal",""
"1229","diaphus chrysorhynchus","Diaphus chrysorhynchus",FALSE,884776,FALSE,"",1,"Diaphus_chrysorhynchus","Diaphus","Myctophidae","Myctophiformes","unclear",2,"unknown",""
"1230","diaphus danae","Diaphus danae",FALSE,3629427,FALSE,"",1,"Diaphus_danae","Diaphus","Myctophidae","Myctophiformes","crepuscular/nocturnal",3,"crepuscular",""
"1231","diaphus garmani","Diaphus garmani",FALSE,3629456,FALSE,"",1,"Diaphus_garmani","Diaphus","Myctophidae","Myctophiformes","nocturnal",2,"nocturnal",""
"1232","diaphus schmidti","Diaphus schmidti",FALSE,3629455,FALSE,"",1,"Diaphus_schmidti","Diaphus","Myctophidae","Myctophiformes","crepuscular/nocturnal",3,"crepuscular",""
"1233","diapterus auratus","Diapterus auratus",FALSE,848857,FALSE,"sibling_higher",1,"Diapterus_auratus","Diapterus","Gerreidae","Eupercaria/misc","diurnal",2,"diurnal",""
"1234","dicentrarchus labrax","Dicentrarchus labrax",FALSE,3549,FALSE,"",1,"Dicentrarchus_labrax","Dicentrarchus","Moronidae","Eupercaria/misc","diurnal",5,"diurnal","ENSEMBL, GCA 000689215.1"
"1235","dichistius capensis","Dichistius capensis",FALSE,1036694,FALSE,"",1,"Dichistius_capensis","Dichistius","Dichistiidae","Centrarchiformes","nocturnal",1,"nocturnal",""
"1236","dicologoglossa cuneata","Dicologlossa cuneata",FALSE,805158,TRUE,"",1,"Dicologlossa_cuneata","Dicologlossa","Soleidae","Pleuronectiformes","nocturnal",5,"nocturnal",""
"1237","didogobius amicuscaridis","Didogobius amicuscaridis",FALSE,3638225,FALSE,"",1,"Didogobius_amicuscaridis","Didogobius","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1238","didogobius kochi","Didogobius kochi",FALSE,3638233,FALSE,"",1,"Didogobius_kochi","Didogobius","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1239","didogobius schlieweni","Didogobius schlieweni",FALSE,3638235,FALSE,"",1,"Didogobius_schlieweni","Didogobius","Gobiidae","Gobiiformes","nocturnal",1,"nocturnal",""
"1240","didogobius wirtzi","Didogobius wirtzi",FALSE,3638231,FALSE,"",1,"Didogobius_wirtzi","Didogobius","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1241","dimidiochromis compressiceps","Dimidiochromis compressiceps",FALSE,677707,FALSE,"",1,"Dimidiochromis_compressiceps","Dimidiochromis","Cichlidae","Cichliformes","unclear",5,"unknown",""
"1242","dinematichthys cayorum","Ogilbia cayorum",FALSE,3629934,TRUE,"",1,"Ogilbia_cayorum","Ogilbia","Dinematichthyidae","Ophidiiformes","nocturnal",1,"nocturnal",""
"1243","dinolestes lewini","Dinolestes lewini",FALSE,1036691,FALSE,"",1,"Dinolestes_lewini","Dinolestes","Dinolestidae","Acropomatiformes","diurnal",2,"diurnal",""
"1244","dinoperca petersi","Dinoperca petersi",FALSE,509232,FALSE,"",1,"Dinoperca_petersi","Dinoperca","Dinopercidae","Eupercaria/misc","nocturnal",2,"nocturnal",""
"1245","diodon holocanthus","Diodon holocanthus",FALSE,166940,FALSE,"",1,"Diodon_holocanthus","Diodon","Diodontidae","Tetraodontiformes","nocturnal",2,"nocturnal","PRJNA597275"
"1246","diodon hystrix","Diodon hystrix",FALSE,177748,FALSE,"",1,"Diodon_hystrix","Diodon","Diodontidae","Tetraodontiformes","unclear",1,"unknown",""
"1247","diodon liturosus","Diodon liturosus",FALSE,1053624,FALSE,"",1,"Diodon_liturosus","Diodon","Diodontidae","Tetraodontiformes","nocturnal",2,"nocturnal",""
"1248","dionda dichroma","Tampichthys dichromus",FALSE,746102,TRUE,"",1,"Tampichthys_dichromus",NA,NA,NA,"diurnal",2,"diurnal",""
"1249","diplecogaster bimaculata pectoralis","Diplecogaster pectoralis",FALSE,5561085,TRUE,"",1,"Diplecogaster_pectoralis","Diplecogaster","Gobiesocidae","Gobiesociformes","diurnal",1,"diurnal",""
"1250","diplecogaster ctenocrypta","Diplecogaster ctenocrypta",FALSE,3638553,FALSE,"",1,"Diplecogaster_ctenocrypta","Diplecogaster","Gobiesocidae","Gobiesociformes","diurnal",1,"diurnal",""
"1251","diplectrum bivittatum","Diplectrum bivittatum",FALSE,3634089,FALSE,"",1,"Diplectrum_bivittatum","Diplectrum","Serranidae","Perciformes/Serranoidei","nocturnal",2,"nocturnal",""
"1252","diplectrum pacificum","Diplectrum pacificum",FALSE,791308,FALSE,"",1,"Diplectrum_pacificum","Diplectrum","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1253","diplectrum radiale","Diplectrum radiale",FALSE,924098,FALSE,"",1,"Diplectrum_radiale","Diplectrum","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"1254","diplobatis ommata","Diplobatis ommata",FALSE,773792,FALSE,"",1,"Diplobatis_ommata","Diplobatis","Narcinidae","Torpediniformes","nocturnal",1,"nocturnal",""
"1255","diplodus annularis","Diplodus annularis",FALSE,984738,FALSE,"",1,"Diplodus_annularis","Diplodus","Sparidae","Eupercaria/misc","nocturnal",3,"nocturnal",""
"1256","diplodus argenteus","Diplodus argenteus",FALSE,909656,FALSE,"",1,"Diplodus_argenteus","Diplodus","Sparidae","Eupercaria/misc","diurnal",3,"diurnal",""
"1257","diplodus ascensionis","Diplodus ascensionis",FALSE,7650826,FALSE,"",2,"Diplodus_ascensionis","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1258","diplodus bellottii","Diplodus bellottii",FALSE,984735,FALSE,"",2,"Diplodus_bellottii","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1259","diplodus bermudensis","Diplodus bermudensis",FALSE,743336,FALSE,"",1,"Diplodus_bermudensis","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1260","diplodus cadenati","Diplodus sargus cadenati",FALSE,185786,TRUE,"infraspecific",1,"Diplodus_sargus cadenati",NA,NA,NA,"diurnal",1,"diurnal",""
"1261","diplodus capensis","Diplodus capensis",FALSE,3634737,FALSE,"",1,"Diplodus_capensis","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1262","diplodus caudimacula","Diplodus caudimacula",FALSE,7650827,FALSE,"",2,"Diplodus_caudimacula","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1263","diplodus cervinus","Diplodus cervinus",FALSE,528675,FALSE,"",1,"Diplodus_cervinus","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1264","diplodus fasciatus","Diplodus fasciatus",FALSE,472730,FALSE,"",1,"Diplodus_fasciatus","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1265","diplodus helenae","Diplodus helenae",FALSE,7650828,FALSE,"",2,"Diplodus_helenae","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1266","diplodus holbrookii","Diplodus holbrookii",FALSE,743332,FALSE,"",1,"Diplodus_holbrookii","Diplodus","Sparidae","Eupercaria/misc","nocturnal",2,"nocturnal",""
"1267","diplodus lineatus","Diplodus sargus lineatus",FALSE,472740,TRUE,"infraspecific",1,"Diplodus_sargus lineatus",NA,NA,NA,"diurnal",1,"diurnal",""
"1268","diplodus prayensis","Diplodus prayensis",FALSE,472742,FALSE,"",1,"Diplodus_prayensis","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1269","diplodus puntazzo","Diplodus puntazzo",FALSE,984732,FALSE,"",1,"Diplodus_puntazzo","Diplodus","Sparidae","Eupercaria/misc","diurnal",5,"diurnal",""
"1270","diplodus sargus","Diplodus sargus",FALSE,239665,FALSE,"",1,"Diplodus_sargus","Diplodus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"1271","diplodus sargus sargus","Diplodus sargus sargus",FALSE,185777,FALSE,"infraspecific",2,"Diplodus_sargus sargus",NA,NA,NA,"diurnal",5,"diurnal",""
"1272","diplodus vulgaris","Diplodus vulgaris",FALSE,675213,FALSE,"",1,"Diplodus_vulgaris","Diplodus","Sparidae","Eupercaria/misc","unclear",3,"unknown",""
"1273","diplogrammus pauciradiatus","Diplogrammus pauciradiatus",FALSE,4948903,FALSE,"",1,"Diplogrammus_pauciradiatus","Diplogrammus","Callionymidae","Callionymiformes","diurnal",1,"diurnal",""
"1274","diplomystes camposensis","Diplomystes camposensis",FALSE,3622407,FALSE,"",1,"Diplomystes_camposensis","Diplomystes","Diplomystidae","Siluriformes","nocturnal",4,"nocturnal",""
"1276","diplotaxodon limnothrissa","Diplotaxodon limnothrissa",FALSE,72847,FALSE,"",1,"Diplotaxodon_limnothrissa","Diplotaxodon","Cichlidae","Cichliformes","diurnal",3,"diurnal",""
"1277","diproctacanthus xanthurus","Diproctacanthus xanthurus",FALSE,120299,FALSE,"",1,"Diproctacanthus_xanthurus","Diproctacanthus","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"1278","dipturus batis","Dipturus batis",FALSE,881959,FALSE,"",1,"Dipturus_batis","Dipturus","Rajidae","Rajiformes","nocturnal",4,"nocturnal",""
"1279","doederleinia berycoides","Doederleinia berycoides",FALSE,1005375,FALSE,"",1,"Doederleinia_berycoides","Doederleinia","Acropomatidae","Acropomatiformes","unclear",2,"unknown",""
"1280","doratonotus megalepis","Doratonotus megalepis",FALSE,763958,FALSE,"",1,"Doratonotus_megalepis","Doratonotus","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"1281","dormitator maculatus","Dormitator maculatus",FALSE,78292,FALSE,"",1,"Dormitator_maculatus","Dormitator","Eleotridae","Gobiiformes","diurnal",3,"diurnal",""
"1282","dorosoma cepedianum","Dorosoma cepedianum",FALSE,975202,FALSE,"",1,"Dorosoma_cepedianum","Dorosoma","Clupeidae","Clupeiformes","diurnal",4,"diurnal",""
"1283","dorosoma petenense","Dorosoma petenense",FALSE,681330,FALSE,"",1,"Dorosoma_petenense","Dorosoma","Clupeidae","Clupeiformes","nocturnal",2,"nocturnal",""
"1284","doryrhamphus excisus","Doryrhamphus excisus",FALSE,971452,FALSE,"",1,"Doryrhamphus_excisus","Doryrhamphus","Syngnathidae","Syngnathiformes","diurnal",2,"diurnal",""
"1285","drepane punctata","Drepane punctata",FALSE,250267,FALSE,"",1,"Drepane_punctata","Drepane","Drepaneidae","Acanthuriformes","diurnal",3,"diurnal",""
"1286","dules auriga","Serranus auriga",FALSE,875300,TRUE,"",1,"Serranus_auriga",NA,NA,NA,"diurnal",1,"diurnal",""
"1287","dussumieria acuta","Dussumieria acuta",FALSE,100785,FALSE,"",1,"Dussumieria_acuta","Dussumieria","Dussumieriidae","Clupeiformes","diurnal",3,"diurnal",""
"1288","echeneis naucrates","Echeneis naucrates",FALSE,776562,FALSE,"",1,"Echeneis_naucrates","Echeneis","Echeneidae","Carangiformes","nocturnal",2,"nocturnal","GCF 900963305.1"
"1289","echeneis neucratoides","Echeneis neucratoides",FALSE,204930,FALSE,"",1,"Echeneis_neucratoides","Echeneis","Echeneidae","Carangiformes","unclear",1,"unknown",""
"1290","echidna catenata","Echidna catenata",FALSE,369657,FALSE,"",1,"Echidna_catenata","Echidna","Muraenidae","Anguilliformes","nocturnal",2,"nocturnal",""
"1291","echidna nebulosa","Echidna nebulosa",FALSE,336372,FALSE,"",1,"Echidna_nebulosa","Echidna","Muraenidae","Anguilliformes","nocturnal",2,"nocturnal",""
"1292","echidna nocturna","Echidna nocturna",FALSE,3643732,FALSE,"",1,"Echidna_nocturna","Echidna","Muraenidae","Anguilliformes","nocturnal",1,"nocturnal",""
"1293","echidna peli","Echidna peli",FALSE,3643729,FALSE,"",1,"Echidna_peli","Echidna","Muraenidae","Anguilliformes","unclear",1,"unknown",""
"1294","echiichthys vipera","Echiichthys vipera",FALSE,435192,FALSE,"",1,"Echiichthys_vipera","Echiichthys","Trachinidae","Perciformes/Percoidei","nocturnal",3,"nocturnal",""
"1295","echinorhinus cookei","Echinorhinus cookei",FALSE,1026510,FALSE,"",1,"Echinorhinus_cookei","Echinorhinus","Echinorhinidae","Echinorhiniformes","diurnal",4,"diurnal",""
"1296","echiodon dawsoni","Echiodon dawsoni",FALSE,3629875,FALSE,"",1,"Echiodon_dawsoni","Echiodon","Carapidae","Ophidiiformes","nocturnal",2,"nocturnal",""
"1297","echiodon exsilium","Echiodon exsilium",FALSE,3629873,FALSE,"",1,"Echiodon_exsilium","Echiodon","Carapidae","Ophidiiformes","nocturnal",1,"nocturnal",""
"1298","echiophis punctifer","Echiophis punctifer",FALSE,81212,FALSE,"",1,"Echiophis_punctifer","Echiophis","Ophichthidae","Anguilliformes","diurnal",1,"diurnal",""
"1299","economidichthys pygmaeus","Economidichthys pygmaeus",FALSE,542639,FALSE,"",1,"Economidichthys_pygmaeus","Economidichthys","Gobiidae","Gobiiformes","crepuscular/nocturnal",3,"crepuscular",""
"1300","ecsenius lineatus","Ecsenius lineatus",FALSE,3639490,FALSE,"",1,"Ecsenius_lineatus","Ecsenius","Blenniidae","Blenniiformes","diurnal",2,"diurnal",""
"1301","eigenmannia humboldtii","Eigenmannia humboldtii",FALSE,306919,FALSE,"",1,"Eigenmannia_humboldtii","Eigenmannia","Sternopygidae","Gymnotiformes","nocturnal",4,"nocturnal",""
"1302","eigenmannia trilineata","Eigenmannia trilineata",FALSE,528702,FALSE,"",1,"Eigenmannia_trilineata","Eigenmannia","Sternopygidae","Gymnotiformes","nocturnal",1,"nocturnal",""
"1303","eigenmannia virescens","Eigenmannia virescens",FALSE,437387,FALSE,"",1,"Eigenmannia_virescens","Eigenmannia","Sternopygidae","Gymnotiformes","nocturnal",5,"nocturnal",""
"1304","ekemblemaria lira","Ekemblemaria lira",FALSE,3639165,FALSE,"",1,"Ekemblemaria_lira","Ekemblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1305","ekemblemaria myersi","Ekemblemaria myersi",FALSE,210780,FALSE,"",1,"Ekemblemaria_myersi","Ekemblemaria","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"1306","elacatinus atronasus","Elacatinus atronasus",FALSE,601585,FALSE,"",1,"Elacatinus_atronasus","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1307","elacatinus cayman","Elacatinus cayman",FALSE,5860810,FALSE,"",1,"Elacatinus_cayman","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1308","elacatinus chancei","Elacatinus chancei",FALSE,638350,FALSE,"",1,"Elacatinus_chancei","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1309","elacatinus colini","Elacatinus colini",FALSE,3637493,FALSE,"",1,"Elacatinus_colini","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1310","elacatinus evelynae","Elacatinus evelynae",FALSE,638354,FALSE,"",1,"Elacatinus_evelynae","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1311","elacatinus figaro","Elacatinus figaro",FALSE,638357,FALSE,"",1,"Elacatinus_figaro","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1312","elacatinus genie","Elacatinus genie",FALSE,638360,FALSE,"",1,"Elacatinus_genie","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1313","elacatinus horsti","Elacatinus horsti",FALSE,638363,FALSE,"",1,"Elacatinus_horsti","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1314","elacatinus illecebrosus","Elacatinus illecebrosus",FALSE,601588,FALSE,"",1,"Elacatinus_illecebrosus","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1315","elacatinus lobeli","Elacatinus lobeli",FALSE,3637485,FALSE,"",1,"Elacatinus_lobeli","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1316","elacatinus louisae","Elacatinus louisae",FALSE,638366,FALSE,"",1,"Elacatinus_louisae","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1317","elacatinus oceanops","Elacatinus oceanops",FALSE,638369,FALSE,"",1,"Elacatinus_oceanops","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1318","elacatinus phthirophagus","Elacatinus phthirophagus",FALSE,3637480,FALSE,"",1,"Elacatinus_phthirophagus","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1319","elacatinus pridisi","Elacatinus pridisi",FALSE,3637489,FALSE,"",1,"Elacatinus_pridisi","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1320","elacatinus prochilos","Elacatinus prochilos",FALSE,638373,FALSE,"",1,"Elacatinus_prochilos","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1321","elacatinus randalli","Elacatinus randalli",FALSE,183039,FALSE,"",1,"Elacatinus_randalli","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1322","elacatinus saucrus","Tigrigobius saucrus",FALSE,721199,TRUE,"",1,"Tigrigobius_saucrus","Tigrigobius","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1323","elacatinus serranilla","Elacatinus serranilla",FALSE,3637478,FALSE,"",1,"Elacatinus_serranilla","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1324","elacatinus tenox","Elacatinus tenox",FALSE,3637491,FALSE,"",1,"Elacatinus_tenox","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1325","elacatinus xanthiprora","Elacatinus xanthiprora",FALSE,601596,FALSE,"",1,"Elacatinus_xanthiprora","Elacatinus","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"1326","elagatis bipinnulata","Elagatis bipinnulata",FALSE,705026,FALSE,"",1,"Elagatis_bipinnulata","Elagatis","Carangidae","Carangiformes","diurnal",2,"diurnal",""
"1327","elassoma evergladei","Elassoma evergladei",FALSE,313433,FALSE,"",1,"Elassoma_evergladei","Elassoma","Elassomatidae","Centrarchiformes","nocturnal",2,"nocturnal",""
"1328","electrona antarctica","Electrona antarctica",FALSE,358647,FALSE,"",1,"Electrona_antarctica","Electrona","Myctophidae","Myctophiformes","nocturnal",2,"nocturnal",""
"1329","electrophorus electricus","Electrophorus electricus",FALSE,216168,FALSE,"",1,"Electrophorus_electricus","Electrophorus","Gymnotidae","Gymnotiformes","nocturnal",2,"nocturnal","ENSEMBL, GCF 003665695.1"
"1330","eleginus gracilis","Eleginus gracilis",FALSE,114166,FALSE,"",1,"Eleginus_gracilis","Eleginus","Gadidae","Gadiformes","nocturnal",3,"nocturnal",""
"1331","eleotrica cableae","Eleotrica cableae",FALSE,3637936,FALSE,"",1,"Eleotrica_cableae","Eleotrica","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
