"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel_confidence","diel2","genome"
"3845","squaliolus laticaudus","Squaliolus laticaudus",FALSE,69179,FALSE,"",1,"Squaliolus_laticaudus","Squaliolus","Dalatiidae","Squaliformes","nocturnal",1,"nocturnal",""
"3847","squalius laietanus","Squalius laietanus",FALSE,86043,FALSE,"",1,"Squalius_laietanus","Squalius","Leuciscidae","Cypriniformes","nocturnal",4,"nocturnal",""
"3848","squalius orpheus","Squalius orpheus",FALSE,383618,FALSE,"",1,"Squalius_orpheus","Squalius","Leuciscidae","Cypriniformes","crepuscular/diurnal",4,"crepuscular",""
"3849","squalius torgalensis","Squalius torgalensis",FALSE,253966,FALSE,"",1,"Squalius_torgalensis","Squalius","Leuciscidae","Cypriniformes","diurnal",2,"diurnal",""
"3850","squalus acanthias","Squalus acanthias",FALSE,1019126,FALSE,"",1,"Squalus_acanthias","Squalus","Squalidae","Squaliformes","unclear",5,"unknown",""
"3851","squalus acutipinnis","Squalus megalops",FALSE,350352,TRUE,"",1,"Squalus_megalops","Squalus","Squalidae","Squaliformes","nocturnal",4,"nocturnal",""
"3852","squalus suckleyi","Squalus suckleyi",FALSE,1019106,FALSE,"",2,"Squalus_suckleyi","Squalus","Squalidae","Squaliformes","diurnal",2,"diurnal",""
"3853","squatina argentina","Squatina argentina",FALSE,3595335,FALSE,"",1,"Squatina_argentina","Squatina","Squatinidae","Squatiniformes","nocturnal",1,"nocturnal",""
"3854","squatina californica","Squatina californica",FALSE,1095501,FALSE,"",1,"Squatina_californica","Squatina","Squatinidae","Squatiniformes","nocturnal",4,"nocturnal",""
"3855","squatina occulta","Squatina occulta",FALSE,1028981,FALSE,"",1,"Squatina_occulta","Squatina","Squatinidae","Squatiniformes","nocturnal",1,"nocturnal",""
"3856","squatina squatina","Squatina squatina",FALSE,821063,FALSE,"",1,"Squatina_squatina","Squatina","Squatinidae","Squatiniformes","nocturnal",1,"nocturnal",""
"3857","starksia atlantica","Starksia atlantica",FALSE,678250,FALSE,"",1,"Starksia_atlantica","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3858","starksia brasiliensis","Starksia brasiliensis",FALSE,3639293,FALSE,"",1,"Starksia_brasiliensis","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3859","starksia cremnobates","Starksia cremnobates",FALSE,3639283,FALSE,"",1,"Starksia_cremnobates","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3860","starksia culebrae","Starksia culebrae",FALSE,751469,FALSE,"",1,"Starksia_culebrae","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3861","starksia elongata","Starksia elongata",FALSE,406954,FALSE,"",1,"Starksia_elongata","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3862","starksia fasciata","Starksia fasciata",FALSE,324207,FALSE,"",1,"Starksia_fasciata","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3863","starksia fulva","Starksia fulva",FALSE,3639284,FALSE,"",1,"Starksia_fulva","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3864","starksia galapagensis","Starksia galapagensis",FALSE,324181,FALSE,"",1,"Starksia_galapagensis","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3865","starksia grammilaga","Starksia grammilaga",FALSE,324178,FALSE,"",1,"Starksia_grammilaga","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3866","starksia greenfieldi","Starksia greenfieldi",FALSE,419210,FALSE,"",1,"Starksia_greenfieldi","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3867","starksia guadalupae","Starksia guadalupae",FALSE,3639282,FALSE,"",1,"Starksia_guadalupae","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3868","starksia guttata","Starksia guttata",FALSE,419199,FALSE,"",1,"Starksia_guttata","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3869","starksia hassi","Starksia hassi",FALSE,419205,FALSE,"",1,"Starksia_hassi","Starksia","Labrisomidae","Blenniiformes","diurnal",3,"diurnal",""
"3870","starksia hoesei","Starksia hoesei",FALSE,3639285,FALSE,"",1,"Starksia_hoesei","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3871","starksia langi","Starksia langi",FALSE,419190,FALSE,"",1,"Starksia_langi","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3872","starksia lepicoelia","Starksia lepicoelia",FALSE,324189,FALSE,"",1,"Starksia_lepicoelia","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3873","starksia lepidogaster","Starksia lepidogaster",FALSE,3639287,FALSE,"",1,"Starksia_lepidogaster","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3874","starksia leucovitta","Starksia leucovitta",FALSE,3639288,FALSE,"",1,"Starksia_leucovitta","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3875","starksia melasma","Starksia melasma",FALSE,3639290,FALSE,"",1,"Starksia_melasma","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3876","starksia multilepis","Starksia multilepis",FALSE,751466,FALSE,"",1,"Starksia_multilepis","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3877","starksia nanodes","Starksia nanodes",FALSE,678244,FALSE,"",1,"Starksia_nanodes","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3878","starksia occidentalis","Starksia occidentalis",FALSE,751483,FALSE,"",1,"Starksia_occidentalis","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3879","starksia ocellata","Starksia ocellata",FALSE,324184,FALSE,"",1,"Starksia_ocellata","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3880","starksia posthon","Starksia posthon",FALSE,324175,FALSE,"",1,"Starksia_posthon","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3881","starksia rava","Starksia rava",FALSE,3639281,FALSE,"",1,"Starksia_rava","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3882","starksia robertsoni","Starksia robertsoni",FALSE,419195,FALSE,"",1,"Starksia_robertsoni","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3883","starksia sangreyae","Starksia sangreyae",FALSE,419184,FALSE,"",1,"Starksia_sangreyae","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3884","starksia sella","Starksia sella",FALSE,3639289,FALSE,"",1,"Starksia_sella","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3885","starksia sluiteri","Starksia sluiteri",FALSE,751476,FALSE,"",1,"Starksia_sluiteri","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3886","starksia smithvanizi","Starksia smithvanizi",FALSE,3639286,FALSE,"",1,"Starksia_smithvanizi","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3887","starksia starcki","Starksia starcki",FALSE,944966,FALSE,"",1,"Starksia_starcki","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3888","starksia variabilis","Starksia variabilis",FALSE,3639292,FALSE,"",1,"Starksia_variabilis","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3889","starksia weigti","Starksia weigti",FALSE,944974,FALSE,"",1,"Starksia_weigti","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3890","starksia williamsi","Starksia williamsi",FALSE,947857,FALSE,"",1,"Starksia_williamsi","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3891","starksia y-lineata","Starksia y-lineata",FALSE,3639291,FALSE,"",1,"Starksia_y-lineata","Starksia","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"3892","stathmonotus culebrai","Stathmonotus culebrai",FALSE,578257,FALSE,"",1,"Stathmonotus_culebrai","Stathmonotus","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"3893","stathmonotus gymnodermis","Stathmonotus gymnodermis",FALSE,306084,FALSE,"",1,"Stathmonotus_gymnodermis","Stathmonotus","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"3894","stathmonotus hemphillii","Stathmonotus hemphillii",FALSE,692144,FALSE,"",1,"Stathmonotus_hemphillii","Stathmonotus","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"3895","stathmonotus lugubris","Stathmonotus lugubris",FALSE,578254,FALSE,"",1,"Stathmonotus_lugubris","Stathmonotus","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"3896","stathmonotus sinuscalifornici","Stathmonotus sinuscalifornici",FALSE,3639295,FALSE,"",1,"Stathmonotus_sinuscalifornici","Stathmonotus","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"3897","stathmonotus stahli","Stathmonotus stahli",FALSE,578249,FALSE,"",1,"Stathmonotus_stahli","Stathmonotus","Chaenopsidae","Blenniiformes","diurnal",1,"diurnal",""
"3898","steatogenys duidae","Steatogenys duidae",FALSE,3621681,FALSE,"",1,"Steatogenys_duidae","Steatogenys","Hypopomidae","Gymnotiformes","nocturnal",3,"nocturnal",""
"3899","stegastes acapulcoensis","Stegastes acapulcoensis",FALSE,3635554,FALSE,"incertae_sedis_inherited",1,"Stegastes_acapulcoensis","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3900","stegastes adustus","Stegastes adustus",FALSE,323181,FALSE,"incertae_sedis_inherited",1,"Stegastes_adustus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3901","stegastes arcifrons","Stegastes arcifrons",FALSE,3635539,FALSE,"incertae_sedis_inherited",1,"Stegastes_arcifrons","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3902","stegastes aureus","Stegastes aureus",FALSE,3635545,FALSE,"incertae_sedis_inherited",1,"Stegastes_aureus",NA,NA,NA,"diurnal",2,"diurnal",""
"3903","stegastes baldwini","Stegastes baldwini",FALSE,3635556,FALSE,"incertae_sedis_inherited",1,"Stegastes_baldwini","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3904","stegastes beebei","Stegastes beebei",FALSE,3635551,FALSE,"incertae_sedis_inherited",1,"Stegastes_beebei","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3905","stegastes diencaeus","Stegastes diencaeus",FALSE,729161,FALSE,"incertae_sedis_inherited",1,"Stegastes_diencaeus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",3,"diurnal",""
"3906","stegastes fasciolatus","Stegastes fasciolatus",FALSE,931161,FALSE,"incertae_sedis_inherited",1,"Stegastes_fasciolatus",NA,NA,NA,"diurnal",2,"diurnal",""
"3907","stegastes flavilatus","Stegastes flavilatus",FALSE,3635541,FALSE,"incertae_sedis_inherited",1,"Stegastes_flavilatus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",3,"diurnal",""
"3908","stegastes fuscus","Stegastes fuscus",FALSE,3635543,FALSE,"incertae_sedis_inherited",1,"Stegastes_fuscus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"3909","stegastes imbricatus","Stegastes imbricatus",FALSE,729158,FALSE,"incertae_sedis_inherited",1,"Stegastes_imbricatus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3910","stegastes leucorus","Stegastes leucorus",FALSE,3635548,FALSE,"incertae_sedis_inherited",1,"Stegastes_leucorus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3911","stegastes leucostictus","Stegastes leucostictus",FALSE,100830,FALSE,"incertae_sedis_inherited",1,"Stegastes_leucostictus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"3912","stegastes lubbocki","Stegastes lubbocki",FALSE,3635553,FALSE,"incertae_sedis_inherited",1,"Stegastes_lubbocki","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"3913","stegastes nigricans","Stegastes nigricans",FALSE,392,FALSE,"incertae_sedis_inherited",1,"Stegastes_nigricans","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"3914","stegastes otophorus","Stegastes otophorus",FALSE,3635550,FALSE,"incertae_sedis_inherited",1,"Stegastes_otophorus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3915","stegastes partitus","Stegastes partitus",FALSE,345269,FALSE,"incertae_sedis_inherited",1,"Stegastes_partitus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",3,"diurnal","ENSEMBL, GCF 000690725.1"
"3916","stegastes pictus","Stegastes pictus",FALSE,3635544,FALSE,"incertae_sedis_inherited",1,"Stegastes_pictus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3917","stegastes planifrons","Stegastes planifrons",FALSE,665837,FALSE,"incertae_sedis_inherited",1,"Stegastes_planifrons","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",3,"diurnal",""
"3918","stegastes rectifraenum","Stegastes rectifraenum",FALSE,3635538,FALSE,"incertae_sedis_inherited",1,"Stegastes_rectifraenum","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",3,"diurnal",""
"3919","stegastes redemptus","Stegastes redemptus",FALSE,3635557,FALSE,"incertae_sedis_inherited",1,"Stegastes_redemptus","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3920","stegastes rocasensis","Stegastes rocasensis",FALSE,3635549,FALSE,"incertae_sedis_inherited",1,"Stegastes_rocasensis","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3921","stegastes sanctaehelenae","Stegastes sanctaehelenae",FALSE,3635555,FALSE,"incertae_sedis_inherited",1,"Stegastes_sanctaehelenae","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"3922","stegastes sanctipauli","Stegastes sanctipauli",FALSE,3635542,FALSE,"incertae_sedis_inherited",1,"Stegastes_sanctipauli",NA,NA,NA,"diurnal",1,"diurnal",""
"3924","stegastes variabilis","Stegastes variabilis",FALSE,323173,FALSE,"incertae_sedis_inherited",1,"Stegastes_variabilis","Stegastes","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"3925","stegostoma fasciatum","Stegostoma fasciatum",FALSE,122336,FALSE,"",1,"Stegostoma_fasciatum",NA,NA,NA,"nocturnal",2,"nocturnal",""
"3926","steindachnerina insculpta","Steindachnerina insculpta",FALSE,1037854,FALSE,"",1,"Steindachnerina_insculpta","Steindachnerina","Curimatidae","Characiformes","diurnal",3,"diurnal",""
"3928","stellifer rastrifer","Stellifer rastrifer",FALSE,362452,FALSE,"",1,"Stellifer_rastrifer","Stellifer","Sciaenidae","Eupercaria/misc","crepuscular/nocturnal",2,"crepuscular",""
"3930","stenobrachius leucopsarus","Stenobrachius leucopsarus",FALSE,169233,FALSE,"",1,"Stenobrachius_leucopsarus","Stenobrachius","Myctophidae","Myctophiformes","unclear",3,"unknown",""
"3931","stenotomus caprinus","Stenotomus caprinus",FALSE,3634703,FALSE,"",1,"Stenotomus_caprinus","Stenotomus","Sparidae","Eupercaria/misc","nocturnal",2,"nocturnal",""
"3932","stenotomus chrysops","Stenotomus chrysops",FALSE,42507,FALSE,"",1,"Stenotomus_chrysops","Stenotomus","Sparidae","Eupercaria/misc","diurnal",1,"diurnal",""
"3933","stephanolepis setifer","Stephanolepis setifer",FALSE,724904,FALSE,"",1,"Stephanolepis_setifer","Stephanolepis","Monacanthidae","Tetraodontiformes","diurnal",1,"diurnal",""
"3934","stereolepis gigas","Stereolepis gigas",FALSE,791291,FALSE,"",1,"Stereolepis_gigas","Stereolepis","Polyprionidae","Acropomatiformes","nocturnal",1,"nocturnal",""
"3936","sternopygus dariensis","Sternopygus dariensis",FALSE,3621575,FALSE,"",2,"Sternopygus_dariensis",NA,NA,NA,"nocturnal",4,"nocturnal",""
"3937","sternopygus macrurus","Sternopygus macrurus",FALSE,729097,FALSE,"",1,"Sternopygus_macrurus","Sternopygus","Sternopygidae","Gymnotiformes","nocturnal",3,"nocturnal",""
"3938","stethojulis albovittata","Stethojulis albovittata",FALSE,924668,FALSE,"",1,"Stethojulis_albovittata","Stethojulis","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"3939","stethojulis bandanensis","Stethojulis bandanensis",FALSE,201174,FALSE,"",1,"Stethojulis_bandanensis","Stethojulis","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"3940","stethojulis interrupta","Stethojulis interrupta",FALSE,1075245,FALSE,"",1,"Stethojulis_interrupta","Stethojulis","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"3941","stichaeus punctatus","Stichaeus punctatus",FALSE,792031,FALSE,"",1,"Stichaeus_punctatus","Stichaeus","Stichaeidae","Perciformes/Zoarcoidei","crepuscular/diurnal",5,"crepuscular",""
"3942","stigmatogobius pleurostigma","Stigmatogobius pleurostigma",FALSE,3637910,FALSE,"",1,"Stigmatogobius_pleurostigma","Stigmatogobius","Gobiidae","Gobiiformes","diurnal",2,"diurnal",""
"3943","stigmatogobius sadanundio","Stigmatogobius sadanundio",FALSE,3638126,FALSE,"",1,"Stigmatogobius_sadanundio","Stigmatogobius","Gobiidae","Gobiiformes","diurnal",3,"diurnal",""
"3944","stigmatopora argus","Stigmatopora argus",FALSE,774423,FALSE,"",1,"Stigmatopora_argus","Stigmatopora","Syngnathidae","Syngnathiformes","diurnal",3,"diurnal",""
"3945","stigmatopora nigra","Stigmatopora nigra",FALSE,774432,FALSE,"",1,"Stigmatopora_nigra","Stigmatopora","Syngnathidae","Syngnathiformes","diurnal",3,"diurnal",""
"3948","stomias boa","Stomias boa",FALSE,690691,FALSE,"",1,"Stomias_boa","Stomias","Stomiidae","Stomiiformes","nocturnal",1,"nocturnal",""
"3949","storrsia olsoni","Storrsia olsoni",FALSE,3639000,FALSE,"",1,"Storrsia_olsoni","Storrsia","Dactyloscopidae","Blenniiformes","diurnal",1,"diurnal",""
"3950","strangomera bentincki","Strangomera bentincki",FALSE,648871,FALSE,"",1,"Strangomera_bentincki","Strangomera","Clupeidae","Clupeiformes","nocturnal",3,"nocturnal",""
"3951","strongylura marina","Strongylura marina",FALSE,478073,FALSE,"",1,"Strongylura_marina","Strongylura","Belonidae","Beloniformes","diurnal",1,"diurnal",""
"3952","strongylura notata","Strongylura notata",FALSE,707558,FALSE,"",1,"Strongylura_notata","Strongylura","Belonidae","Beloniformes","unclear",2,"unknown",""
"3953","strongylura notata notata","Strongylura notata notata",FALSE,27789,FALSE,"infraspecific",1,"Strongylura_notata notata",NA,NA,NA,"diurnal",1,"diurnal",""
"3954","strongylura scapularis","Strongylura scapularis",FALSE,478076,FALSE,"",1,"Strongylura_scapularis","Strongylura","Belonidae","Beloniformes","nocturnal",2,"nocturnal",""
"3955","strongylura senegalensis","Strongylura senegalensis",FALSE,374996,FALSE,"",1,"Strongylura_senegalensis","Strongylura","Belonidae","Beloniformes","diurnal",1,"diurnal",""
"3956","strongylura strongylura","Strongylura strongylura",FALSE,1004345,FALSE,"",1,"Strongylura_strongylura","Strongylura","Belonidae","Beloniformes","unclear",2,"unknown",""
"3957","strongylura timucu","Strongylura timucu",FALSE,374992,FALSE,"",1,"Strongylura_timucu","Strongylura","Belonidae","Beloniformes","diurnal",2,"diurnal",""
"3958","sturisoma panamense","Sturisoma panamense",FALSE,3622657,FALSE,"",1,"Sturisoma_panamense",NA,NA,NA,"nocturnal",2,"nocturnal",""
"3959","sturisomatichthys leightoni","Sturisomatichthys leightoni",FALSE,3622788,FALSE,"",1,"Sturisomatichthys_leightoni","Sturisomatichthys","Loricariidae","Siluriformes","nocturnal",2,"nocturnal",""
"3960","stygnobrotula latebricola","Stygnobrotula latebricola",FALSE,804793,FALSE,"",1,"Stygnobrotula_latebricola","Stygnobrotula","Bythitidae","Ophidiiformes","nocturnal",1,"nocturnal",""
"3961","stylephorus chordatus","Stylephorus chordatus",FALSE,146678,FALSE,"",1,"Stylephorus_chordatus","Stylephorus","Stylephoridae","Stylephoriformes","nocturnal",2,"nocturnal","GCA 900312615.1"
"3962","suezichthys gracilis","Suezichthys gracilis",FALSE,1075256,FALSE,"",1,"Suezichthys_gracilis","Suezichthys","Labridae","Eupercaria/misc","diurnal",5,"diurnal",""
"3963","sufflamen bursa","Sufflamen bursa",FALSE,383036,FALSE,"",1,"Sufflamen_bursa","Sufflamen","Balistidae","Tetraodontiformes","diurnal",2,"diurnal",""
"3964","sufflamen chrysopterum","Sufflamen chrysopterum",FALSE,107042,FALSE,"",1,"Sufflamen_chrysopterum","Sufflamen","Balistidae","Tetraodontiformes","diurnal",2,"diurnal",""
"3967","sufflogobius bibarbatus","Sufflogobius bibarbatus",FALSE,92013,FALSE,"",1,"Sufflogobius_bibarbatus","Sufflogobius","Gobiidae","Gobiiformes","nocturnal",2,"nocturnal",""
"3968","suggrundus isacanthus","Inegocia japonica",FALSE,3631482,TRUE,"",1,"Inegocia_japonica","Inegocia","Platycephalidae","Perciformes/Scorpaenoidei","nocturnal",2,"nocturnal",""
"3969","syacium papillosum","Syacium papillosum",FALSE,357224,FALSE,"",1,"Syacium_papillosum","Syacium","Cyclopsettidae","Pleuronectiformes","nocturnal",2,"nocturnal",""
"3970","symbolophorus veranyi","Symbolophorus veranyi",FALSE,207130,FALSE,"",1,"Symbolophorus_veranyi","Symbolophorus","Myctophidae","Myctophiformes","diurnal",2,"diurnal",""
"3971","symphodus caeruleus","Symphodus caeruleus",FALSE,5559566,FALSE,"sibling_higher",1,"Symphodus_caeruleus","Symphodus","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"3972","symphodus cinereus","Symphodus cinereus",FALSE,879520,FALSE,"sibling_higher",1,"Symphodus_cinereus","Symphodus","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"3973","symphodus mediterraneus","Symphodus mediterraneus",FALSE,730049,FALSE,"",1,"Symphodus_mediterraneus","Symphodus","Labridae","Eupercaria/misc","diurnal",3,"diurnal",""
"3974","symphodus ocellatus","Symphodus ocellatus",FALSE,54416,FALSE,"sibling_higher",1,"Symphodus_ocellatus","Symphodus","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"3975","symphodus roissali","Symphodus roissali",FALSE,876619,FALSE,"sibling_higher",1,"Symphodus_roissali","Symphodus","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"3976","symphodus rostratus","Symphodus rostratus",FALSE,553190,FALSE,"",1,"Symphodus_rostratus","Symphodus","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"3977","symphodus tinca","Symphodus tinca",FALSE,787184,FALSE,"sibling_higher",1,"Symphodus_tinca","Symphodus","Labridae","Eupercaria/misc","diurnal",3,"diurnal",""
"3978","symphodus trutta","Centrolabrus trutta",FALSE,553197,TRUE,"",1,"Centrolabrus_trutta",NA,NA,NA,"diurnal",1,"diurnal",""
"3979","symphurus arawak","Symphurus arawak",FALSE,565892,FALSE,"",1,"Symphurus_arawak","Symphurus","Cynoglossidae","Pleuronectiformes","diurnal",1,"diurnal",""
"3980","symphurus atramentatus","Symphurus atramentatus",FALSE,3640513,FALSE,"",1,"Symphurus_atramentatus","Symphurus","Cynoglossidae","Pleuronectiformes","unclear",1,"unknown",""
"3981","symphurus diomedeanus","Symphurus diomedeanus",FALSE,3640539,FALSE,"",1,"Symphurus_diomedeanus","Symphurus","Cynoglossidae","Pleuronectiformes","diurnal",1,"diurnal",""
"3982","symphurus nigrescens","Symphurus nigrescens",FALSE,527662,FALSE,"",1,"Symphurus_nigrescens","Symphurus","Cynoglossidae","Pleuronectiformes","nocturnal",2,"nocturnal",""
"3983","symphurus plagiusa","Symphurus plagiusa",FALSE,67298,FALSE,"",1,"Symphurus_plagiusa","Symphurus","Cynoglossidae","Pleuronectiformes","nocturnal",2,"nocturnal",""
"3984","symphurus tessellatus","Symphurus tessellatus",FALSE,80407,FALSE,"",1,"Symphurus_tessellatus","Symphurus","Cynoglossidae","Pleuronectiformes","nocturnal",3,"nocturnal",""
"3985","synaptolaemus cingulatus","Synaptolaemus cingulatus",FALSE,3625696,FALSE,"",1,"Synaptolaemus_cingulatus","Synaptolaemus","Anostomidae","Characiformes","diurnal",3,"diurnal",""
"3986","synbranchus marmoratus","Synbranchus marmoratus",FALSE,989907,FALSE,"",1,"Synbranchus_marmoratus","Synbranchus","Synbranchidae","Synbranchiformes","nocturnal",4,"nocturnal",""
"3987","syncrossus helodes","Syncrossus helodes",FALSE,375644,FALSE,"",1,"Syncrossus_helodes","Syncrossus","Botiidae","Cypriniformes","nocturnal",1,"nocturnal",""
"3988","syngnathoides biaculeatus","Syngnathoides biaculeatus",FALSE,763321,FALSE,"",1,"Syngnathoides_biaculeatus","Syngnathoides","Syngnathidae","Syngnathiformes","diurnal",2,"diurnal",""
"3989","syngnathus abaster","Syngnathus abaster",FALSE,774429,FALSE,"",1,"Syngnathus_abaster","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"3990","syngnathus acus","Syngnathus acus",FALSE,774440,FALSE,"",1,"Syngnathus_acus","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",2,"diurnal","GCA 901709675.1"
"3991","syngnathus affinis","Syngnathus affinis",FALSE,3642183,FALSE,"",1,"Syngnathus_affinis","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"3992","syngnathus californiensis","Syngnathus californiensis",FALSE,47465,FALSE,"",1,"Syngnathus_californiensis","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"3993","syngnathus caribbaeus","Syngnathus caribbaeus",FALSE,141510,FALSE,"",1,"Syngnathus_caribbaeus","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"3994","syngnathus dawsoni","Syngnathus dawsoni",FALSE,3642177,FALSE,"",1,"Syngnathus_dawsoni","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"3995","syngnathus euchrous","Syngnathus euchrous",FALSE,3642180,FALSE,"",1,"Syngnathus_euchrous","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"3996","syngnathus exilis","Syngnathus exilis",FALSE,131367,FALSE,"",1,"Syngnathus_exilis","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"3997","syngnathus floridae","Syngnathus floridae",FALSE,774435,FALSE,"",1,"Syngnathus_floridae","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",3,"diurnal",""
"3998","syngnathus folletti","Syngnathus folletti",FALSE,3642191,FALSE,"",1,"Syngnathus_folletti","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",3,"diurnal",""
"3999","syngnathus fuscus","Syngnathus fuscus",FALSE,774449,FALSE,"",1,"Syngnathus_fuscus","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",3,"diurnal",""
"4000","syngnathus insulae","Syngnathus insulae",FALSE,3642190,FALSE,"",1,"Syngnathus_insulae","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"4001","syngnathus leptorhynchus","Syngnathus leptorhynchus",FALSE,774443,FALSE,"",1,"Syngnathus_leptorhynchus","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"4002","syngnathus louisianae","Syngnathus louisianae",FALSE,774414,FALSE,"",1,"Syngnathus_louisianae","Syngnathus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
