"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel2","diel_confidence","genome","NEW"
"2004","gorgasia hawaiiensis","Gorgasia hawaiiensis",FALSE,3642931,FALSE,"",1,"Gorgasia_hawaiiensis","Gorgasia","Congridae","Anguilliformes","diurnal","diurnal",4,"","NEW_SPECIES"
"2005","gorgasia punctata","Gorgasia punctata",FALSE,3642926,FALSE,"",1,"Gorgasia_punctata","Gorgasia","Congridae","Anguilliformes","diurnal","diurnal",1,"",""
"2006","gorogobius nigricinctus","Gorogobius nigricinctus",FALSE,3637916,FALSE,"",1,"Gorogobius_nigricinctus","Gorogobius","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"2007","gouania wildenowi","Gouania willdenowi",FALSE,996934,TRUE,"",1,"Gouania_willdenowi","Gouania","Gobiesocidae","Gobiesociformes","crepuscular/diurnal","crepuscular",1,"GCF 900634775.1","NEW_SPECIES"
"2008","gracila albomarginata","Gracila albomarginata",FALSE,781544,FALSE,"",1,"Gracila_albomarginata","Gracila","Serranidae","Perciformes/Serranoidei","crepuscular","crepuscular",2,"",""
"2009","gramma brasiliensis","Gramma brasiliensis",FALSE,3635328,FALSE,"incertae_sedis_inherited",1,"Gramma_brasiliensis","Gramma","Grammatidae","Ovalentaria/misc","diurnal","diurnal",1,"",""
"2010","gramma linki","Gramma linki",FALSE,3635329,FALSE,"incertae_sedis_inherited",1,"Gramma_linki","Gramma","Grammatidae","Ovalentaria/misc","diurnal","diurnal",1,"",""
"2011","gramma loreto","Gramma loreto",FALSE,300538,FALSE,"incertae_sedis_inherited",1,"Gramma_loreto","Gramma","Grammatidae","Ovalentaria/misc","diurnal","diurnal",3,"",""
"2012","gramma melacara","Gramma melacara",FALSE,910934,FALSE,"incertae_sedis_inherited",1,"Gramma_melacara","Gramma","Grammatidae","Ovalentaria/misc","diurnal","diurnal",1,"",""
"2013","grammistes sexlineatus","Grammistes sexlineatus",FALSE,26913,FALSE,"",1,"Grammistes_sexlineatus","Grammistes","Serranidae","Perciformes/Serranoidei","crepuscular/nocturnal","crepuscular",2,"",""
"2014","grammonus ater","Grammonus ater",FALSE,3629996,FALSE,"",1,"Grammonus_ater","Grammonus","Bythitidae","Ophidiiformes","nocturnal","nocturnal",1,"",""
"2015","grammonus claudei","Grammonus claudei",FALSE,3629995,FALSE,"",1,"Grammonus_claudei","Grammonus","Bythitidae","Ophidiiformes","nocturnal","nocturnal",1,"",""
"2016","grammonus diagrammus","Grammonus diagrammus",FALSE,3630048,FALSE,"",1,"Grammonus_diagrammus","Grammonus","Bythitidae","Ophidiiformes","nocturnal","nocturnal",1,"",""
"2017","grammonus longhursti","Grammonus longhursti",FALSE,3629975,FALSE,"",1,"Grammonus_longhursti","Grammonus","Bythitidae","Ophidiiformes","nocturnal","nocturnal",1,"",""
"2018","grammoplites scaber","Grammoplites scaber",FALSE,489880,FALSE,"",1,"Grammoplites_scaber","Grammoplites","Platycephalidae","Perciformes/Scorpaenoidei","crepuscular/diurnal","crepuscular",3,"",""
"2019","graus nigra","Graus nigra",FALSE,432218,FALSE,"",1,"Graus_nigra","Graus","Girellidae","Centrarchiformes","diurnal","diurnal",1,"",""
"2020","gudusia chapra","Gudusia chapra",FALSE,1071697,FALSE,"",1,"Gudusia_chapra","Gudusia","Clupeidae","Clupeiformes","diurnal","diurnal",3,"","NEW_SPECIES"
"2021","guentheridia formosa","Guentheridia formosa",FALSE,3631230,FALSE,"",1,"Guentheridia_formosa","Guentheridia","Tetraodontidae","Tetraodontiformes","diurnal","diurnal",1,"",""
"2022","gymnammodytes cicerelus","Gymnammodytes cicerelus",FALSE,3639838,FALSE,"",1,"Gymnammodytes_cicerelus","Gymnammodytes","Ammodytidae","Perciformes/Uranoscopoidei","crepuscular/diurnal","crepuscular",1,"","NEW_SPECIES"
"2023","gymnammodytes semisquamatus","Gymnammodytes semisquamatus",FALSE,3639829,FALSE,"",1,"Gymnammodytes_semisquamatus","Gymnammodytes","Ammodytidae","Perciformes/Uranoscopoidei","nocturnal","nocturnal",3,"",""
"2024","gymnapistes marmoratus","Gymnapistes marmoratus",FALSE,728037,FALSE,"",1,"Gymnapistes_marmoratus","Gymnapistes","Tetrarogidae","Perciformes/Scorpaenoidei","nocturnal","nocturnal",3,"",""
"2025","gymnarchus niloticus","Gymnarchus niloticus",FALSE,115490,FALSE,"",1,"Gymnarchus_niloticus","Gymnarchus","Gymnarchidae","Osteoglossiformes","nocturnal","nocturnal",2,"GCA 009936485.1",""
"2026","gymneleotris seminuda","Gymneleotris seminuda",FALSE,3638191,FALSE,"",1,"Gymneleotris_seminuda","Gymneleotris","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"2027","gymnocanthus detrisus","Gymnocanthus detrisus",FALSE,438428,FALSE,"",1,"Gymnocanthus_detrisus","Gymnocanthus","Cottidae","Perciformes/Cottoidei","unclear","unknown",2,"",""
"2028","gymnocanthus galeatus","Gymnocanthus galeatus",FALSE,654468,FALSE,"",1,"Gymnocanthus_galeatus","Gymnocanthus","Cottidae","Perciformes/Cottoidei","unclear","unknown",2,"",""
"2029","gymnocephalus cernua","Gymnocephalus cernua",FALSE,104323,FALSE,"",1,"Gymnocephalus_cernua","Gymnocephalus","Percidae","Perciformes/Percoidei","crepuscular/nocturnal","crepuscular",5,"",""
"2030","gymnocrotaphus curvidens","Gymnocrotaphus curvidens",FALSE,743344,FALSE,"",1,"Gymnocrotaphus_curvidens","Gymnocrotaphus","Sparidae","Eupercaria/misc","diurnal","diurnal",2,"","NEW_SPECIES"
"2031","gymnocypris przewalskii","Gymnocypris przewalskii",FALSE,262419,FALSE,"",1,"Gymnocypris_przewalskii","Gymnocypris","Cyprinidae","Cypriniformes","diurnal","diurnal",3,"","NEW_SPECIES"
"2032","gymnomuraena zebra","Gymnomuraena zebra",FALSE,422079,FALSE,"",1,"Gymnomuraena_zebra","Gymnomuraena","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"2033","gymnorhamphichthys hypostomus","Gymnorhamphichthys hypostomus",FALSE,3621685,FALSE,"",1,"Gymnorhamphichthys_hypostomus","Gymnorhamphichthys","Rhamphichthyidae","Gymnotiformes","nocturnal","nocturnal",5,"",""
"2034","gymnorhamphichthys petiti","Gymnorhamphichthys petiti",FALSE,378641,FALSE,"",1,"Gymnorhamphichthys_petiti","Gymnorhamphichthys","Rhamphichthyidae","Gymnotiformes","nocturnal","nocturnal",4,"","HIGHER_CONF"
"2035","gymnorhamphichthys rondoni","Gymnorhamphichthys rondoni",FALSE,3621683,FALSE,"",1,"Gymnorhamphichthys_rondoni","Gymnorhamphichthys","Rhamphichthyidae","Gymnotiformes","nocturnal","nocturnal",4,"","NEW_SPECIES"
"2036","gymnoscopelus braueri","Gymnoscopelus braueri",FALSE,1028114,FALSE,"",1,"Gymnoscopelus_braueri","Gymnoscopelus","Myctophidae","Myctophiformes","nocturnal","nocturnal",3,"","HIGHER_CONF"
"2037","gymnoscopelus fraseri","Gymnoscopelus fraseri",FALSE,162203,FALSE,"",1,"Gymnoscopelus_fraseri","Gymnoscopelus","Myctophidae","Myctophiformes","nocturnal","nocturnal",2,"",""
"2038","gymnoscopelus nicholsi","Gymnoscopelus nicholsi",FALSE,211050,FALSE,"",1,"Gymnoscopelus_nicholsi","Gymnoscopelus","Myctophidae","Myctophiformes","crepuscular/nocturnal","crepuscular",3,"","HIGHER_CONF"
"2039","gymnoscopelus piabilis","Gymnoscopelus piabilis",FALSE,32564,FALSE,"",1,"Gymnoscopelus_piabilis","Gymnoscopelus","Myctophidae","Myctophiformes","nocturnal","nocturnal",2,"",""
"2040","gymnothorax afer","Gymnothorax afer",FALSE,81775,FALSE,"",1,"Gymnothorax_afer","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"2041","gymnothorax angusticeps","Gymnothorax angusticeps",FALSE,3643672,FALSE,"",1,"Gymnothorax_angusticeps","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2042","gymnothorax bacalladoi","Gymnothorax bacalladoi",FALSE,193190,FALSE,"",1,"Gymnothorax_bacalladoi","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"2043","gymnothorax buroensis","Gymnothorax buroensis",FALSE,342473,FALSE,"",1,"Gymnothorax_buroensis","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2044","gymnothorax castaneus","Gymnothorax castaneus",FALSE,757158,FALSE,"",1,"Gymnothorax_castaneus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2045","gymnothorax dovii","Gymnothorax dovii",FALSE,3643668,FALSE,"",1,"Gymnothorax_dovii","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2046","gymnothorax favagineus","Gymnothorax favagineus",FALSE,143780,FALSE,"",1,"Gymnothorax_favagineus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"2047","gymnothorax fimbriatus","Gymnothorax fimbriatus",FALSE,143775,FALSE,"",1,"Gymnothorax_fimbriatus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"2048","gymnothorax flavimarginatus","Gymnothorax flavimarginatus",FALSE,1095899,FALSE,"",1,"Gymnothorax_flavimarginatus","Gymnothorax","Muraenidae","Anguilliformes","crepuscular","crepuscular",2,"",""
"2049","gymnothorax funebris","Gymnothorax funebris",FALSE,565896,FALSE,"",1,"Gymnothorax_funebris","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",4,"","HIGHER_CONF"
"2050","gymnothorax hubbsi","Gymnothorax hubbsi",FALSE,3643709,FALSE,"",1,"Gymnothorax_hubbsi","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"2051","gymnothorax javanicus","Gymnothorax javanicus",FALSE,143764,FALSE,"",1,"Gymnothorax_javanicus","Gymnothorax","Muraenidae","Anguilliformes","crepuscular/nocturnal","crepuscular",2,"PRJNA702255",""
"2052","gymnothorax kidako","Gymnothorax kidako",FALSE,624720,FALSE,"",1,"Gymnothorax_kidako","Gymnothorax","Muraenidae","Anguilliformes","diurnal","diurnal",1,"",""
"2053","gymnothorax mareei","Gymnothorax mareei",FALSE,3643690,FALSE,"",1,"Gymnothorax_mareei","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"2054","gymnothorax margaritophorus","Gymnothorax margaritophorus",FALSE,358140,FALSE,"",1,"Gymnothorax_margaritophorus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2055","gymnothorax meleagris","Gymnothorax meleagris",FALSE,143756,FALSE,"",1,"Gymnothorax_meleagris","Gymnothorax","Muraenidae","Anguilliformes","diurnal","diurnal",2,"",""
"2056","gymnothorax miliaris","Gymnothorax miliaris",FALSE,51100,FALSE,"",1,"Gymnothorax_miliaris","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"2057","gymnothorax mordax","Gymnothorax mordax",FALSE,462655,FALSE,"",1,"Gymnothorax_mordax","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"2058","gymnothorax moringa","Gymnothorax moringa",FALSE,757142,FALSE,"",1,"Gymnothorax_moringa","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",5,"",""
"2059","gymnothorax nigromarginatus","Gymnothorax nigromarginatus",FALSE,3643684,FALSE,"",1,"Gymnothorax_nigromarginatus","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"2060","gymnothorax ocellatus","Gymnothorax ocellatus",FALSE,630768,FALSE,"",1,"Gymnothorax_ocellatus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",3,"",""
"2061","gymnothorax panamensis","Gymnothorax panamensis",FALSE,3643657,FALSE,"",1,"Gymnothorax_panamensis","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2062","gymnothorax pictus","Gymnothorax pictus",FALSE,630770,FALSE,"",1,"Gymnothorax_pictus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2063","gymnothorax polygonius","Gymnothorax polygonius",FALSE,662026,FALSE,"",1,"Gymnothorax_polygonius","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"2064","gymnothorax porphyreus","Gymnothorax porphyreus",FALSE,3643651,FALSE,"",1,"Gymnothorax_porphyreus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2065","gymnothorax prasinus","Gymnothorax prasinus",FALSE,630756,FALSE,"",1,"Gymnothorax_prasinus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2066","gymnothorax reticularis","Gymnothorax reticularis",FALSE,417203,FALSE,"",1,"Gymnothorax_reticularis","Gymnothorax","Muraenidae","Anguilliformes","crepuscular/nocturnal","crepuscular",1,"","NEW_SPECIES"
"2067","gymnothorax richardsonii","Gymnothorax richardsonii",FALSE,630758,FALSE,"",1,"Gymnothorax_richardsonii","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"2068","gymnothorax saxicola","Gymnothorax saxicola",FALSE,630780,FALSE,"",1,"Gymnothorax_saxicola","Gymnothorax","Muraenidae","Anguilliformes","unclear","unknown",2,"",""
"2069","gymnothorax serratidens","Gymnothorax serratidens",FALSE,3643712,FALSE,"",1,"Gymnothorax_serratidens","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"2070","gymnothorax undulatus","Gymnothorax undulatus",FALSE,768842,FALSE,"",1,"Gymnothorax_undulatus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"2071","gymnothorax unicolor","Gymnothorax unicolor",FALSE,228497,FALSE,"",1,"Gymnothorax_unicolor","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",3,"",""
"2072","gymnothorax vicinus","Gymnothorax vicinus",FALSE,511269,FALSE,"",1,"Gymnothorax_vicinus","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",5,"",""
"2073","gymnothorax woodwardi","Gymnothorax woodwardi",FALSE,3643728,FALSE,"",1,"Gymnothorax_woodwardi","Gymnothorax","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"2074","gymnotus carapo","Gymnotus carapo",FALSE,445408,FALSE,"",1,"Gymnotus_carapo","Gymnotus","Gymnotidae","Gymnotiformes","nocturnal","nocturnal",5,"","HIGHER_CONF"
"2075","gymnotus chimarrao","Gymnotus chimarrao",FALSE,3621560,FALSE,"",1,"Gymnotus_chimarrao","Gymnotus","Gymnotidae","Gymnotiformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"2076","gymnotus coropinae","Gymnotus coropinae",FALSE,463677,FALSE,"",1,"Gymnotus_coropinae","Gymnotus","Gymnotidae","Gymnotiformes","nocturnal","nocturnal",4,"","HIGHER_CONF"
"2077","gymnotus omarorum","Gymnotus omarorum",FALSE,3621556,FALSE,"",1,"Gymnotus_omarorum","Gymnotus","Gymnotidae","Gymnotiformes","nocturnal","nocturnal",5,"","HIGHER_CONF"
"2078","gymnura natalensis","Gymnura natalensis",FALSE,839448,FALSE,"",1,"Gymnura_natalensis","Gymnura","Gymnuridae","Myliobatiformes","crepuscular/nocturnal","crepuscular",4,"","NEW_SPECIES"
"2079","haemulon album","Haemulon album",FALSE,716550,FALSE,"",1,"Haemulon_album","Haemulon","Haemulidae","Eupercaria/misc","unclear","unknown",1,"",""
"2081","haemulon bonariense","Haemulon bonariense",FALSE,716548,FALSE,"",1,"Haemulon_bonariense","Haemulon","Haemulidae","Eupercaria/misc","unclear","unknown",1,"",""
"2082","haemulon boschmae","Haemulon boschmae",FALSE,716546,FALSE,"",1,"Haemulon_boschmae","Haemulon","Haemulidae","Eupercaria/misc","unclear","unknown",1,"",""
"2083","haemulon californiensis","Brachygenys californiensis",FALSE,272144,TRUE,"",1,"Brachygenys_californiensis",NA,NA,NA,"nocturnal","nocturnal",1,"",""
"2084","haemulon carbonarium","Haemulon carbonarium",FALSE,716544,FALSE,"",1,"Haemulon_carbonarium","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"2085","haemulon chrysargyreum","Brachygenys chrysargyreum",FALSE,716554,TRUE,"",1,"Brachygenys_chrysargyreum",NA,NA,NA,"nocturnal","nocturnal",2,"",""
"2086","haemulon flaviguttatum","Haemulon flaviguttatum",FALSE,716552,FALSE,"",1,"Haemulon_flaviguttatum","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"",""
"2087","haemulon flavolineatum","Haemulon flavolineatum",FALSE,432196,FALSE,"",1,"Haemulon_flavolineatum","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",4,"",""
"2088","haemulon macrostomum","Haemulon macrostomum",FALSE,193037,FALSE,"",1,"Haemulon_macrostomum","Haemulon","Haemulidae","Eupercaria/misc","unclear","unknown",1,"",""
"2089","haemulon maculicauda","Haemulon maculicauda",FALSE,193039,FALSE,"",1,"Haemulon_maculicauda","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"",""
"2090","haemulon melanurum","Haemulon melanurum",FALSE,193041,FALSE,"",1,"Haemulon_melanurum","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"2091","haemulon parra","Haemulon parra",FALSE,115721,FALSE,"",1,"Haemulon_parra","Haemulon","Haemulidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2092","haemulon plumieri","Haemulon plumierii",FALSE,1050735,TRUE,"",1,"Haemulon_plumierii","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",3,"",""
"2094","haemulon sciurus","Haemulon sciurus",FALSE,743327,FALSE,"",1,"Haemulon_sciurus","Haemulon","Haemulidae","Eupercaria/misc","crepuscular/nocturnal","crepuscular",4,"",""
"2095","haemulon scudderii","Haemulon scudderii",FALSE,115729,FALSE,"",1,"Haemulon_scudderii","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",1,"",""
"2096","haemulon serrula","Haemulon serrula",FALSE,3633363,FALSE,"",1,"Haemulon_serrula","Haemulon","Haemulidae","Eupercaria/misc","unclear","unknown",1,"",""
"2097","haemulon sexfasciatum","Haemulon sexfasciatum",FALSE,193043,FALSE,"",1,"Haemulon_sexfasciatum","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",3,"",""
"2098","haemulon squamipinna","Haemulon squamipinna",FALSE,193031,FALSE,"",1,"Haemulon_squamipinna","Haemulon","Haemulidae","Eupercaria/misc","unclear","unknown",1,"",""
"2099","haemulon steindachneri","Haemulon steindachneri",FALSE,193033,FALSE,"",1,"Haemulon_steindachneri","Haemulon","Haemulidae","Eupercaria/misc","crepuscular/nocturnal","crepuscular",3,"",""
"2100","haemulon striatum","Haemulon striatum",FALSE,193035,FALSE,"",1,"Haemulon_striatum","Haemulon","Haemulidae","Eupercaria/misc","nocturnal","nocturnal",3,"",""
"2101","haemulon vittatum","Haemulon vittatum",FALSE,540860,FALSE,"",1,"Haemulon_vittatum","Haemulon","Haemulidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2102","halaphritis platycephala","Halaphritis platycephala",FALSE,3635396,FALSE,"",1,"Halaphritis_platycephala","Halaphritis","Bovichtidae","Perciformes/Notothenioidei","nocturnal","nocturnal",2,"",""
"2103","halichoeres adustus","Halichoeres adustus",FALSE,171297,FALSE,"",1,"Halichoeres_adustus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2104","halichoeres bathyphilus","Halichoeres bathyphilus",FALSE,853983,FALSE,"",1,"Halichoeres_bathyphilus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2105","halichoeres bivittatus","Halichoeres bivittatus",FALSE,694396,FALSE,"",1,"Halichoeres_bivittatus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2106","halichoeres brasiliensis","Halichoeres brasiliensis",FALSE,38831,FALSE,"",1,"Halichoeres_brasiliensis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2107","halichoeres burekae","Halichoeres burekae",FALSE,853986,FALSE,"",1,"Halichoeres_burekae","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2108","halichoeres caudalis","Halichoeres caudalis",FALSE,3636601,FALSE,"",1,"Halichoeres_caudalis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2109","halichoeres chierchiae","Halichoeres chierchiae",FALSE,615862,FALSE,"",1,"Halichoeres_chierchiae","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2110","halichoeres chloropterus","Halichoeres chloropterus",FALSE,1015715,FALSE,"",1,"Halichoeres_chloropterus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2111","halichoeres chrysus","Halichoeres chrysus",FALSE,847683,FALSE,"",1,"Halichoeres_chrysus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",5,"",""
"2112","halichoeres cosmetus","Halichoeres cosmetus",FALSE,919450,FALSE,"",1,"Halichoeres_cosmetus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"2113","halichoeres cyanocephalus","Halichoeres cyanocephalus",FALSE,729823,FALSE,"",1,"Halichoeres_cyanocephalus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2115","halichoeres discolor","Halichoeres discolor",FALSE,393452,FALSE,"",1,"Halichoeres_discolor","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2116","halichoeres dispilus","Halichoeres dispilus",FALSE,762170,FALSE,"",1,"Halichoeres_dispilus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2117","halichoeres garnoti","Halichoeres garnoti",FALSE,665840,FALSE,"",1,"Halichoeres_garnoti","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2118","halichoeres hortulanus","Halichoeres hortulanus",FALSE,694390,FALSE,"",1,"Halichoeres_hortulanus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2119","halichoeres insularis","Halichoeres insularis",FALSE,406379,FALSE,"",1,"Halichoeres_insularis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2120","halichoeres iridis","Halichoeres iridis",FALSE,17070,FALSE,"",1,"Halichoeres_iridis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"","NEW_SPECIES"
"2121","halichoeres maculipinna","Halichoeres maculipinna",FALSE,955368,FALSE,"",1,"Halichoeres_maculipinna","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2122","halichoeres malpelo","Halichoeres malpelo",FALSE,3636587,FALSE,"",1,"Halichoeres_malpelo","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2123","halichoeres marginatus","Halichoeres marginatus",FALSE,694408,FALSE,"",1,"Halichoeres_marginatus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2124","halichoeres melanotis","Halichoeres melanotis",FALSE,615856,FALSE,"",1,"Halichoeres_melanotis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2125","halichoeres melasmapomus","Halichoeres melasmapomus",FALSE,1015694,FALSE,"",1,"Halichoeres_melasmapomus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2126","halichoeres nicholsi","Halichoeres nicholsi",FALSE,694402,FALSE,"",1,"Halichoeres_nicholsi","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2127","halichoeres notospilus","Halichoeres notospilus",FALSE,694414,FALSE,"",1,"Halichoeres_notospilus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2128","halichoeres ornatissimus","Halichoeres ornatissimus",FALSE,1015697,FALSE,"",1,"Halichoeres_ornatissimus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2130","halichoeres pictus","Halichoeres pictus",FALSE,173446,FALSE,"",1,"Halichoeres_pictus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2131","halichoeres poecilopterus","Parajulis poecilepterus",FALSE,127504,TRUE,"",1,"Parajulis_poecilepterus","Parajulis","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2132","halichoeres poeyi","Halichoeres poeyi",FALSE,38828,FALSE,"",1,"Halichoeres_poeyi","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2133","halichoeres radiatus","Halichoeres radiatus",FALSE,694417,FALSE,"",1,"Halichoeres_radiatus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2134","halichoeres rubrovirens","Halichoeres rubrovirens",FALSE,615854,FALSE,"",1,"Halichoeres_rubrovirens","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2135","halichoeres salmofasciatus","Halichoeres salmofasciatus",FALSE,393465,FALSE,"",1,"Halichoeres_salmofasciatus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2136","halichoeres sazimai","Halichoeres sazimai",FALSE,824650,FALSE,"",1,"Halichoeres_sazimai","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2137","halichoeres scapularis","Halichoeres scapularis",FALSE,302360,FALSE,"",1,"Halichoeres_scapularis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"2138","halichoeres semicinctus","Halichoeres semicinctus",FALSE,467218,FALSE,"",1,"Halichoeres_semicinctus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",3,"",""
"2139","halichoeres socialis","Halichoeres socialis",FALSE,762164,FALSE,"",1,"Halichoeres_socialis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"2140","halichoeres tenuispinis","Halichoeres tenuispinis",FALSE,1095891,FALSE,"",1,"Halichoeres_tenuispinis","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",5,"",""
"2141","halichoeres trimaculatus","Halichoeres trimaculatus",FALSE,942026,FALSE,"",1,"Halichoeres_trimaculatus","Halichoeres","Labridae","Eupercaria/misc","diurnal","diurnal",5,"",""
"2142","halieutichthys aculeatus","Halieutichthys aculeatus",FALSE,112532,FALSE,"",1,"Halieutichthys_aculeatus","Halieutichthys","Ogcocephalidae","Lophiiformes","nocturnal","nocturnal",2,"",""
"2143","haliophis guttatus","Haliophis guttatus",FALSE,3633751,FALSE,"incertae_sedis_inherited",1,"Haliophis_guttatus","Haliophis","Pseudochromidae","Ovalentaria/misc","diurnal","diurnal",3,"","HIGHER_CONF"
"2144","halobatrachus didactylus","Halobatrachus didactylus",FALSE,706472,FALSE,"",1,"Halobatrachus_didactylus","Halobatrachus","Batrachoididae","Batrachoidiformes","nocturnal","nocturnal",3,"",""
"2145","hampala bimaculata","Hampala bimaculata",FALSE,653118,FALSE,"",1,"Hampala_bimaculata","Hampala","Cyprinidae","Cypriniformes","nocturnal","nocturnal",4,"","NEW_SPECIES"
"2146","hampala macrolepidota","Hampala macrolepidota",FALSE,110134,FALSE,"",1,"Hampala_macrolepidota","Hampala","Cyprinidae","Cypriniformes","diurnal","diurnal",1,"","NEW_SPECIES"
