"Species_name","Order","Suborder","Parvorder","Family","Diel_Pattern","max_crep","max_dinoc","Confidence","tips"
"Philantomba monticola","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",4,"Philantomba_monticola"
"Philantomba walteri","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",3,"Philantomba_walteri"
"Porcula salvania","Artiodactyla","Suina","non-cetacean","Suidae","diurnal","diurnal","diurnal",2,"Porcula_salvania"
"Potamochoerus larvatus","Artiodactyla","Suina","non-cetacean","Suidae","nocturnal","nocturnal","nocturnal",1,"Potamochoerus_larvatus"
"Potamochoerus porcus","Artiodactyla","Suina","non-cetacean","Suidae","cathemeral","cathemeral","cathemeral",4,"Potamochoerus_porcus"
"Procapra gutturosa","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",1,"Procapra_gutturosa"
"Procapra picticaudata","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",2,"Procapra_picticaudata"
"Procapra przewalskii","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",2,"Procapra_przewalskii"
"Pseudois nayaur","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",3,"Pseudois_nayaur"
"Pseudoryx nghetinhensis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",5,"Pseudoryx_nghetinhensis"
"Pudu mephistophiles","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal/crepuscular","crepuscular","nocturnal",1,"Pudu_mephistophiles"
"Pudu puda","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal",3,"Pudu_puda"
"Rangifer tarandus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","cathemeral/crepuscular","crepuscular","crepuscular",5,"Rangifer_tarandus"
"Raphicerus campestris","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",3,"Raphicerus_campestris"
"Raphicerus melanotis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal/crepuscular","crepuscular","nocturnal",1,"Raphicerus_melanotis"
"Raphicerus sharpei","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal/crepuscular","crepuscular","nocturnal",1,"Raphicerus_sharpei"
"Redunca arundinum","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal/crepuscular","crepuscular","nocturnal",1,"Redunca_arundinum"
"Redunca fulvorufula","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",4,"Redunca_fulvorufula"
"Redunca redunca","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",3,"Redunca_redunca"
"Rucervus duvaucelii","Artiodactyla","Ruminantia","non-cetacean","Cervidae","cathemeral/crepuscular","crepuscular","crepuscular",4,"Rucervus_duvaucelii"
"Rucervus eldii","Artiodactyla","Ruminantia","non-cetacean","Cervidae","cathemeral/crepuscular","crepuscular","crepuscular",2,"Rucervus_eldii"
"Rupicapra pyrenaica","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",2,"Rupicapra_pyrenaica"
"Rupicapra rupicapra","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",4,"Rupicapra_rupicapra"
"Rusa alfredi","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal",1,"Rusa_alfredi"
"Rusa marianna","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal",1,"Rusa_marianna"
"Rusa timorensis","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal",3,"Rusa_timorensis"
"Rusa unicolor","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal",3,"Rusa_unicolor"
"Saiga tatarica","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",1,"Saiga_tatarica"
"Sus ahoenobarbus","Artiodactyla","Suina","non-cetacean","Suidae","nocturnal/crepuscular","crepuscular","nocturnal",1,"Sus_ahoenobarbus"
"Sus barbatus","Artiodactyla","Suina","non-cetacean","Suidae","diurnal/crepuscular","crepuscular","diurnal",3,"Sus_barbatus"
"Sus cebifrons","Artiodactyla","Suina","non-cetacean","Suidae","nocturnal","nocturnal","nocturnal",1,"Sus_cebifrons"
"Sus celebensis","Artiodactyla","Suina","non-cetacean","Suidae","nocturnal/crepuscular","crepuscular","nocturnal",1,"Sus_celebensis"
"Sus oliveri","Artiodactyla","Suina","non-cetacean","Suidae","cathemeral","cathemeral","cathemeral",1,"Sus_oliveri"
"Sus philippensis","Artiodactyla","Suina","non-cetacean","Suidae","nocturnal","nocturnal","nocturnal",3,"Sus_philippensis"
"Sus scrofa","Artiodactyla","Suina","non-cetacean","Suidae","cathemeral","cathemeral","cathemeral",3,"Sus_scrofa"
"Sus verrucosus","Artiodactyla","Suina","non-cetacean","Suidae","cathemeral/crepuscular","crepuscular","crepuscular",3,"Sus_verrucosus"
"Sylvicapra grimmia","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal/crepuscular","crepuscular","nocturnal",3,"Sylvicapra_grimmia"
"Syncerus caffer","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal/crepuscular","crepuscular","nocturnal",4,"Syncerus_caffer"
"Tayassu pecari","Artiodactyla","Suina","non-cetacean","Tayassuidae","diurnal","diurnal","diurnal",4,"Tayassu_pecari"
"Tetracerus quadricornis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",3,"Tetracerus_quadricornis"
"Tragelaphus angasii","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal/crepuscular","crepuscular","diurnal",3,"Tragelaphus_angasii"
"Tragelaphus buxtoni","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",4,"Tragelaphus_buxtoni"
"Tragelaphus derbianus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",3,"Tragelaphus_derbianus"
"Tragelaphus eurycerus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal",3,"Tragelaphus_eurycerus"
"Tragelaphus imberbis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal",1,"Tragelaphus_imberbis"
"Tragelaphus oryx","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",4,"Tragelaphus_oryx"
"Tragelaphus scriptus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal/crepuscular","crepuscular","nocturnal",4,"Tragelaphus_scriptus"
"Tragelaphus spekii","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral/crepuscular","crepuscular","crepuscular",3,"Tragelaphus_spekii"
"Tragelaphus strepsiceros","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal",3,"Tragelaphus_strepsiceros"
"Tragelaphus sylvaticus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral",4,"Tragelaphus_sylvaticus"
"Tragulus javanicus","Artiodactyla","Ruminantia","non-cetacean","Tragulidae","diurnal/crepuscular","crepuscular","diurnal",4,"Tragulus_javanicus"
"Tragulus kanchil","Artiodactyla","Ruminantia","non-cetacean","Tragulidae","cathemeral/crepuscular","crepuscular","crepuscular",5,"Tragulus_kanchil"
"Tragulus napu","Artiodactyla","Ruminantia","non-cetacean","Tragulidae","cathemeral","cathemeral","cathemeral",3,"Tragulus_napu"
"Tragulus nigricans","Artiodactyla","Ruminantia","non-cetacean","Tragulidae","nocturnal","nocturnal","nocturnal",1,"Tragulus_nigricans"
"Tragulus versicolor","Artiodactyla","Ruminantia","non-cetacean","Tragulidae","diurnal","diurnal","diurnal",3,"Tragulus_versicolor"
"Tragulus williamsoni","Artiodactyla","Ruminantia","non-cetacean","Tragulidae","diurnal/crepuscular","crepuscular","diurnal",3,"Tragulus_williamsoni"
"Vicugna vicugna","Artiodactyla","Tylopoda","non-cetacean","Camelidae","diurnal","diurnal","diurnal",2,"Vicugna_vicugna"
