Species,State,Activity,NocGeiger,ActNOC,DiuGeiger,ActDIU,Lit,Family,Order,Class
Typhlops_angolensis,NOC,1,1,1,1,1,Spawls et al 2006,Typhlopidae,Serpentes,Lepidosauria
Uropeltis_liura,NOC,1,1,1,1,1,Whitaker and Captain  2004,Uropeltidae,Serpentes,Lepidosauria
Agkistrodon_contortrix,ARR,3,1,1,2,0,Conant and Collins 1998,Viperidae,Serpentes,Lepidosauria
Atheris_squamigera,NOC,1,1,1,1,1,Spawls et al. 2002,Viperidae,Serpentes,Lepidosauria
Bitis_arietans,NOC,1,1,1,1,1,Spawls et al. 2002,Viperidae,Serpentes,Lepidosauria
Bothriechis_schlegelii,NOC,1,1,1,1,1,Lee 2000,Viperidae,Serpentes,Lepidosauria
Causus_rhombeatus,ARR,3,1,1,2,0,Spawls et al. 2002,Viperidae,Serpentes,Lepidosauria
Crotalus_durissus,ARR,3,1,1,2,0,Lee 2000,Viperidae,Serpentes,Lepidosauria
Daboia_russelii,NOC,1,1,1,1,1,Whitaker and Captain  2004,Viperidae,Serpentes,Lepidosauria
Echis_carinatus,NOC,1,1,1,1,1,Whitaker and Captain  2004,Viperidae,Serpentes,Lepidosauria
Hypnale_hypnale,NOC,1,1,1,1,1,Whitaker and Captain  2004,Viperidae,Serpentes,Lepidosauria
Macrovipera_lebetina,ARR,3,1,1,2,0,Whitaker and Captain  2004,Viperidae,Serpentes,Lepidosauria
Ovophis_monticola,NOC,1,1,1,1,1,Whitaker and Captain  2004,Viperidae,Serpentes,Lepidosauria
Porthidium_nasutum,NOC,1,1,1,1,1,Lee 2000,Viperidae,Serpentes,Lepidosauria
Protobothrops_jerdonii,NOC,1,1,1,1,1,Whitaker and Captain  2004,Viperidae,Serpentes,Lepidosauria
Trimeresurus_gramineus,NOC,1,1,1,1,1,Whitaker and Captain  2004,Viperidae,Serpentes,Lepidosauria
Achalinus_rufescens,NOC,1,1,1,1,1,Goris and Maeda 2004,Xenodermatidae,Serpentes,Lepidosauria
Xenopeltis_unicolor,NOC,1,1,1,1,1,Martins and Rosa 2012,Xenopeltidae,Serpentes,Lepidosauria
Acanthochelys_macrocephala,DIU,2,2,0,2,0,Rhodin et al 2009,Chelidae,Pleurodira,Testudines
Acanthochelys_radiolata,DIU,2,2,0,2,0,Mocelin et al 2008,Chelidae,Pleurodira,Testudines
Acanthochelys_spixii,NOC,1,1,1,1,1,Brasil et al 2011,Chelidae,Pleurodira,Testudines
Chelodina_longicollis,DIU,2,2,0,2,0,Graham et al 1996,Chelidae,Pleurodira,Testudines
Elseya_latisternum,DIU,2,2,0,2,0,King and Heatwole 1994,Chelidae,Pleurodira,Testudines
Phrynops_gibbus,NOC,1,1,1,1,1,Mittermeier et al 1978,Chelidae,Pleurodira,Testudines
Pelomedusa_subrufa,DIU,2,2,0,2,0,Luiselli 2009,Pelomedusidae,Pleurodira,Testudines
Pelusios_williamsi,DIU,2,2,0,2,0,Luiselli 2009,Pelomedusidae,Pleurodira,Testudines
Erymnochelys_madagascariensis,DIU,2,2,0,2,0,Luiselli 2009,Podocnemidae,Pleurodira,Testudines
Podocnemis_erythrocephala,DIU,2,2,0,2,0,Schineider et al 2010,Podocnemidae,Pleurodira,Testudines
Podocnemis_expansa,DIU,2,2,0,2,0,Mittermeier 1975,Podocnemidae,Pleurodira,Testudines
Podocnemis_unifilis,DIU,2,2,0,2,0,Norris et al 2011,Podocnemidae,Pleurodira,Testudines
Carettochelys_insculpta,ARR,3,1,1,2,0,Davies 2005,Carretochelyidae,Cryptodira,Testudines
Caretta_caretta,ARR,3,1,1,2,0,Susic 1972,Cheloniidae,Cryptodira,Testudines
Chelonia_mydas,ARR,3,1,1,2,0,Seminoff and Jones 2006,Cheloniidae,Cryptodira,Testudines
Eretmochelys_imbricata,DIU,2,2,0,2,0,Dam and Diez 1997,Cheloniidae,Cryptodira,Testudines
Lepidochelys_olivacea,ARR,3,1,1,2,0,McMahon et al 2007,Cheloniidae,Cryptodira,Testudines
Chelydra_serpentina,CRE,4,1,1,2,0,Smith and Iverson 2004,Chelydridae,Cryptodira,Testudines
Macrochelys_temminckii,NOC,1,1,1,1,1,Riedle et al 2006,Chelydridae,Cryptodira,Testudines
Dermatemys_mawii,NOC,1,1,1,1,1,Lee 2000,Dermatemydidae,Cryptodira,Testudines
Dermochelys_coriacea,ARR,3,1,1,2,0,Eckert et al 1986,Dermochelyidae,Cryptodira,Testudines
Actinemys_marmorata,DIU,2,2,0,2,0,Reese 1998,Emydidae,Cryptodira,Testudines
Chrysemys_picta,DIU,2,2,0,2,0,Harding 2000,Emydidae,Cryptodira,Testudines
Clemmys_guttata,DIU,2,2,0,2,0,Harding 2000,Emydidae,Cryptodira,Testudines
Deirochelys_reticularia,DIU,2,2,0,2,0,Buhlmann 1995,Emydidae,Cryptodira,Testudines
Emydoidea_blandingii,ARR,3,1,1,2,0,Harding 2000,Emydidae,Cryptodira,Testudines
Glyptemys_insculpta,DIU,2,2,0,2,0,Tamplin 2006,Emydidae,Cryptodira,Testudines
Glyptemys_muhlenbergii,DIU,2,2,0,2,0,Pittman and Dorcas 2009,Emydidae,Cryptodira,Testudines
Graptemys_geographica,DIU,2,2,0,2,0,Harding 2000,Emydidae,Cryptodira,Testudines
Malaclemys_terrapin,DIU,2,2,0,2,0,Burger 1977,Emydidae,Cryptodira,Testudines
Pseudemys_concinna,DIU,2,2,0,2,0,Buhlmann and Vaughan 1991,Emydidae,Cryptodira,Testudines
Terrapene_ornata,DIU,2,2,0,2,0,Degenhardt et al 1996,Emydidae,Cryptodira,Testudines
Trachemys_gaigeae,DIU,2,2,0,2,0,Degenhardt et al 1996,Emydidae,Cryptodira,Testudines
Trachemys_scripta_elegans,DIU,2,2,0,2,0,Gopar-Canales et al 2010,Emydidae,Cryptodira,Testudines
Cyclemys_sp._gemeli,DIU,2,2,0,2,0,Praschag et al 2009,Geoemydidae,Cryptodira,Testudines
Batagur_baska,NOC,1,1,1,1,1,Duli 2009,Geoemydidae,Cryptodira,Testudines
Callagur_borneoensis,NOC,1,1,1,1,1,Duli 2009,Geoemydidae,Cryptodira,Testudines
Cuora_amboinensis_amboinensis,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_aurocapitata,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_flavomarginata_evelynae,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_galbinifrons,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_mccordi,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_pani,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_picturata,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_trifasciata,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Cuora_zhoui,DIU,2,2,0,2,0,Cook 2008,Geoemydidae,Cryptodira,Testudines
Geoemyda_spengleri,DIU,2,2,0,2,0,Buskirk 1993,Geoemydidae,Cryptodira,Testudines
Heosemys_depressa,ARR,3,1,1,2,0,Platt et al 2010,Geoemydidae,Cryptodira,Testudines
Heosemys_spinosa,DIU,2,2,0,2,0,Palika 2001,Geoemydidae,Cryptodira,Testudines
Kachuga_dhongoka,DIU,2,2,0,2,0,Chauhan and Andrews 2006,Geoemydidae,Cryptodira,Testudines
Malayemys_subtrijuga,DIU,2,2,0,2,0,Brophy 2002,Geoemydidae,Cryptodira,Testudines
Mauremys_caspica,DIU,2,2,0,2,0,Sidis and Gasith 1985,Geoemydidae,Cryptodira,Testudines
Mauremys_reevesii,DIU,2,2,0,2,0,Lovich et al 2011,Geoemydidae,Cryptodira,Testudines
Mauremys_rivulata,DIU,2,2,0,2,0,Rifai and Amr 2004,Geoemydidae,Cryptodira,Testudines
Rhinoclemmys_funerea,NOC,1,1,1,1,1,Savage 2002,Geoemydidae,Cryptodira,Testudines
Rhinoclemmys_pulcherrima_incisa,DIU,2,2,0,2,0,Savage 2002,Geoemydidae,Cryptodira,Testudines
Sacalia_quadriocellata,DIU,2,2,0,2,0,Liu et al 2009,Geoemydidae,Cryptodira,Testudines
Sternotherus_odoratus,CRE,4,1,1,2,0,Smith and Iverson 2004,Kinosternidae,Cryptodira,Testudines
Platysternon_megacephalum,NOC,1,1,1,1,1,Pipatsawasdikul et al 2010,Platysternidae,Cryptodira,Testudines
Geochelone_carbonaria,DIU,2,2,0,2,0,Moskovits Kiester 1987,Testudinidae,Cryptodira,Testudines
Geochelone_chilensis,DIU,2,2,0,2,0,Buskirk 1993,Testudinidae,Cryptodira,Testudines
Geochelone_denticulata,DIU,2,2,0,2,0,Moskovits Kiester 1987,Testudinidae,Cryptodira,Testudines
Geochelone_elegans,DIU,2,2,0,2,0,Vyas 2005,Testudinidae,Cryptodira,Testudines
Geochelone_nigra_becki,DIU,2,2,0,2,0,Rivera et al 2011,Testudinidae,Cryptodira,Testudines
Geochelone_radiata,DIU,2,2,0,2,0,Burchfield et al 1980,Testudinidae,Cryptodira,Testudines
Geochelone_sulcata,DIU,2,2,0,2,0,Grubb 1971,Testudinidae,Cryptodira,Testudines
Gopherus_agassizii,DIU,2,2,0,2,0,Peterson et al 1996,Testudinidae,Cryptodira,Testudines
Gopherus_berlanderi,DIU,2,2,0,2,0,Judd and Rose 1983,Testudinidae,Cryptodira,Testudines
Gopherus_flavomarginatus,DIU,2,2,0,2,0,Ayala-Guerrero et al 1988,Testudinidae,Cryptodira,Testudines
Gopherus_polyphemus,DIU,2,2,0,2,0,Douglass and Layne 1978,Testudinidae,Cryptodira,Testudines
Homopus_aerolatus,DIU,2,2,0,2,0,Brown et al 2005,Testudinidae,Cryptodira,Testudines
Indotestudo_travancorica,DIU,2,2,0,2,0,Deepak et al 2011,Testudinidae,Cryptodira,Testudines
Kinixys_spekii,DIU,2,2,0,2,0,Hailey and Coulson 1996,Testudinidae,Cryptodira,Testudines
Malacochersus_tornieri,DIU,2,2,0,2,0,Malonza 2003,Testudinidae,Cryptodira,Testudines
Psammobates_pardalis,DIU,2,2,0,2,0,Raiti and Haramati 1997,Testudinidae,Cryptodira,Testudines
Pyxis_arachnoides,DIU,2,2,0,2,0,Moroni et al 2006,Testudinidae,Cryptodira,Testudines
Testudo_horsfieldii,DIU,2,2,0,2,0,Lagarde et al 2002,Testudinidae,Cryptodira,Testudines
Testudo_kleinmanni,DIU,2,2,0,2,0,Geffen and Mendelssohn 1989,Testudinidae,Cryptodira,Testudines
Apalone_ferox,DIU,2,2,0,2,0,Prassack et al 2001,Trionychidae,Cryptodira,Testudines
Apalone_mutica,DIU,2,2,0,2,0,Smith and Iverson 2004,Trionychidae,Cryptodira,Testudines
Aspideretes_gangeticus,DIU,2,2,0,2,0,Chakraborty et al 2004,Trionychidae,Cryptodira,Testudines
Cyclanorbis_elegans,NOC,1,1,1,1,1,Luiselli 2009,Trionychidae,Cryptodira,Testudines
Cyclanorbis_senegalensis,NOC,1,1,1,1,1,Luiselli 2009,Trionychidae,Cryptodira,Testudines
Cycloderma_aubryi,NOC,1,1,1,1,1,Luiselli 2009,Trionychidae,Cryptodira,Testudines
Cycloderma_frenatum,NOC,1,1,1,1,1,Luiselli 2009,Trionychidae,Cryptodira,Testudines
Palea_steindachneri,DIU,2,2,0,2,0,Radford 2011,Trionychidae,Cryptodira,Testudines
Rafetus_euphraticus,DIU,2,2,0,2,0,Ghaffari et al 2008,Trionychidae,Cryptodira,Testudines
Trionyx_triunguis,NOC,1,1,1,1,1,Luiselli 2009,Trionychidae,Cryptodira,Testudines
Alligator_mississippiensis,NOC,1,1,1,1,1,Schwab and Brooks 2002,Alligatoridae,,Crocodylia
Alligator_sinensis,NOC,1,1,1,1,1,Thorbjarnarson et al 2001,Alligatoridae,,Crocodylia
Paleosuchus_palpebrosus,NOC,1,1,1,1,1,Martin 2008,Alligatoridae,,Crocodylia
Paleosuchus_trigonatus,NOC,1,1,1,1,1,Duellman 2005,Alligatoridae,,Crocodylia
Melanosuchus_niger,NOC,1,1,1,1,1,Martin 2008,Alligatoridae,,Crocodylia
Caiman_yacare,NOC,1,1,1,1,1,Martin 2008,Alligatoridae,,Crocodylia
Caiman_crocodilus,NOC,1,1,1,1,1,Duellman 2005,Alligatoridae,,Crocodylia
Caiman_latirostris,NOC,1,1,1,1,1,Martin 2008,Alligatoridae,,Crocodylia
Crocodylus_siamensis,NOC,1,1,1,1,1,Martin 2008,Crocodylidae,,Crocodylia
Crocodylus_palustris,NOC,1,1,1,1,1,Martin 2008,Crocodylidae,,Crocodylia
Crocodylus_porosus,NOC,1,1,1,1,1,Cogger 1992,Crocodylidae,,Crocodylia
Crocodylus_acutus,NOC,1,1,1,1,1,Martin 2008,Crocodylidae,,Crocodylia
Crocodylus_intermedius,NOC,1,1,1,1,1,Martin 2008,Crocodylidae,,Crocodylia
Crocodylus_moreletii,NOC,1,1,1,1,1,Martin 2008,Crocodylidae,,Crocodylia
Crocodylus_rhombifer,NOC,1,1,1,1,1,Martin 2008,Crocodylidae,,Crocodylia
Crocodylus_niloticus,NOC,1,1,1,1,1,Martin 2008,Crocodylidae,,Crocodylia
Osteolaemus_tetraspis,NOC,1,1,1,1,1,Spawls et al 2002,Crocodylidae,,Crocodylia
Gavialis_gangeticus,NOC,1,1,1,1,1,Martin 2008,Gavialidae,,Crocodylia
Tomistoma_schlegelii,NOC,1,1,1,1,1,Martin 2008,Gavialidae,,Crocodylia
Aix_sponsa,DIU,2,2,0,2,0,Gavrilov 2014,Anatidae,Anseriformes,Aves
Anas_platyrhynchos,DIU,2,2,0,2,0,Gavrilov 2014,Anatidae,Anseriformes,Aves
Anser_anser,DIU,2,2,0,2,0,Knowlton et al. 1909,Anatidae,Anseriformes,Aves
Aythya_affinis,DIU,2,2,0,2,0,La 2012,Anatidae,Anseriformes,Aves
Clangula_hyemalis,DIU,2,2,0,2,0,La 2012,Anatidae,Anseriformes,Aves
Cygnus_olor,DIU,2,2,0,2,0,Brown et al 1982,Anatidae,Anseriformes,Aves
Dendrocygna_autumnalis,ARR,3,1,1,2,0,Knowlton et al. 1909,Anatidae,Anseriformes,Aves
Dendrocygna_bicolor,DIU,2,2,0,2,0,Brown et al 1982,Anatidae,Anseriformes,Aves
Tadorna_ferruginea,DIU,2,2,0,2,0,Brown et al 1982,Anatidae,Anseriformes,Aves
Chauna_torquata,DIU,2,2,0,2,0,del Hoyo et al 1992,Anhimidae,Anseriformes,Aves
Apus_apus,DIU,2,2,0,2,0,Buurma 2000,Apodidae,Apodiformes,Aves
Chaetura_pelagica,DIU,2,2,0,2,0,Gilliard 1958,Apodidae,Apodiformes,Aves
Cypsiurus_parvus,DIU,2,2,0,2,0,Fry et al 1988,Apodidae,Apodiformes,Aves
Streptoprocne_zonaris,DIU,2,2,0,2,0,Gilliard 1958,Apodidae,Apodiformes,Aves
Tachymarptis_melba,DIU,2,2,0,2,0,Fry et al 1988,Apodidae,Apodiformes,Aves
Aglaiocercus_coelestis,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Amazilia_tobaci,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Amazilia_yucatanensis,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Archilochus_alexandri,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Calypte_anna,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Calypte_costae,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Colibri_thalassinus,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Cynanthus_latirostris,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Ensifera_ensifera,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Eugenes_fulgens,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Eupetomena_macroura,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Lampornis_amethystinus,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Lampornis_clemenciae,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Patagona_gigas,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Phaethornis_longuemareus,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Phaethornis_superciliosus,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Selasphorus_rufus,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Selasphorus_sasin,DIU,2,2,0,2,0,Gilliard 1958,Trochilidae,Apodiformes,Aves
Stellula_calliope,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Threnetes_ruckeri,DIU,2,2,0,2,0,Schleucher 2004,Trochilidae,Apodiformes,Aves
Apteryx_australis,NOC,1,1,1,1,1,del Hoyo et al 1992,Apterygidae,Apterygiformses,Aves
Aegotheles_cristatus,NOC,1,1,1,1,1,Brigham et al 1998,Aegothelidae,Caprimulgiformes,Aves
Caprimulgus_vociferus,NOC,1,1,1,1,1,La 2012,Caprimulgidae,Caprimulgiformes,Aves
Chordeiles_acutipennis,NOC,1,1,1,1,1,La 2012,Caprimulgidae,Caprimulgiformes,Aves
Chordeiles_minor,NOC,1,1,1,1,1,Shields and Bildstein 1979,Caprimulgidae,Caprimulgiformes,Aves
Nyctidromus_albicollis,NOC,1,1,1,1,1,Rojas et al 2004,Caprimulgidae,Caprimulgiformes,Aves
Phalaenoptilus_nuttallii,NOC,1,1,1,1,1,Brigham and Barclay 1992,Caprimulgidae,Caprimulgiformes,Aves
Podargus_strigoides,NOC,1,1,1,1,1,Kortner et al 2001,Podargidae,Caprimulgiformes,Aves
Steatornis_caripensis,NOC,1,1,1,1,1,Rojas et al 2004,Steatornithidae,Caprimulgiformes,Aves
Casuarius_casuarius,DIU,2,2,0,2,0,Moore 2007,Casuariidae,Casuariiformes,Aves
Aethia_pusilla,DIU,2,2,0,2,0,La 2012,Alcidae,Charadriiformes,Aves
Synthliboramphus_hypoleucus,NOC,1,1,1,1,1,La 2012,Alcidae,Charadriiformes,Aves
Burhinus_oedicnemus,NOC,1,1,1,1,1,Urban et al 1986,Burhinidae,Charadriiformes,Aves
Charadrius_marginatus,ARR,3,1,1,2,0,Stuart and Stuart 1999,Charadriidae,Charadriiformes,Aves
Eudromias_morinellus,NOC,1,1,1,1,1,Stuart and Stuart 1999,Charadriidae,Charadriiformes,Aves
Vanellus_miles,ARR,3,1,1,2,0,Gilliard 1958,Charadriidae,Charadriiformes,Aves
Dromas_ardeola,NOC,1,1,1,1,1,Urban et al 1986,Dromadidae,Charadriiformes,Aves
Glareola_pratincola,CRE,4,1,1,2,0,Urban et al 1986,Glareolidae,Charadriiformes,Aves
Jacana_jacana,DIU,2,2,0,2,0,Scarton et al 2009,Jacanidae,Charadriiformes,Aves
Anous_minutus,DIU,2,2,0,2,0,La 2012,Laridae,Charadriiformes,Aves
Creagrus_furcatus,NOC,1,1,1,1,1,Wikelski et al 2006,Laridae,Charadriiformes,Aves
Larus_canus,DIU,2,2,0,2,0,Gavrilov 2014,Laridae,Charadriiformes,Aves
Xema_sabini,DIU,2,2,0,2,0,Urban et al 1986,Laridae,Charadriiformes,Aves
Pluvianus_aegyptius,DIU,2,2,0,2,0,Gilliard 1958,Pluvianidae,Charadriiformes,Aves
Haematopus_bachmani,DIU,2,2,0,2,0,La 2012,Recurvirostridae,Charadriiformes,Aves
Himantopus_himantopus,DIU,2,2,0,2,0,Urban et al 1986,Recurvirostridae,Charadriiformes,Aves
Rynchops_niger,NOC,1,1,1,1,1,Rojas et al 1997,Rynchopidae,Charadriiformes,Aves
Actitis_macularius,DIU,2,2,0,2,0,La 2012,Scolopacidae,Charadriiformes,Aves
Calidris_himantopus,DIU,2,2,0,2,0,La 2012,Scolopacidae,Charadriiformes,Aves
Phalaropus_lobatus,DIU,2,2,0,2,0,La 2012,Scolopacidae,Charadriiformes,Aves
Scolopax_minor,CRE,4,1,1,2,0,La 2012,Scolopacidae,Charadriiformes,Aves
Sterna_caspia,DIU,2,2,0,2,0,Urban et al 1986,Sternidae,Charadriiformes,Aves
Mycteria_americana,ARR,3,1,1,2,0,Bryan et al 2001,Ciconiidae,Ciconiiformes,Aves
Phoenicopterus_chilensis,NOC,1,1,1,1,1,del Hoyo et al 1992a,Phoenicopteridae,Ciconiiformes,Aves
Colius_striatus,DIU,2,2,0,2,0,McKechnie and Lovegrove 2001,Coliidae,Coliiformes,Aves
Columba_guinea,DIU,2,2,0,2,0,Urban et al 1986,Columbidae,Columbiformes,Aves
Columba_livia,DIU,2,2,0,2,0,Roth et al 2006,Columbidae,Columbiformes,Aves
Drepanoptila_holosericea,DIU,2,2,0,2,0,Schleucher 2004,Columbidae,Columbiformes,Aves
Geopelia_cuneata,DIU,2,2,0,2,0,Schleucher 2004,Columbidae,Columbiformes,Aves
Oena_capensis,DIU,2,2,0,2,0,Schleucher 2004,Columbidae,Columbiformes,Aves
Ptilinopus_magnificus,DIU,2,2,0,2,0,Barruel 1973,Columbidae,Columbiformes,Aves
Ptilinopus_superbus,DIU,2,2,0,2,0,Barruel 1973,Columbidae,Columbiformes,Aves
Stigmatopelia_senegalensis,DIU,2,2,0,2,0,Urban et al 1986,Columbidae,Columbiformes,Aves
Streptopelia_capicola,DIU,2,2,0,2,0,Roth et al 2006,Columbidae,Columbiformes,Aves
Streptopelia_decaocto,DIU,2,2,0,2,0,La 2012,Columbidae,Columbiformes,Aves
Streptopelia_turtur,DIU,2,2,0,2,0,Urban et al 1986,Columbidae,Columbiformes,Aves
Treron_vernans,DIU,2,2,0,2,0,Barruel 1973,Columbidae,Columbiformes,Aves
Treron_waalia,DIU,2,2,0,2,0,Urban et al 1986,Columbidae,Columbiformes,Aves
Turtur_chalcospilos,DIU,2,2,0,2,0,Urban et al 1986,Columbidae,Columbiformes,Aves
Zenaida_asiatica,DIU,2,2,0,2,0,Roth et al 2006,Columbidae,Columbiformes,Aves
Pterocles_bicinctus,DIU,2,2,0,2,0,Van Niekerk 2005,Pteroclididae,Columbiformes,Aves
Pterocles_namaqua,DIU,2,2,0,2,0,Urban et al 1986,Pteroclididae,Columbiformes,Aves
Brachypteracias_leptosomus,DIU,2,2,0,2,0,Thorstrom and Lind 1999,Brachypteraciidae,Coraciiformes,Aves
Buceros_rhinoceros,DIU,2,2,0,2,0,Gilliard 1958,Bucerotidae,Coraciiformes,Aves
Coracias_caudatus,DIU,2,2,0,2,0,Gilliard 1958,Coraciidae,Coraciiformes,Aves
Merops_viridis,DIU,2,2,0,2,0,DeCandido et al 2010,Meropidae,Coraciiformes,Aves
Momotus_momota,DIU,2,2,0,2,0,Skutch 1983,Momotidae,Coraciiformes,Aves
Upupa_epops,DIU,2,2,0,2,0,Carrascal et al 2008,Upupidae,Coraciiformes,Aves
Coccyzus_americanus,DIU,2,2,0,2,0,La 2012,Cuculidae,Cuculiformes,Aves
Chrysococcyx_cupreus,DIU,2,2,0,2,0,Barruel 1973,Cuculidae,Cuculiformes ,Aves
Chrysococcyx_klaas,DIU,2,2,0,2,0,Barruel 1973,Cuculidae,Cuculiformes ,Aves
Centropus_senegalensis,DIU,2,2,0,2,0,Fry et al 1988,Cuculidae,Cuculiiformes,Aves
Coua_cristata,DIU,2,2,0,2,0,Heymann and Smith 1999,Cuculidae,Cuculiiformes,Aves
Crotophaga_ani,DIU,2,2,0,2,0,Souza 1995,Cuculidae,Cuculiiformes,Aves
Cuculus_canorus,DIU,2,2,0,2,0,Cramp 1985,Cuculidae,Cuculiiformes,Aves
Guira_guira,DIU,2,2,0,2,0,Souza 1995,Cuculidae,Cuculiiformes,Aves
Tauraco_macrorhynchus,DIU,2,2,0,2,0,Gautier-Hion and Michaloud 1989,Musophagidae,Cuculiiformes,Aves
Eurypyga_helias,DIU,2,2,0,2,0,Thomas and Strahl 1990,Eurypygidae,Eurypygiformes,Aves
Accipiter_gentilis,DIU,2,2,0,2,0,Moller 1987,Accipitridae,Falconiformes,Aves
Aquila_verreauxii,DIU,2,2,0,2,0,Brown et al 1982,Accipitridae,Falconiformes,Aves
Buteo_brachyurus,DIU,2,2,0,2,0,La 2012,Accipitridae,Falconiformes,Aves
Buteo_lagopus,DIU,2,2,0,2,0,La 2012,Accipitridae,Falconiformes,Aves
Buteo_rufofuscus,DIU,2,2,0,2,0,Brown et al 1982,Accipitridae,Falconiformes,Aves
Circaetus_gallicus,DIU,2,2,0,2,0,Gilliard 1958,Accipitridae,Falconiformes,Aves
Circus_aeruginosus,DIU,2,2,0,2,0,Brown et al 1982,Accipitridae,Falconiformes,Aves
Circus_cyaneus,CRE,4,1,1,2,0,Gilliard 1958,Accipitridae,Falconiformes,Aves
Gyps_fulvus,DIU,2,2,0,2,0,Gilliard 1958,Accipitridae,Falconiformes,Aves
Necrosyrtes_monachus,DIU,2,2,0,2,0,Gilliard 1958,Accipitridae,Falconiformes,Aves
Pernis_apivorus,NOC,1,1,1,1,1,Barruel 1973,Accipitridae,Falconiformes,Aves
Polemaetus_bellicosus,DIU,2,2,0,2,0,Brown et al 1982,Accipitridae,Falconiformes,Aves
Terathopius_ecaudatus,DIU,2,2,0,2,0,Gilliard 1958,Accipitridae,Falconiformes,Aves
Cathartes_aura,DIU,2,2,0,2,0,del Hoyo et al 1994,Cathartidae,Falconiformes,Aves
Coragyps_atratus,DIU,2,2,0,2,0,Hiraldo et al 1991,Cathartidae,Falconiformes,Aves
Caracara_plancus,DIU,2,2,0,2,0,Albuquerque et al 1986,Falconidae,Falconiformes,Aves
Falco_chicquera,DIU,2,2,0,2,0,Brown et al 1982,Falconidae,Falconiformes,Aves
Falco_columbarius,DIU,2,2,0,2,0,Fidler et al 2004,Falconidae,Falconiformes,Aves
Falco_concolor,DIU,2,2,0,2,0,Brown et al 1982,Falconidae,Falconiformes,Aves
Falco_mexicanus,DIU,2,2,0,2,0,Gilliard 1958,Falconidae,Falconiformes,Aves
Falco_naumanni,DIU,2,2,0,2,0,Brown et al 1982,Falconidae,Falconiformes,Aves
Falco_peregrinus,DIU,2,2,0,2,0,Fidler et al 2004,Falconidae,Falconiformes,Aves
Falco_rufigularis,DIU,2,2,0,2,0,Eduardo et al 2007,Falconidae,Falconiformes,Aves
Falco_rusticolus,DIU,2,2,0,2,0,La 2012,Falconidae,Falconiformes,Aves
Falco_tinnunculus,DIU,2,2,0,2,0,Rattenborg and Lima 2000,Falconidae,Falconiformes,Aves
Herpetotheres_cachinnans,DIU,2,2,0,2,0,Rojas-Ramirez and Tauber 1970,Falconidae,Falconiformes,Aves
Micrastur_semitorquatus,DIU,2,2,0,2,0,Gilliard 1958,Falconidae,Falconiformes,Aves
Microhierax_erythrogenys,DIU,2,2,0,2,0,Gilliard 1958,Falconidae,Falconiformes,Aves
Polihierax_semitorquatus,DIU,2,2,0,2,0,Brown et al 1982,Falconidae,Falconiformes,Aves
Spiziapteryx_circumcincta,DIU,2,2,0,2,0,Gilliard 1958,Falconidae,Falconiformes,Aves
Pandion_haliaetus,DIU,2,2,0,2,0,Cramp and Simmons 1980,Pandionidae,Falconiformes,Aves
Sagittarius_serpentarius,DIU,2,2,0,2,0,del Hoyo et al 1994,Sagittariidae,Falconiformes,Aves
Nothocrax_urumutum,NOC,1,1,1,1,1,Knowlton et al. 1909,Cracidae,Galliformes,Aves
